[00:00:05.856 --> 00:00:06.296]  Sign up.
[01:56:01.520 --> 01:56:02.841]  And I'm not going to pull any punches.
[01:56:03.697 --> 01:56:04.798]  We're just going to tell it like it is.
[01:56:04.818 --> 01:56:06.619]  I'm going to live on my feet, not on my knees.
[01:56:06.659 --> 01:56:11.782]  And the more you would have that attitude, this evil would disappear like dreams at dawn.
[01:56:12.763 --> 01:56:13.924]  Like phantoms at dawn.
[01:56:14.564 --> 01:56:15.665]  Let's talk to Arthur.
[01:56:15.705 --> 01:56:16.766]  All we have time for calls.
[01:56:16.846 --> 01:56:17.426]  Arthur in mask.
[01:56:17.446 --> 01:56:17.806]  Go ahead.
[01:56:18.367 --> 01:56:19.107]  Hello, Alex.
[01:56:19.307 --> 01:56:19.748]  Yes, sir.
[01:56:19.848 --> 01:56:20.368]  Got two minutes.
[01:56:20.408 --> 01:56:20.748]  Go for it.
[01:56:21.929 --> 01:56:22.990]  Hey, good to speak with you.
[01:56:23.330 --> 01:56:26.072]  I've been trying to contact you about two and a half, three years.
[01:56:26.192 --> 01:56:30.295]  I did a original research proposal on
[01:56:31.420 --> 01:56:33.761]  Uh, fluoride implication on osteoporosis.
[01:56:34.081 --> 01:56:35.241]  Oh, that's an admitted fact.
[01:56:35.301 --> 01:56:36.502]  I have all the big government reports.
[01:56:36.522 --> 01:56:37.462]  That's why they put it in the water.
[01:56:38.582 --> 01:56:41.943]  And, you know, if I listen to the talk, probably three or four times.
[01:56:42.264 --> 01:56:46.765]  By the way, folks, just don't believe these phony doctors on the radios who say there's no evidence sodium fluoride's bad.
[01:56:46.805 --> 01:56:50.626]  Just Google fluoridation of water bone cancer.
[01:56:50.666 --> 01:56:52.667]  You will see thousands of government reports.
[01:56:52.987 --> 01:56:54.567]  It is an admitted fact.
[01:56:54.788 --> 01:56:56.268]  It gives you bone cancer.
[01:56:56.848 --> 01:56:57.248]  Go ahead.
[01:56:57.348 --> 01:56:59.129]  One of the biggest points, uh,
[01:57:00.804 --> 01:57:03.026]  You probably missed, because it's so corrupt.
[01:57:03.066 --> 01:57:05.368]  And this has been going on since the early 1900s.
[01:57:05.988 --> 01:57:07.389]  And it's always been covered up.
[01:57:07.489 --> 01:57:11.392]  Hundreds of degenerative bone and skeletal problems.
[01:57:11.532 --> 01:57:12.993]  It's completely obvious.
[01:57:13.513 --> 01:57:22.900]  And it's like, it's still, Paul Kauder has been doing a battle, day to day, week to week, to get fluoridation out of our, get the fluoride out of our water.
[01:57:23.020 --> 01:57:26.283]  Well, we got a tour of the Austin water this week, and the people there didn't like it.
[01:57:26.303 --> 01:57:29.265]  And they said, we know, we know it's bad, we don't like it, but don't quote us.
[01:57:29.813 --> 01:57:30.713]  Yeah, we know this is bad.
[01:57:30.733 --> 01:57:31.494]  They're not stupid.
[01:57:31.514 --> 01:57:34.815]  They gotta wear chemical weapon suits when they put it in the water.
[01:57:34.835 --> 01:57:43.639]  Yeah, even in Assault Mask, they came up and they shot it down to keep the fluoridation going.
[01:57:43.699 --> 01:57:45.199]  Assault Mask, one of the highest
[01:57:47.816 --> 01:57:48.556]  And you know what's sick?
[01:57:48.596 --> 01:57:51.717]  This is the by-product of aluminum manufacturing, mainly.
[01:57:52.017 --> 01:57:58.819]  It's also radioactive because it's those type of rocks that they get the chemicals for fertilizer out of that also where they mine uranium.
[01:57:58.839 --> 01:58:01.980]  It's got waste, it's got lead, it's got cadmium.
[01:58:02.020 --> 01:58:02.921]  Oh, I know, exactly.
[01:58:03.361 --> 01:58:06.141]  When you hear fluoride, it's a cover for arsenic, everything.
[01:58:06.161 --> 01:58:06.782]  You don't believe me?
[01:58:06.822 --> 01:58:08.762]  Go call Austin if you live in Austin or other cities.
[01:58:08.982 --> 01:58:10.863]  They'll go, yeah, we're hitting you hard with chemical weapons.
[01:58:11.183 --> 01:58:11.803]  Hope you like it.
[01:58:12.003 --> 01:58:13.444]  Hope you enjoy getting brain cancer.
[01:58:14.924 --> 01:58:15.546]  Out of time.
[01:58:15.907 --> 01:58:20.456]  Back live this week, 11 to 3 there in the week at InfoWars.com and PrisonPlanet.tv.
[01:58:20.676 --> 01:58:21.518]  Great job, crew!
[01:58:21.759 --> 01:58:22.620]  God bless you all!
[01:58:23.624 --> 01:58:27.826]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:27.966 --> 01:58:30.768]  Now you can do even more to hear Genesis shows in your area.
[01:58:30.868 --> 01:58:35.310]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:35.430 --> 01:58:35.951]  It's easy.
[01:58:36.131 --> 01:58:42.694]  Log on to GCNlive.com or call us toll free 877-807-4048.
[01:58:42.734 --> 01:58:43.415]  Make a difference.
[01:58:43.495 --> 01:58:48.878]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[01:58:48.898 --> 01:58:49.258]  Call today.
[01:58:53.180 --> 01:59:02.466]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[01:59:02.526 --> 01:59:03.247]  This capitalism?
[01:59:03.307 --> 01:59:09.451]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[01:59:09.591 --> 01:59:10.352]  Hi, Ted Anderson.
[01:59:10.372 --> 01:59:13.494]  I'm placing a free silver dollar in a book that explains our monetary system.
[01:59:13.534 --> 01:59:14.434]  Call for your copy 800-686-2237.
[01:59:14.454 --> 01:59:15.515]  It's time to understand the system.
[01:59:15.535 --> 01:59:16.155]  Call 800-686-2237.
[01:59:16.195 --> 01:59:16.476]  That's 800-686-2237.
[01:59:23.561 --> 01:59:29.487]  How would you like to cook any meal using no electricity or gas and cook your meals off the grid?
[01:59:29.788 --> 01:59:32.190]  Well now you can, thanks to the Survival Oven.
[01:59:32.410 --> 01:59:38.057]  The Survival Oven is the most amazing off-grid solar oven that can cook anything that a conventional oven can.
[01:59:38.337 --> 01:59:39.899]  Without the energy bills.
[01:59:40.159 --> 01:59:49.749]  By condensing sunlight, the Survival Oven can produce temps up to 350 degrees, cook delicious and nutritious meals, sterilize water, dehydrate food, and so much more.
[01:59:50.170 --> 01:59:52.252]  All at zero operating costs.
[01:59:52.532 --> 02:00:00.040]  The Survival Oven can be used year-round, even in the coldest sub-zero temperatures, and is a must for emergency preparedness and even everyday use.
