[00:00:14.116 --> 00:00:15.816]  There is a war.
[01:17:45.007 --> 01:17:48.808]  Call Life Benefits if you'd like a free book about how this can be done.
[01:17:48.808 --> 01:17:49.048]  Call 702-660-7000.
[01:17:49.048 --> 01:17:49.228]  That's 702-660-7000.
[01:17:59.108 --> 01:18:04.592]  Maximize your potential and take your body back with super male vitality.
[01:18:04.592 --> 01:18:09.916]  We're breaking the conditioning and fighting back against the globalist war on male vitality.
[01:18:09.916 --> 01:18:18.322]  Our ultimate non-GMO formula is sourced from powerful organic herbs that have been gathered from around the world and then concentrated for maximum potency.
[01:18:19.483 --> 01:18:26.408]  Super Male Vitality was developed to activate your body's natural processes instead of using synthetic chemicals.
[01:18:26.408 --> 01:18:30.812]  Info Wars Life wants to bring you the highest quality products.
[01:18:30.812 --> 01:18:38.598]  Our unique combination of ingredients is designed to assist the body in regulating proper balance and creating superior vitality in males.
[01:18:40.103 --> 01:18:43.786]  Support your body and mind and take yourself to the next level.
[01:18:43.786 --> 01:18:47.669]  Boost your vitality and energize your life.
[01:18:47.669 --> 01:18:49.151]  Take control of your body.
[01:18:49.151 --> 01:18:54.355]  Grab a bottle of Super Male Vitality today at infowarslife.com.
[01:18:54.355 --> 01:18:56.316]  That's infowarslife.com.
[01:18:58.214 --> 01:19:02.616]  Fuel your body with Carnivore, the new digestive enzyme product by InfoWars Life.
[01:19:02.616 --> 01:19:10.699]  Digestive enzymes assist in the digestion process and increase the bioavailability of nutrients by breaking down foods into easily absorbable components.
[01:19:10.699 --> 01:19:15.982]  They also help prevent discomfort from indigestion caused by fermentation of undigested food particles in the gut.
[01:19:15.982 --> 01:19:18.523]  Digestive enzyme production declines as we age.
[01:19:18.523 --> 01:19:22.745]  Carnivore is filled with digestive enzymes like those naturally present in the body.
[01:19:22.745 --> 01:19:25.186]  Enjoy the full potential of protein-rich foods again.
[01:19:25.866 --> 01:19:33.113]  You can eat protein-heavy foods now, while minimizing the later indigestion and discomfort commonly associated with high-meat diets.
[01:19:33.113 --> 01:19:41.180]  Just one pill with every high-protein meal helps increase the bioavailability and absorption of amino acids, the building blocks to your muscles.
[01:19:41.180 --> 01:19:48.367]  Carnivore also contains digestive enzymes to help digest fats and carbohydrates, so you can fully digest all types of meals.
[01:19:48.367 --> 01:19:49.828]  Don't let a meal go to waste.
[01:19:49.828 --> 01:19:51.650]  Use Carnivore by InfoWars Life.
[01:19:52.450 --> 01:19:55.913]  Head to Infowarslife.com and secure your model now.
[01:19:55.913 --> 01:20:01.517]  That's Infowarslife.com.
[01:20:01.517 --> 01:20:12.925]  You're listening to the Alex Jones Show.
[01:20:12.925 --> 01:20:15.046]  The Alex Jones Show.
[01:20:15.046 --> 01:20:16.848]  Because there is a war on.
[01:20:16.848 --> 01:20:17.828]  For your mind.
[01:20:20.424 --> 01:20:21.404]  It's not just Maxine Waters.
[01:20:21.404 --> 01:20:25.446]  The New York Times now says that Putin actually told him Hillary was crooked.
[01:20:25.446 --> 01:20:26.427]  That's right, America.
[01:20:26.427 --> 01:20:27.627]  You can't have your own idea.
[01:20:27.627 --> 01:20:28.888]  You can't have a strong leader.
[01:20:28.888 --> 01:20:31.529]  The Russians are the reason Trump got elected.
[01:20:31.529 --> 01:20:33.450]  And everything comes from the Russians.
[01:20:33.450 --> 01:20:34.590]  Everybody knows that's BS.
[01:20:34.590 --> 01:20:38.192]  Nothing against the Russians, but we... America invents a lot of stuff, too.
[01:20:38.192 --> 01:20:39.572]  We come up with a lot of stuff.
[01:20:39.572 --> 01:20:41.333]  Yeah, I mean, give me a break.
[01:20:41.333 --> 01:20:43.794]  You don't think we can't come up with crooked Hillary?
[01:20:43.794 --> 01:20:45.815]  Hell, somebody with a lobotomy can come up with that.
[01:20:45.815 --> 01:20:47.476]  Gotta be that smart to come up with crooked Hillary.
[01:20:48.996 --> 01:20:50.517]  So this is history happening right now.
[01:20:50.517 --> 01:20:57.881]  I'm going to skip this network break and David Knight and The Crooked Pop whenever they want here, but I'm going to go get settled down in an office and just take a shower or something.
[01:20:57.881 --> 01:20:59.462]  Just get on my knees and pray to God.
[01:20:59.462 --> 01:21:05.406]  I'll be honest with you, I want to get in a room by myself and hit my knees and start crying because this is so good!
[01:21:06.081 --> 01:21:08.783]  If I'm telling you, man, the evil's gonna strike back.
[01:21:08.783 --> 01:21:09.783]  We gotta be watching them.
[01:21:09.783 --> 01:21:10.564]  We gotta be ready.
[01:21:10.564 --> 01:21:11.764]  But we know who they are.
[01:21:11.764 --> 01:21:13.025]  We know their plan.
[01:21:13.025 --> 01:21:14.106]  And I gotta say it.
[01:21:14.106 --> 01:21:15.506]  It's been InfoWars.
[01:21:15.506 --> 01:21:23.411]  It's been InfoWars and you, the people, and our analysis has led the way as the blueprint battle plan to blow the hell out of them.
[01:21:23.411 --> 01:21:25.212]  I'll tell you, people always want me to take credit.
[01:21:25.212 --> 01:21:28.313]  I'm a humble person, but we need to take credit just to know what we're doing is working.
[01:21:28.313 --> 01:21:30.975]  InfoWars and our guests and myself and you, the listeners,
[01:21:31.747 --> 01:21:35.990]  The eyes and ears on the ground and Matt Drudge and all of us together are the InfoWar.
[01:21:35.990 --> 01:21:42.174]  We are the blueprint of the operating system that just kicked the New World Order's ass!
[01:21:42.174 --> 01:21:43.615]  We got it!
[01:21:43.615 --> 01:21:45.396]  It's America 2.0!
[01:21:45.396 --> 01:21:46.417]  Supercharged!
[01:21:46.417 --> 01:21:46.957]  Ready!
[01:21:46.957 --> 01:21:47.477]  Coming!
[01:21:47.477 --> 01:21:48.598]  Committed!
[01:21:48.598 --> 01:21:53.401]  And our spirit, Trump sure is a thousand to one, and our president's even got the name Trump!
[01:21:53.401 --> 01:21:54.242]  So get ready!
[01:21:55.296 --> 01:21:58.777]  Yeah!
[01:21:58.777 --> 01:22:00.098]  The answer to 1984 is 1776!
[01:22:00.098 --> 01:22:04.959]  Hey, who wants to get in here?
[01:22:04.959 --> 01:22:07.840]  Hey, you guys feel the energy?
[01:22:07.840 --> 01:22:11.401]  Americanism, non-globalism will be our credo.
[01:22:11.401 --> 01:22:12.502]  God bless you, sir.
[01:22:12.502 --> 01:22:13.222]  God bless you.
[01:22:13.222 --> 01:22:14.682]  God bless you.
[01:22:14.682 --> 01:22:16.983]  Hey, it's okay to love freedom.
[01:22:16.983 --> 01:22:17.683]  It's okay to believe.
[01:22:17.683 --> 01:22:18.504]  It's okay to be strong.
[01:22:18.504 --> 01:22:19.624]  Because here's the deal.
[01:22:20.578 --> 01:22:23.421]  We're not just getting hyped up by Trump and then feeling good.
[01:22:23.421 --> 01:22:24.922]  We have the tools.
[01:22:24.922 --> 01:22:25.883]  We have the means.
[01:22:25.883 --> 01:22:26.964]  We have the history.
[01:22:26.964 --> 01:22:27.805]  We got the pedigree.
[01:22:27.805 --> 01:22:28.886]  We got it all.
[01:22:28.886 --> 01:22:30.668]  Everybody here is America.
[01:22:30.668 --> 01:22:38.936]  And as long as you see the globalists bring people in, turn them against America, we're going to be able to bring a lot of people in once they're not getting brainwashed as soon as they get here.
[01:22:38.936 --> 01:22:40.257]  It's an incredible time to be alive.
[01:22:40.257 --> 01:22:40.958]  Go ahead, sir.
[01:22:40.958 --> 01:22:41.699]  I'm with Breitbart.
[01:22:41.699 --> 01:22:42.840]  What did you think of the speech?
[01:22:42.840 --> 01:22:44.001]  He really laid the wood to him.
[01:22:44.884 --> 01:23:01.693]  He laid the wood to them, but he empowered the people and let them know you are this revolution, you are the victory, and he just brought what everything George Washington envisioned back, America 2.0, and just basically rebooted and launched the system, and it came out of there like a fiery phoenix.
[01:23:02.344 --> 01:23:05.787]  Fire breathing dragon, the globalists are crapping their drawers right now.
[01:23:05.787 --> 01:23:14.894]  This was pure Americana, and trailblazing, and science, and vision, and just absolutely empowering this country under globalism.
[01:23:16.108 --> 01:23:22.570]  The decision was made to just shut us down and ship it overseas and parlay that into global power so some corporations could play God.
[01:23:22.570 --> 01:23:25.571]  But these corporations don't even have a vision or a spirit.
[01:23:25.571 --> 01:23:29.673]  It's just a bunch of empty guys up there claiming they're free market when they're not free market.
[01:23:29.673 --> 01:23:31.653]  They're about to see real free market.
[01:23:31.653 --> 01:23:36.195]  They're about to see the Republic get up off of its knees and it's happening now.
[01:23:36.195 --> 01:23:38.035]  America was reborn today.
[01:23:38.035 --> 01:23:44.738]  The spirituality of the speech, it was a very spiritual speech unlike a lot of the rally speeches.
[01:23:44.738 --> 01:23:45.378]  And I tweeted
[01:23:46.138 --> 01:23:49.461]  Right before, I said he's going to invoke the providence.
[01:23:49.461 --> 01:23:50.962]  He's going to invoke the covenant.
[01:23:50.962 --> 01:23:51.883]  And he did it.
[01:23:51.883 --> 01:23:52.724]  Because that's the key.
[01:23:52.724 --> 01:23:56.527]  Listen, I didn't even be that much of a religious person until I got deeper in and studied these people.
[01:23:56.527 --> 01:24:01.472]  They all understand that they have to get God out, not let us feel empowered, not let us know about America's destiny.
[01:24:02.165 --> 01:24:03.465]  Not teach what George Washington said.
[01:24:03.465 --> 01:24:11.168]  They need to kill that narrative because from their atheist or globalist view, from psychological view, it gives us a culture that unifies us.
[01:24:11.168 --> 01:24:19.330]  So they've been killing our culture and then they've been bringing in this alien culture of everybody hating each other and fighting with each other and trying to bring us down.
[01:24:19.330 --> 01:24:21.270]  But then while they suck and sap our energy.
[01:24:21.270 --> 01:24:25.232]  So the second phase of slavery just fell today.
[01:24:25.232 --> 01:24:26.812]  Humans are trying to progress through the future.
[01:24:26.812 --> 01:24:28.533]  That's why they call themselves the progressives.
[01:24:28.533 --> 01:24:29.173]  They're the opposite.
[01:24:29.173 --> 01:24:30.033]  They're not the progressives.
[01:24:30.692 --> 01:24:31.152]  Yeah, exactly.
[01:24:31.152 --> 01:24:32.132]  They're regressives.
[01:24:32.132 --> 01:24:34.073]  That's what the Jacobin Party was about.
[01:24:34.073 --> 01:24:38.934]  And that's what the Democrats were called, was the Jacobin or French Revolution Party.
[01:24:38.934 --> 01:24:43.014]  They wanted to regress everything and basically set up their own new tyranny.
[01:24:43.014 --> 01:24:46.895]  What you're seeing here is the real Renaissance and what you're seeing here is the real 1776.
[01:24:46.895 --> 01:24:49.515]  The last thing, sir.
[01:24:49.515 --> 01:24:57.957]  The subtext of Senator Schumer's speech about going into battle, was that a call to arms to the left to keep fighting?
[01:24:58.679 --> 01:25:02.836]  Yes, he was trying to get everybody to boo him so he could say, oh I came and I was nice and they were mean to me.
[01:25:03.996 --> 01:25:04.957]  Yeah, everybody slept through it.
[01:25:04.957 --> 01:25:06.318]  He was clearly putting the knife in, sorry.
[01:25:06.318 --> 01:25:07.959]  I'm like, you know, trying to twist it.
[01:25:07.959 --> 01:25:09.400]  People didn't really take the bait.
[01:25:09.400 --> 01:25:11.641]  I caught myself trying to take the bait, and I went, no, no, no.
[01:25:11.641 --> 01:25:13.182]  He's trying to set us up.
[01:25:13.182 --> 01:25:15.924]  And, uh, then it just failed.
[01:25:15.924 --> 01:25:19.667]  He was just trying to bring back all this open old wounds and... Like in a mess?
[01:25:19.667 --> 01:25:20.027]  Yep.
[01:25:20.027 --> 01:25:20.788]  Big mess.
[01:25:20.788 --> 01:25:28.013]  Yeah, Donald Trump had a grand slam today, and, uh, Chuckie Schumer, or Chuckie Scammer, I mean, it just, it was a total foul ball.
[01:25:28.013 --> 01:25:29.114]  He just, he failed.
[01:25:29.114 --> 01:25:29.934]  Thank you very much, sir.
[01:25:29.934 --> 01:25:30.795]  Alright, thank you so much.
[01:25:32.555 --> 01:25:33.435]  Still on here.
[01:25:33.435 --> 01:25:34.036]  All right.
[01:25:34.036 --> 01:25:35.396]  Yes, sir.
[01:25:35.396 --> 01:25:35.856]  God bless you.
