[00:00:00.029 --> 00:00:00.789]  This is everything.
[01:00:19.322 --> 01:00:20.163]  It lowers your immune system.
[01:00:20.243 --> 01:00:21.304]  It's a total fraud!
[01:00:22.925 --> 01:00:24.866]  And it did not go through a regular approval process.
[01:00:24.886 --> 01:00:26.087]  They gave it emergency authorization.
[01:00:26.408 --> 01:00:27.849]  The really bad thing Trump did.
[01:00:29.690 --> 01:00:30.611]  But look at this headline.
[01:00:31.211 --> 01:00:34.754]  FDA vaccines don't have to prevent infection or transmission.
[01:00:35.871 --> 01:00:38.753]  Let that roll off the tongue and then roll through your brain.
[01:00:39.874 --> 01:00:44.577]  Vaccines don't have to prevent infection or transmission.
[01:00:44.597 --> 01:00:45.077]  Let me say it again.
[01:00:46.999 --> 01:00:53.863]  Vaccines don't have to prevent infection or transmission.
[01:00:54.204 --> 01:00:55.645]  Well, then what do they do?
[01:00:56.445 --> 01:00:58.887]  Oh, they lessen the illness or make you not die.
[01:00:58.907 --> 01:01:04.671]  All the statistics around the world from the insurance companies is you're way more likely to die if you've taken it or get sick.
[01:01:05.828 --> 01:01:06.569]  Everybody knows that.
[01:01:06.629 --> 01:01:09.331]  Well, I've had five shots and I've got my seventh case of COVID.
[01:01:10.511 --> 01:01:11.612]  Meanwhile, we have natural immunity.
[01:01:11.632 --> 01:01:12.333]  You don't get it again.
[01:01:14.134 --> 01:01:17.237]  But remember Fauci basically said natural immunity doesn't exist.
[01:01:17.857 --> 01:01:20.459]  He's also come out with a new Whopper liable play next segment.
[01:01:21.159 --> 01:01:24.302]  He says he actually was never for lockdowns and never for closing schools.
[01:01:26.055 --> 01:01:32.320]  We have like a 10-minute compilation of him saying, keep things locked down, but we're just going to play a few clips of him doing it.
[01:01:32.580 --> 01:01:35.142]  But I mean, I never wanted to lock you down.
[01:01:35.562 --> 01:01:36.703]  I was never for locking schools.
[01:01:36.983 --> 01:01:38.004]  I was never for masks.
[01:01:39.025 --> 01:01:40.666]  And Santa Claus doesn't wear a red suit.
[01:01:41.086 --> 01:01:42.167]  And neither does old Scratch.
[01:01:43.568 --> 01:01:47.471]  So, you read this article, and it is a whopper.
[01:01:47.591 --> 01:01:50.093]  And it's AP, Reuters, everywhere, Dexter 7, Zero Hedge.
[01:01:52.506 --> 01:01:55.568]  Vaccines are traditionally known as drugs that prevent an illness.
[01:01:56.529 --> 01:01:57.890]  No, they teach your body immunity.
[01:01:58.571 --> 01:01:58.911]  The U.S.
[01:01:58.951 --> 01:02:09.258]  Centers for Disease Control and Prevention, CDC, for years said a vaccine is a product that produces immunity with vaccination and an injection of an infectious organism in order to prevent the disease.
[01:02:09.539 --> 01:02:15.283]  The agency changed its definitions after people correctly noted that COVID-19 vaccines do not prevent infection.
[01:02:16.934 --> 01:02:32.206]  I've officially come out as policy, so they can say, like, a goat is a walrus, or a killer whale is a turkey, or an Easter Bunny is a leprechaun, or two men can have a baby, or women are getting pregnant in prison from other women.
[01:02:32.426 --> 01:02:33.827]  No, it's men in the prison.
[01:02:34.187 --> 01:02:35.828]  I mean, it's a murder of logic.
[01:02:35.948 --> 01:02:37.109]  It's ridiculous.
[01:02:37.169 --> 01:02:41.793]  But tyranny is ridiculous, so that's why they have to murder logic and normalize this idiocy.
[01:02:44.249 --> 01:02:52.695]  The coalition, the coalition advocating for adequately labeled medicines, a group of experts, had called the FDA to make clear that COVID-19 vaccines don't prevent infection or transmission.
[01:02:53.276 --> 01:02:56.838]  And now they put out an announcement saying indeed they don't.
[01:02:59.400 --> 01:03:04.064]  But in the ads, they tell you they do protect you.
[01:03:05.003 --> 01:03:14.927]  Including unapproved ads when it wasn't approved for under five to children on Sesame Street and Nickelodeon and everywhere else.
[01:03:15.047 --> 01:03:16.448]  I mean, these people are sick.
[01:03:16.868 --> 01:03:17.568]  They're criminal.
[01:03:17.908 --> 01:03:20.109]  They're committing all these crimes in our face.
[01:03:20.549 --> 01:03:21.190]  It is ridiculous.
[01:03:21.230 --> 01:03:22.470]  I'll play the foul jiggle as we come back.
[01:03:22.790 --> 01:03:29.473]  And then, told you on Monday, big whistleblowers coming out to Congress on giant child kidnapping rings.
[01:03:30.213 --> 01:03:31.614]  Fox News today.
[01:03:35.655 --> 01:03:37.276]  And we'll make sure you get all of it.
[01:03:37.696 --> 01:03:39.157]  We're going to break it all down coming up.
[01:03:40.979 --> 01:03:42.239]  Welcome back, ladies and gentlemen.
[01:03:42.259 --> 01:03:45.862]  So here's Fauci doing damage control yesterday.
[01:03:45.902 --> 01:03:46.863]  He's been making the rounds.
[01:03:46.883 --> 01:03:47.803]  This is just one of the clips.
[01:03:48.764 --> 01:03:53.007]  He was never for keeping schools closed.
[01:03:53.107 --> 01:03:55.909]  He was never for lockdowns.
[01:03:55.949 --> 01:03:59.651]  And we have a clip of him saying that he basically was the main driver of that.
[01:03:59.671 --> 01:04:00.912]  So let's play the clips back to back.
[01:04:02.248 --> 01:04:05.712]  Real issue is how long do you keep that shut down?
[01:04:06.032 --> 01:04:08.134]  How long do you keep the schools closed?
[01:04:08.615 --> 01:04:19.646]  And if you recall and go back on many of the things I've said in a lot of interviews is that we've got to do whatever we can to get the schools open and get them open safe.
[01:04:20.146 --> 01:04:28.713]  And keep them open and I've said that many many times but the initial decision early on in the middle of that crisis I believe was the right decision.
[01:04:28.793 --> 01:04:33.237]  How long you kept them closed really varied depending upon the locale.
[01:04:33.998 --> 01:04:46.548]  The point that I made in my response to the reporter in the New York Times article was that what it is is that there was a personification of me as a person who essentially closed everything down.
[01:04:46.628 --> 01:04:58.377]   Those were public health recommendations That came from the CDC, and I have always been very supportive of the CDC, because they base their recommendations purely on public health issues.
[01:04:58.457 --> 01:05:06.243]  And the point that I made, that as public health officials, it's our responsibility to give the public health perspective to it.
[01:05:06.664 --> 01:05:12.848]  The decision of how that balances with other considerations really comes from other authorities.
[01:05:13.729 --> 01:05:15.550]  Yeah, I always pass the blame to somebody else.
[01:05:15.570 --> 01:05:16.691]  So there he is, double-speaking.
[01:05:17.031 --> 01:05:18.912]  I was against the lockdowns, but I was for the lockdowns.
[01:05:19.433 --> 01:05:23.015]  Does everybody want me to play a compilation of him saying, keep the lockdowns in place in the schools?
[01:05:25.676 --> 01:05:26.777]  No, we have other stuff to cover.
[01:05:26.897 --> 01:05:29.959]  We'll put it in post once this live show is archived.
[01:05:30.079 --> 01:05:31.800]  But just getting back to this.
[01:05:33.081 --> 01:05:36.183]  FDA, vaccines don't have to prevent infection or transmission.
[01:05:37.363 --> 01:05:41.326]  CDC director admits vaccinated individuals can transmit COVID to others.
[01:05:42.329 --> 01:05:44.249]  And it goes on from there.
[01:05:45.049 --> 01:05:49.330]  Experts want labels for Pfizer Moderna COVID-19 vaccines updated to acknowledge limitations.
[01:05:49.570 --> 01:05:50.570]  They're not limitations.
[01:05:50.930 --> 01:05:52.191]  They don't work.
[01:05:52.931 --> 01:05:56.031]  Email confirms why CDC changed definitions of vaccine.
[01:05:57.372 --> 01:05:59.912]  It's to any drug they want to give you that doesn't even work.
[01:06:00.152 --> 01:06:00.492]  Okay.
[01:06:02.292 --> 01:06:03.353]  Let's shift gears into this.
[01:06:04.493 --> 01:06:09.114]  Everybody knows Biden, when he was a candidate, said, immediately surged the border if I get elected.
[01:06:09.134 --> 01:06:10.254]  I played it probably 500 times.
[01:06:10.294 --> 01:06:10.994]  I'm not going to play it again.
[01:06:12.682 --> 01:06:14.783]  Immediately surge the border, get back elected.
[01:06:14.823 --> 01:06:25.250]  Then he has Mayorkas get up, whatever the hell his name is, and Mayorkas and tell everybody that the border is secure.
[01:06:25.810 --> 01:06:26.951]  We played that clip last week.
[01:06:28.352 --> 01:06:29.513]  We've been down on the border a lot.
[01:06:29.593 --> 01:06:31.714]  We've already talked to whistleblower agents.
[01:06:31.754 --> 01:06:35.637]  We've already talked to the spokespersons and all of it.
[01:06:36.337 --> 01:06:37.258]  You know what's going on.
[01:06:38.238 --> 01:06:45.061]   But the level of the child trafficking and the convicted pedophiles being released is over the top.
[01:06:45.441 --> 01:06:58.447]  And the fact that the Democratic Party is literally getting donations from the smugglers and the people that are involved making money off of it, not just with the immigration lawyers that get all the George Soros and State Department funding, but at so many other levels.
[01:06:58.507 --> 01:07:03.389]  So now, Fox News reports whistleblower to tell House that U.S.
[01:07:03.429 --> 01:07:15.741]   government is middleman In multi-million dollar migrant child trafficking operation whistleblower on child migrant trafficking comes as Biden administration faces scrutiny over handling of forced labor.
[01:07:16.582 --> 01:07:26.248]   A House Judiciary Committee on Wednesday, this is happening now, and it's more next week I'm told, We'll feature the testimony from a whistleblower who will warn lawmakers that the U.S.
[01:07:26.288 --> 01:07:32.131]  has become the middleman of a multi-billion dollar migrant child trafficking operation at the U.S.
[01:07:32.171 --> 01:07:36.733]  border that includes children being used for slave labor and as sex slaves.
[01:07:38.694 --> 01:07:44.457]  And that tens of thousands of convicted pedophiles have been released.
[01:07:44.797 --> 01:07:47.359]  They catch them again and they let them go.
[01:07:49.105 --> 01:07:53.166]  Or they charge them with a misdemeanor for illegally crossing the border and let them out in two weeks.
[01:07:55.026 --> 01:07:55.987]  This is the reality.
[01:07:56.047 --> 01:07:57.647]  And then you've got this legislation.
[01:07:57.687 --> 01:07:58.507]  This is not a joke.
[01:07:58.547 --> 01:07:59.567]  I know this doesn't sound real.
[01:08:00.468 --> 01:08:05.949]  Democrats float bill to allow LGBTQ plus migrants to walk into the U.S.
[01:08:05.989 --> 01:08:06.529]  unrestricted.
[01:08:06.889 --> 01:08:21.598]   And if you identify as LGBTQTQRZXYZ59382X794HUBLITGIBLITSHNIBBLITPIBLIT That whatever gibberish it is, that you just are legally legalized.
[01:08:22.258 --> 01:08:24.138]  You're just absolutely, no one can stop you.
[01:08:24.499 --> 01:08:26.319]  I'm LGBTQXYZ.
[01:08:26.739 --> 01:08:27.139]  It's over.
[01:08:29.940 --> 01:08:32.360]  I mean, that's the reality.
[01:08:32.900 --> 01:08:37.001]  So if you're MS-13, you just say, I'm a trans person or I'm gay.
[01:08:37.381 --> 01:08:38.961]  Well, that's all you got to do.
[01:08:39.021 --> 01:08:39.542]  It's magic.
[01:08:39.762 --> 01:08:41.482]  Like a man saying, I'm really a woman.
[01:08:42.526 --> 01:08:49.829]  All these convicted pedophiles and murderers and rapists in the UK, in Europe, in the U.S., in Canada, raping women, getting them pregnant.
[01:08:51.069 --> 01:08:53.970]  And they keep doing it because it's a murder of logic.
[01:08:55.051 --> 01:09:00.853]  Steve Watson, articleinfowars.com, Democrats float bill to allow LGBTQ migrants to walk into the U.S.
[01:09:00.913 --> 01:09:01.393]  unrestricted.
[01:09:02.793 --> 01:09:09.158]  Democrats in the House and Senate have floated legislation that's been introduced that would allow undocumented migrants to effectively walk into the U.S.
[01:09:09.198 --> 01:09:17.343]  unrestricted and declare their LGBTQ+, promoting border officials to warn that suddenly everyone is going to be LGBTQ.
[01:09:17.884 --> 01:09:19.245]  That's the plan.
[01:09:21.385 --> 01:09:21.845]  Video.
[01:09:21.885 --> 01:09:22.586]  I'm not going to play it.
[01:09:23.186 --> 01:09:24.227]  I'm just sick of hearing these people.
[01:09:24.267 --> 01:09:25.588]  You can watch it at 4Wars.com.
[01:09:25.948 --> 01:09:31.832]  Biden's press secretary celebrates herself as being a queer lesbian and talks about how persecuted she is.
[01:09:31.892 --> 01:09:33.053]  Give me a break.
[01:09:33.853 --> 01:09:34.894]  It's a gang, folks.
[01:09:34.914 --> 01:09:36.816]  It has nothing to do with what they're doing with their wheelies.
[01:09:37.376 --> 01:09:39.357]  It's all about, we're in this group.
[01:09:39.697 --> 01:09:40.438]  We're victims.
[01:09:40.538 --> 01:09:41.559]  We get special treatment.
[01:09:42.960 --> 01:09:44.221]  We can run your life.
[01:09:44.421 --> 01:09:48.964]  You have to bow down to us and give us access to your children.
[01:09:50.205 --> 01:09:50.625]  That's it.
[01:09:52.386 --> 01:09:52.746]  Period.
