[00:00:29.713 --> 00:00:31.053]  A digital frontier.
[01:02:06.981 --> 01:02:11.202]  He sits down and then she, and we'll go to the Better HD clip where she actually goes after him.
[01:02:11.722 --> 01:02:15.303]  He sits down and then she goes right at him.
[01:02:17.025 --> 01:02:18.245]  First, you're illegitimate.
[01:02:18.265 --> 01:02:19.706]  We probably shouldn't even have you here.
[01:02:20.166 --> 01:02:21.226]  They're lucky he's there.
[01:02:21.666 --> 01:02:28.249]  So they invite somebody, then they attack him once he gets there, and then says a bunch of lies about him.
[01:02:31.069 --> 01:02:33.210]  Oh, you've attacked black prosecutors.
[01:02:35.891 --> 01:02:36.891]  Black prosecutors?
[01:02:37.932 --> 01:02:39.972]  He's attacked the white ones like Jack Smith too.
[01:02:40.012 --> 01:02:40.672]  What does that have to do with it?
[01:02:40.812 --> 01:02:42.013]  They're trying to put him in prison.
[01:02:43.833 --> 01:02:45.254]  They're lying about him.
[01:02:47.779 --> 01:02:50.840]  Then Kamala always said she was an Indian, not that she was black.
[01:02:51.720 --> 01:02:53.160]  If she's part black, good, be proud of it.
[01:02:53.180 --> 01:02:53.900]  Tell us you're black.
[01:02:55.081 --> 01:02:56.721]  No, she's just been black the last few years.
[01:03:00.062 --> 01:03:03.662]  And they want to say if he wants to criticize her, he's criticizing a black woman.
[01:03:04.663 --> 01:03:12.424]  Well, you're in the arena, you're running for political office, you're a horrible person, I don't care if you're white, or brown, or red, or whatever you are.
[01:03:14.225 --> 01:03:15.885]  You're a lying sack of garbage.
[01:03:17.990 --> 01:03:21.631]  And if Donald Trump was black and was the same man did the same stuff, I'd support him.
[01:03:25.332 --> 01:03:26.773]  So that's the reality here.
[01:03:27.793 --> 01:03:29.614]  But it was a powerful event yesterday.
[01:03:29.634 --> 01:03:31.194]  And I want to go to the opening question.
[01:03:31.774 --> 01:03:33.115]  Seconds after he sits down.
[01:03:34.915 --> 01:03:36.576]  This is the desperate power structure.
[01:03:37.657 --> 01:03:41.682]  Going after, but now the media is spinning it like, oh, disaster at this black event.
[01:03:41.722 --> 01:03:42.502]  It was the opposite.
[01:03:42.522 --> 01:03:43.704]  It was the real Donald Trump.
[01:03:44.304 --> 01:03:44.985]  It was amazing.
[01:03:45.506 --> 01:03:48.129]  And I'd say 80% of the support, you could hear it in the crowd.
[01:03:48.609 --> 01:03:49.510]  Can't hear any boos.
[01:03:49.530 --> 01:03:50.391]  You hear a bunch of support.
[01:03:50.411 --> 01:03:50.712]  Here it is.
[01:03:52.469 --> 01:03:57.391]  You have told four Congresswomen of color who were American citizens to go back to where they came from.
[01:03:58.192 --> 01:04:02.714]  You have used words like animal and rabbit to describe black district attorneys.
[01:04:03.314 --> 01:04:09.237]  You've attacked black journalists, calling them a loser, saying the questions that they ask are, quote, stupid and racist.
[01:04:09.897 --> 01:04:12.579]  You've had dinner with a white supremacist at your Mar-a-Lago resort.
[01:04:13.479 --> 01:04:23.081]  So my question, sir, now that you are asking black supporters to vote for you, why should black voters trust you after you have used language like that?
[01:04:23.101 --> 01:04:31.704]  Well, first of all, I don't think I've ever been asked a question so, in such a horrible manner, a first question.
[01:04:32.624 --> 01:04:35.164]  You don't even say, hello, how are you?
[01:04:35.865 --> 01:04:36.945]  Are you with ABC?
[01:04:36.985 --> 01:04:40.106]  Because I think they're a fake news network, a terrible network.
[01:04:42.987 --> 01:04:47.350]  I think it's disgraceful that I came here in good spirit.
[01:04:48.530 --> 01:04:50.711]  I love the black population of this country.
[01:04:50.792 --> 01:05:05.300]  I've done so much for the black population of this country, including employment, including Opportunity Zones with Senator Tim Scott of South Carolina, which is one of the greatest programs ever for
[01:05:05.860 --> 01:05:08.061]  I think it's a very rude introduction.
[01:05:27.328 --> 01:05:28.048]  We're good to go.
[01:05:48.716 --> 01:05:49.556]  You know, where's Zoom?
[01:05:49.616 --> 01:05:51.677]  She's gonna do it with Zoom and she's not coming.
[01:05:52.137 --> 01:05:53.238]  And then you were half an hour late.
[01:05:53.378 --> 01:05:56.379]  Just so we understand, I have too much respect for you to be late.
[01:05:56.679 --> 01:05:59.780]  They couldn't get their equipment working or something was wrong.
[01:05:59.820 --> 01:06:02.581]  I think it's a very nasty question.
[01:06:02.641 --> 01:06:03.801]  I have answered the question.
[01:06:04.541 --> 01:06:10.944]  I have been the best president for the black population since Abraham Lincoln.
[01:06:11.144 --> 01:06:12.184]  That's my answer.
[01:06:12.244 --> 01:06:13.986]  Well, Trump just tore the living hell out of that establishment hag.
[01:06:14.006 --> 01:06:15.247]  I don't dislike her because she's black.
[01:06:15.267 --> 01:06:17.028]  I dislike her because she read off a script she had.
[01:06:35.427 --> 01:06:37.809]  And Trump went on to say, you know, he's not sure of Kamala Harris.
[01:06:37.849 --> 01:06:38.889]  Like, you're attacking a black woman.
[01:06:38.909 --> 01:06:40.290]  Well, I'm not sure if she's Indian or black.
[01:06:40.310 --> 01:06:41.271]  She always said she was Indian.
[01:06:41.871 --> 01:06:43.052]  They go, oh, that's a racial attack.
[01:06:43.092 --> 01:06:44.272]  They make it all racial.
[01:06:46.034 --> 01:06:49.956]  She starts out, you're mean to black prosecutors that are setting him up to put him in jail.
[01:06:50.316 --> 01:06:51.537]  He's also mean to the white ones.
[01:06:51.577 --> 01:06:52.157]  They deserve it.
[01:06:53.178 --> 01:06:54.519]  Oh, you're trying to put me in jail.
[01:06:54.719 --> 01:06:55.499]  You're lying about me.
[01:06:55.519 --> 01:06:56.460]  You're trying to destroy my life.
[01:06:57.741 --> 01:07:01.083]  I shouldn't fight back and speak out against you because you're black.
[01:07:01.143 --> 01:07:02.544]  What the hell does that even mean?
[01:07:05.165 --> 01:07:06.646]  This just goes against common sense.
[01:07:06.726 --> 01:07:07.826]  They make it racial.
[01:07:09.647 --> 01:07:25.792]  Nobody, when Trump doesn't like Fannie Willis or Alvin Bragg that Soros put in office because he wants black front people to do his dirty work, nobody thinks, not the average person, well why is Trump talking bad about Fannie Willis?
[01:07:25.832 --> 01:07:28.313]  Because she rigged the damn trial trying to put his ass in prison.
[01:07:29.253 --> 01:07:29.593]  What the?
[01:07:30.554 --> 01:07:31.494]  They attack Trump
[01:07:33.447 --> 01:07:37.710]  And then he's not even supposed to defend himself.
[01:07:39.631 --> 01:07:42.112]  Absolutely insane.
[01:07:43.433 --> 01:07:44.294]  Here's Trump on the border.
[01:07:45.658 --> 01:07:47.920]  They're coming in, and they're coming in, they're invading.
[01:07:47.980 --> 01:07:52.723]  It's an invasion of millions of people, probably 15, 16, 17 million people.
[01:07:53.144 --> 01:07:54.885]  I have a feeling it's much more than that.
[01:07:55.506 --> 01:07:57.647]  And everybody's been seeing what's happened.
[01:07:58.027 --> 01:08:04.973]  The first group of people, the black population, is affected most by that, and Kamala is allowing it to happen.
[01:08:04.993 --> 01:08:05.954]  She's the border czar.
[01:08:06.014 --> 01:08:08.015]  She's the worst border czar in the history of the world.
[01:08:08.035 --> 01:08:09.576]  There's never been a border czar like this.
[01:08:09.937 --> 01:08:11.498]  She's never even essentially been.
[01:08:11.518 --> 01:08:14.140]  She said she was there once, but not the right part of the border.
[01:08:14.660 --> 01:08:15.901]  So she was a border there.
[01:08:15.921 --> 01:08:16.902]  She's done a horrible job.
[01:08:17.202 --> 01:08:22.366]  These people are coming into our country and they're taking black jobs and Hispanic jobs.
[01:08:22.726 --> 01:08:24.507]  And frankly, they're taking union jobs.
[01:08:24.627 --> 01:08:29.711]  Unions are being very badly affected by all of the millions of people that are pouring into our country.
[01:08:29.771 --> 01:08:31.573]  And one thing as we as we discussed.
[01:08:32.353 --> 01:08:38.555]  Many of these people are coming in from mental institutions, from prisons, from jails, they're gang members in other countries.
[01:08:39.055 --> 01:08:53.899]  Other countries are setting loose their prisoners, they're opening up their prisons and their mental institutions, and they're taking their bad people, drug dealers, gang members, and they're bringing them into the United States.
[01:08:53.979 --> 01:08:59.121]  And by the way, their crime rate is going down, and our crime rate is going to be a disaster.
[01:08:59.141 --> 01:08:59.581]  Mr. President?
[01:09:01.701 --> 01:09:02.441]  Well, there you go.
[01:09:03.962 --> 01:09:05.702]  Here's Trump on Kamala.
[01:09:06.563 --> 01:09:07.743]  And I've got all the articles right here.
[01:09:07.863 --> 01:09:09.043]  She didn't say she was black.
[01:09:09.924 --> 01:09:14.465]  And now she's doing that thing Hillary Clinton does when she gets up in front of a black audience.
[01:09:17.386 --> 01:09:24.668]  She like then affects some what she thinks is like ghetto black accent.
[01:09:25.669 --> 01:09:29.790]  I mean, I would be insulted if somebody from New York came down here to speak to, let's say, Texas.
[01:09:30.956 --> 01:09:37.399]  And it's just a crowd of Texans and somebody that normally has a New York accent gets up and says, how you doing today?
[01:09:37.539 --> 01:09:39.000]  I want to eat some possum.
[01:09:39.960 --> 01:09:43.022]  I tell you what I rode to work day on a horsey.
[01:09:43.922 --> 01:09:45.403]  I'm married to my sister.
[01:09:48.864 --> 01:09:49.985]  I got an outhouse.
[01:09:54.192 --> 01:10:03.575]  But instead, these Democrat politicians, who normally speak in whatever their real accent is, get in front of black people and they start doing some caricature.
[01:10:06.236 --> 01:10:08.377]  How everybody doing today out there?
[01:10:08.837 --> 01:10:10.217]  Good to be here with you.
[01:10:10.297 --> 01:10:20.741]  I mean, like, because they're psychos, they're not real people, they're sociopaths bare minimum, and they think that if somebody talks like, imagine if I went and spoke to a group of, say, Chinese Americans.
[01:10:22.932 --> 01:10:24.292]  They asked me to come speak to them.
[01:10:26.453 --> 01:10:30.915]  And I showed up, and I went, Hello, how you doing?
[01:10:31.715 --> 01:10:33.195]  I am here for you.
[01:10:33.555 --> 01:10:36.496]  Would you like some rice ball for you?
[01:10:36.636 --> 01:10:39.917]  Or imagine, instead of like a rock song,
[01:10:46.098 --> 01:11:03.325]  Let's say an Asian-American group asks Trump to come speak, and instead of him playing a rock song coming out or whatever he wants to do, he plays... I mean, it's just... It's so patronizing.
[01:11:04.585 --> 01:11:14.209]  And I've not hung out with liberals a lot in my life, but in college, some, and places, you're with some white liberals, and you go into a Mexican food restaurant, and the waiter comes over, and they go,
[01:11:16.175 --> 01:11:16.675]  To the waiter.
[01:11:16.775 --> 01:11:18.716]  The waiter doesn't even have an Hispanic accent.
[01:11:19.276 --> 01:11:19.636]  Hi, Bob.
[01:11:19.656 --> 01:11:20.337]  What would you like?
[01:11:20.377 --> 01:11:21.077]  What do you want to drink?
[01:11:21.517 --> 01:11:23.418]  How are you?
[01:11:24.598 --> 01:11:26.399]  I would like a taco.
[01:11:26.599 --> 01:11:26.799]  Hmm?
[01:11:27.460 --> 01:11:29.000]  I mean, you know, they talk real slow.
[01:11:29.701 --> 01:11:32.782]  Do you, do you get me iced tea?
[01:11:32.862 --> 01:11:35.423]  Do you know, do you know how to talk?
[01:11:35.503 --> 01:11:35.763]  Hmm?
[01:11:37.004 --> 01:11:41.786]  So, I mean, imagine if I, let's say the NAACP asked me to come speak.
[01:11:43.426 --> 01:11:44.967]  And, I mean, I'd walk up there and talk like I talk.
[01:11:46.007 --> 01:11:50.830]  Instead I'm going to say, how's everybody doing today?
[01:11:50.850 --> 01:11:53.171]  Hey, hey, hey, hey.
[01:11:56.953 --> 01:12:02.396]  So let's play just the raw clip of her talking in a weird, she thinks ghetto accent.
[01:12:03.570 --> 01:12:07.793]  And then, let's play the clip of her side-by-side with Hillary in one of her famous stills.
[01:12:07.813 --> 01:12:12.997]  Because if Hillary's talking to rednecks, she literally walks out and goes, How's everybody doing today?
[01:12:13.317 --> 01:12:16.899]  Like I said, I just killed me a possum and I'm gonna cook it.
[01:12:16.979 --> 01:12:18.540]  Looks like granny.
[01:12:21.603 --> 01:12:22.443]  Where's Jethro?
[01:12:22.803 --> 01:12:24.765]  I guess he's in the cement pond.
[01:12:28.018 --> 01:12:32.999]  But if Hillary's talking to black people, she goes, Hello everybody, how you doing today?
[01:12:33.019 --> 01:12:35.260]  It's like, what the hell is this?
[01:12:36.941 --> 01:12:44.223]  Or imagine, if you go visit Germany, and you walk into a restaurant and they say, What would you like to order?
[01:12:45.403 --> 01:12:50.665]  Well, I would like to order a... A beer.
[01:12:51.845 --> 01:12:54.546]  And I would like to order some beef.
[01:12:55.851 --> 01:12:58.896]  And I would like to order some Schreidenhacken.
[01:13:02.601 --> 01:13:03.542]  They would think you were insane.
[01:13:06.687 --> 01:13:08.810]  Or if you're in France, you want to order a bottle of wine.
[01:13:10.299 --> 01:13:11.380]  The waiter walks over all pissed off.
[01:13:11.640 --> 01:13:12.660]  What would you like to order?
[01:13:13.000 --> 01:13:18.923]  And you say, When, my friend, I would like to order a Pinot Noir.
[01:13:18.983 --> 01:13:21.024]  What would you recommend, my friend?
