# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.080 --> 00:00:32.719]  InfoWars, tomorrow's news, today.
[01:07:30.960 --> 01:07:31.920]  Okay, okay.
[01:07:33.199 --> 01:07:35.920]  Okay, so there's nothing there, but she can release it.
[01:07:36.000 --> 01:07:37.519]  Okay, just leave it at that then.
[01:07:38.159 --> 01:07:40.800]  Yeah, whatever's credible, she can release.
[01:07:42.719 --> 01:07:43.280]  He's dead.
[01:07:43.360 --> 01:07:43.760]  He's gone.
[01:07:43.920 --> 01:07:48.000]  Republicans got duped by the Democrats, and they're following a Democrat playbook.
[01:07:48.079 --> 01:07:50.320]  No different than Russia, Russia, Russia, the other hoaxes.
[01:07:50.480 --> 01:07:52.559]  And they did control the file, and I agree with that.
[01:07:52.880 --> 01:07:57.920]  I do not agree with the bizarre, crazy, destructive handling of this.
[01:08:02.480 --> 01:08:04.079]  MTG has weighed in big time.
[01:08:04.159 --> 01:08:07.840]  She's a woman of credibility and a good person.
[01:08:09.119 --> 01:08:11.280]  Just like you are.
[01:08:11.519 --> 01:08:14.559]  I mean, I know the majority of you are just completely freaked out by this.
[01:08:16.000 --> 01:08:21.520]  Their new scam, he wrote on True Social, is what will we forever call the Jebre Epstein hoax.
[01:08:21.760 --> 01:08:25.359]  And my past supporters have bought into this BS hook line and sinker.
[01:08:26.159 --> 01:08:27.359]  No, he didn't.
[01:08:28.239 --> 01:08:30.399]  Trump sees headlines about me.
[01:08:30.770 --> 01:08:31.650]  It's mainly me.
[01:08:31.659 --> 01:08:37.030]  It's mainly me.
[01:08:37.039 --> 01:08:38.479]  Alex Jones turns on Trump.
[01:08:38.640 --> 01:08:39.920]  Alex Jones divorces Trump.
[01:08:40.079 --> 01:08:41.520]  Alex Jones hates Trump.
[01:08:42.159 --> 01:08:44.560]  Well, you should know not to believe CNN Trump.
[01:08:47.199 --> 01:08:47.439]  No.
[01:08:48.560 --> 01:08:53.039]  What I've been saying is chronicling all of this.
[01:08:53.359 --> 01:08:55.520]  And I had a lot of the stuff we need to hit.
[01:08:56.159 --> 01:08:58.000]  But you know what I'm going to do?
[01:08:58.079 --> 01:09:02.239]  I'm going to open the phones up, get Harmon in there, fire up the telephones.
[01:09:02.319 --> 01:09:04.239]  We should be talking to listeners about this.
[01:09:06.399 --> 01:09:11.199]  We're talking about not just the Epstein case and that and the Mossad and the CIA.
[01:09:11.279 --> 01:09:11.920]  We already know all that.
[01:09:12.000 --> 01:09:13.039]  You're welcome to talk about it.
[01:09:13.359 --> 01:09:19.279]  No, what do you make of all the flip-flopping and 180s and bizarre behavior the last 10, 11 days?
[01:09:19.439 --> 01:09:21.760]  And how do we extricate Trump from this?
[01:09:21.920 --> 01:09:22.960]  How do we deal with this?
[01:09:23.279 --> 01:09:24.960]  I mean, I really want your opinion.
[01:09:25.199 --> 01:09:30.000]  I get a lot of great ideas from calls and I read the comments on X. That's why I ask questions on X. I don't just do it to get engagement.
[01:09:30.079 --> 01:09:35.039]  I'm sitting there reading it because I feed off of that.
[01:09:36.000 --> 01:09:37.680]  And I can only just tell you what I think here.
[01:09:37.760 --> 01:09:41.439]  That's why it's long-winded is because, I mean, I just can't quit thinking about this.
[01:09:41.760 --> 01:09:46.319]  I went to bed about, you know, 11 o'clock last night, woke up at three over this, couldn't go back to sleep.
[01:09:46.399 --> 01:09:51.680]  I just, because of, you know, his, his statements, oh, yeah, body will release whatever.
[01:09:51.760 --> 01:09:52.000]  That's fine.
[01:09:52.399 --> 01:09:52.640]  Okay, great.
[01:09:52.960 --> 01:09:56.640]  And by the way, anybody that asks questions, you're evil and bad in the same day.
[01:09:56.720 --> 01:09:57.760]  And I'm just like, what?
[01:09:59.279 --> 01:10:04.960]  Like, again, you couldn't come up with a way to blow this up bigger.
[01:10:05.279 --> 01:10:11.920]  Like I said on Sunday, I did a report and I said, no, listen, Trump, I'm not trying to tell you how to cover stuff up or anything.
[01:10:12.239 --> 01:10:18.720]  I mean, seriously, but if you want people to stop talking about it, stop talking about it.
[01:10:19.039 --> 01:10:22.880]  And you don't do that by telling people there's nothing there and that they shouldn't talk about it.
[01:10:22.960 --> 01:10:24.000]  No, no, no, no, no.
[01:10:24.960 --> 01:10:28.079]  That's the opposite of not talking about it.
[01:10:28.399 --> 01:10:35.119]  Telling people to not talk about something, Mr. Trump, Mr. President, is the opposite of not talking about something.
[01:10:37.520 --> 01:10:44.079]  I just have a problem here with the illogical thing that's happening.
[01:10:44.399 --> 01:10:47.520]  I mean, we know the Democrats destroyed all the real meat and potatoes.
[01:10:47.760 --> 01:10:55.920]  We know, obviously, they were going to stick a bunch of time bombs and disinfo and probably AI stuff and, you know, child porn other people made.
[01:10:56.159 --> 01:10:57.680]  I mean, that's probably all true at Bonnie's saying.
[01:10:58.000 --> 01:11:01.760]  I mean, what do you think the Comeys are going to leave in New York and then drop a dime on themselves?
[01:11:02.000 --> 01:11:03.279]  Oh, we've got stuff hidden here.
[01:11:03.359 --> 01:11:04.079]  Please don't get it.
[01:11:04.239 --> 01:11:06.239]  Please, no, we're not going to give it to you.
[01:11:06.560 --> 01:11:09.439]  And they come back and tell Trump, oh, this is what Senate's certain.
[01:11:09.600 --> 01:11:10.159]  He goes, what?
[01:11:10.239 --> 01:11:11.760]  That's not true.
[01:11:13.600 --> 01:11:18.399]  And then suddenly, Elon leaves and says Trump's in there.
[01:11:18.640 --> 01:11:20.960]  Doesn't say doing something bad, but he's in there.
[01:11:21.520 --> 01:11:22.880]  And then Trump's like, it's a hoax.
[01:11:22.960 --> 01:11:23.600]  It's a lie.
[01:11:23.920 --> 01:11:30.079]  And he's pissed off because they've set him up again, like the Ukraine gate, the Russia gate, the E. Gene Carroll.
[01:11:30.560 --> 01:11:31.680]  He said, I'm innocent.
[01:11:31.760 --> 01:11:33.279]  I never met this woman.
[01:11:33.920 --> 01:11:35.920]  $18 million judgment.
[01:11:36.880 --> 01:11:37.680]  Or whatever it was.
[01:11:37.760 --> 01:11:38.000]  Look it up.
[01:11:38.479 --> 01:11:40.159]  The first one was like $8 million or something.
[01:11:40.399 --> 01:11:41.920]  And the next was like $75.
[01:11:42.079 --> 01:11:44.399]  Look up the E. Gene Carroll judgments.
[01:11:44.720 --> 01:11:55.359]  And they said, you're found civilly liable, not for ever assaulting her, but for saying you never met her and she's a liar, for saying he's innocent.
[01:11:55.920 --> 01:12:10.800]  You think Trump's a little pissed off having to sit through two trials of that with that crazy cat woman in there who wore a dress on Vogue and said, this is what he raped me in or grabbed me in.
[01:12:11.039 --> 01:12:14.560]  And then it turned out they had never sold that dress for two and a half years later.
[01:12:14.880 --> 01:12:16.239]  $83 million.
[01:12:17.199 --> 01:12:18.960]  But the first one was like, what was it, $8 million?
[01:12:19.039 --> 01:12:19.359]  I forget.
[01:12:19.520 --> 01:12:20.560]  Let's just see if my memory serves.
[01:12:20.640 --> 01:12:21.680]  She said 70-something.
[01:12:21.760 --> 01:12:23.520]  I can't remember all this crap.
[01:12:23.840 --> 01:12:28.960]  So I can see his body language.
[01:12:29.119 --> 01:12:31.119]  I've been through some similar things.
[01:12:31.680 --> 01:12:37.279]  And I still love Trump.
[01:12:39.520 --> 01:12:44.800]  But I kept asking who's giving him this horrible advice.
[01:12:45.119 --> 01:12:45.920]  It's him.
[01:12:47.119 --> 01:12:48.399]  I said it last Monday.
[01:12:48.720 --> 01:12:50.000]  First to say it is, it's Trump.
[01:12:50.720 --> 01:12:51.680]  He admits it.
[01:12:52.560 --> 01:12:54.720]  All you people that said, oh, you're attacking Trump.
[01:12:54.800 --> 01:12:55.520]  It's Bondi.
[01:12:55.840 --> 01:12:56.640]  You're wrong again.
[01:12:56.880 --> 01:12:57.520]  I'm right again.
[01:12:57.760 --> 01:12:59.119]  And it's not about, oh, I'm smart.
[01:12:59.279 --> 01:13:02.159]  It's about start having some respect out there, dipshits.
[01:13:02.479 --> 01:13:05.039]  I don't mean our general audience, but people out there know who you are.
[01:13:05.199 --> 01:13:06.479]  I'm trying to stop nuclear war.
[01:13:06.640 --> 01:13:08.640]  I'm trying to stabilize the currency just like Trump is.
[01:13:08.800 --> 01:13:11.760]  I'm fighting hard for my future and your future collectively.
[01:13:12.399 --> 01:13:15.920]  Have a little bit of respect when somebody's got a track record of 98%.
[01:13:18.880 --> 01:13:23.439]  Bunch of Johnny come lately's came and find their ass with both hands, don't know anything.
[01:13:26.319 --> 01:13:28.560]  You get four phone calls from the White House this morning?
[01:13:28.720 --> 01:13:29.760]  No, I don't think you did.
[01:13:30.079 --> 01:13:31.520]  You want Steve Bannon's show tomorrow?
[01:13:31.600 --> 01:13:32.319]  No, I don't think you did.
[01:13:32.560 --> 01:13:35.039]  You pick the phone up and call Joe Rogan right now or Tucker Carlson?
[01:13:35.119 --> 01:13:35.920]  No, I don't think you can.
[01:13:36.239 --> 01:13:38.319]  Can I get on the phone and get Trump on the phone by tonight?
[01:13:38.399 --> 01:13:39.199]  Yeah, I can.
[01:13:40.079 --> 01:13:42.800]  Could I get invited to the White House in Mar-Lago in the last six months?
[01:13:42.880 --> 01:13:43.520]  Yeah, did I go?
[01:13:43.680 --> 01:13:43.840]  No.
[01:13:44.079 --> 01:13:45.760]  Not because I'm too cool.
[01:13:46.479 --> 01:13:48.079]  It's not my bag, man.
[01:13:51.520 --> 01:13:54.319]  I'm the wizard off in the wilderness.
[01:13:59.119 --> 01:14:05.840]  Always staying away from the glitz and the glamour.
[01:14:07.439 --> 01:14:08.720]  I'm in my cave.
[01:14:09.359 --> 01:14:13.760]  And I come out of my cave when the sun rises in the morning and walk through the forest.
[01:14:14.399 --> 01:14:17.840]  And I come out of my cave at night when the stars are shining bright.
[01:14:19.680 --> 01:14:31.600]  And I think about the world and the universe and how things operate and envision the way through this tumultuous, dangerous storm we're in.
[01:14:35.760 --> 01:14:45.199]  You don't see Merlin in the archetype of King Arthur hanging out at the parties at the feast in the throne room.
[01:14:49.680 --> 01:14:56.640]  You just see a glimpse, a glimmer of Merlin, and then the sword and the lake and the lady of the lake and the sword appears.
[01:14:57.279 --> 01:14:59.439]  And then the king takes the sword.
[01:15:00.000 --> 01:15:11.279]  See, I'm about the precursor to the future movement, bringing in the resistance, bringing in the global resistance, bringing in the great awakening.
[01:15:12.560 --> 01:15:29.680]  And my time is not done yet, but I will recede into mystery, into the mist of time, when my work is complete, but not yet.
[01:15:31.520 --> 01:15:32.800]  And again, that's an archetype.
[01:15:32.880 --> 01:15:34.399]  We're all different archetypes.
[01:15:34.560 --> 01:15:42.720]  There's the jester and there's the king and there's the magician and there's the maiden and there's the huntsman.
[01:15:43.039 --> 01:15:44.800]  We all wear different caps at different times.
[01:15:45.039 --> 01:15:48.239]  But no, this broadcast is the chronicler.
[01:15:52.960 --> 01:15:56.319]  I alone can tell you the days of great adventure.
[01:15:56.640 --> 01:16:00.399]  And you're definitely living in the days of great adventure right now, aren't you?
[01:16:01.359 --> 01:16:10.960]  And even now, right at this key point, our enemies, like in the third matrix, are drilling into Zion.
[01:16:12.960 --> 01:16:15.039]  Little, I mean, there's like rocks falling on.
[01:16:15.520 --> 01:16:16.800]  Robots are starting to spill in.
[01:16:18.319 --> 01:16:23.119]  But that's okay because they've got to attack the city.
[01:16:24.000 --> 01:16:26.479]  They've got to attack the beacon.
[01:16:27.039 --> 01:16:30.479]  And in that, it only brings more people.
[01:16:33.359 --> 01:16:41.760]  And if they strike me down, strike this idea down, we will simply become more powerful than they can possibly imagine.
[01:16:43.520 --> 01:16:46.239]  Yes, the globalists are masters of evil.
[01:16:47.199 --> 01:16:48.800]  The circle is now complete.
[01:16:49.039 --> 01:16:51.199]  When I left you, I was but the learner.
[01:16:51.520 --> 01:16:53.359]  Now I am the master.
[01:16:54.000 --> 01:16:56.079]  Only a master of evil.
[01:16:57.039 --> 01:16:58.159]  That's all.
[01:16:58.479 --> 01:17:00.159]  Yes, you're masters of evil.
[01:17:00.479 --> 01:17:02.399]  Wow, I'm very impressed.
[01:17:05.520 --> 01:17:06.560]  He's outright.
[01:17:09.600 --> 01:17:13.199]  You know nothing about evil, or you wouldn't be at its feet worshiping it.
[01:17:13.439 --> 01:17:14.239]  You fools.
[01:17:14.560 --> 01:17:16.880]  You cannot wield real evil.
[01:17:17.840 --> 01:17:19.359]  You're a joke.
[01:17:23.520 --> 01:17:24.720]  You're a hoax.
[01:17:25.279 --> 01:17:26.479]  You're a fraud.
[01:17:27.039 --> 01:17:28.399]  You're a counterfeit.
[01:17:28.960 --> 01:17:30.079]  You're losers.
[01:17:30.640 --> 01:17:32.159]  And you know you're losers, globalists.
[01:17:32.239 --> 01:17:35.520]  So that's why you want to claw all of us into hell with you.
[01:17:37.119 --> 01:17:51.439]  And now you have beaten Trump upside the head with hammers over hot coal so long, you have created the new thing we've got.
[01:17:55.199 --> 01:17:57.840]  And take a good look at it because it's your doom.
[01:18:00.720 --> 01:18:05.920]  But that's your boss's goal in the end is plaw us all into hell with you.
[01:18:06.800 --> 01:18:09.520]  But see, you guys don't ever really consciously think about that.
[01:18:09.760 --> 01:18:21.359]  That's why it's important for me to not just talk to the general public of hardworking, good, God-fearing, loving people, but I'm here to let the bad guys know how the cow ate the cabbage.
