[00:00:00.110 --> 00:00:00.413]  Yeah.
[01:17:02.302 --> 01:17:11.764]  The Germans didn't stop being slaves in most areas in Germania and Prussia and other areas of the Austrian-Hungarian Empire until 1884 or so.
[01:17:12.224 --> 01:17:18.665]  So, I mean, there were war slaves that fought George Washington, the Hessians, in the 1770s and 80s.
[01:17:19.045 --> 01:17:21.286]  But the public is just deathly ignorant of this.
[01:17:21.826 --> 01:17:22.526]  But do you see
[01:17:23.786 --> 01:17:24.527]  I don't know.
[01:17:43.248 --> 01:17:44.268]  Callouses on their hands.
[01:17:44.288 --> 01:17:45.349]  They didn't have suntans.
[01:17:45.669 --> 01:17:46.810]  They weren't, quote, rednecks.
[01:17:46.830 --> 01:17:47.790]  They have white skin.
[01:17:48.370 --> 01:17:49.451]  And so that's where this comes from.
[01:17:49.471 --> 01:17:51.932]  If you have Swartz in front of your name, it means lower caste.
[01:17:52.672 --> 01:17:53.753]  And that's just how this works.
[01:17:53.793 --> 01:17:54.653]  Same thing in India.
[01:17:55.053 --> 01:17:57.434]  This is just the way the world worked, how it operated.
[01:17:57.814 --> 01:18:05.338]  Slavery still goes on in India via the caste system, but the average jackass socialist founded by the Ford Foundation and George Soros doesn't know this.
[01:18:06.636 --> 01:18:07.677]  That's the key, Paul.
[01:18:07.757 --> 01:18:10.499]  What you just hit on right there is it's ridiculous.
[01:18:10.579 --> 01:18:11.320]  It's ridiculous.
[01:18:11.420 --> 01:18:15.082]  Most immigrants to this country who are white have no history of slavery.
[01:18:15.463 --> 01:18:20.847]  Only two to three percent of people that came here, you know, before 1860s owned slaves.
[01:18:20.927 --> 01:18:25.350]  I mean, very few family lines in this country owned slaves.
[01:18:25.450 --> 01:18:28.392]  In the South, you can run into quite a bit of people that had some connection to it.
[01:18:28.452 --> 01:18:29.573]  It's just bull.
[01:18:29.913 --> 01:18:32.696]  And you'll have Poles and Romanians and
[01:18:33.695 --> 01:18:47.062]  And others, you know, all over the country you hear about them being beaten and shot and killed by racist black mobs, the equivalent of Ku Klux Klan groups, killing white Eastern Europeans that have nothing to do with slavery.
[01:18:47.502 --> 01:18:50.903]  Zero, zero, zero, zero.
[01:18:51.284 --> 01:18:55.806]  So, you know, the Russian Orthodox Church is one of the first to even get rid of serfdom.
[01:18:56.746 --> 01:18:59.748]  So, and of course they were still serfs under the czars, but they weren't
[01:19:00.288 --> 01:19:01.089]  Serfs by law.
[01:19:01.509 --> 01:19:03.590]  So it's just there is total ignorance.
[01:19:03.690 --> 01:19:04.511]  It's raining.
[01:19:04.811 --> 01:19:06.372]  That's why they dumb people down in school.
[01:19:06.412 --> 01:19:06.952]  It's so sad.
[01:19:07.213 --> 01:19:13.797]  I want to shift gears some out of radical Islam and the takeover in the next segment, Paul, and then want to get back into it with you.
[01:19:13.837 --> 01:19:21.062]  But I've got some big news on the budget, big news on military operations, big news on science and tech, big news on defense.
[01:19:21.882 --> 01:19:25.303]  Secretary Ash Carter, who did way more than General Petraeus did.
[01:19:25.343 --> 01:19:26.284]  I'm no enemy of Carter.
[01:19:26.684 --> 01:19:33.766]  But the point is, he did way more than Petraeus did, and he isn't getting in trouble so far, using his iPhone for all this classified stuff.
[01:19:34.527 --> 01:19:35.947]  And they're like, well, it wasn't classified info.
[01:19:35.967 --> 01:19:36.467]  It doesn't matter.
[01:19:36.487 --> 01:19:37.167]  You use that.
[01:19:37.267 --> 01:19:40.669]  Now it has a data nexus into the systems, and it's illegal.
[01:19:40.689 --> 01:19:41.489]  You're not supposed to do it.
[01:19:42.269 --> 01:19:44.990]  Just shows how these people don't follow any of their own stinking rules.
[01:19:45.470 --> 01:19:46.731]  And then we've also got
[01:19:48.419 --> 01:20:02.263]  You know, the news on the whole Al-Qaeda front that I was going to get to later, Obama reassures Americans no credible threat of terror, and then that ties in with all over the country at Christmas now, the children are being taught to pledge allegiance to Allah as part of Common Core.
[01:20:02.623 --> 01:20:04.444]  You cannot make it up.
[01:20:04.844 --> 01:20:05.904]  You cannot make it up.
[01:20:06.185 --> 01:20:06.705]  We'll be right back.
[01:20:06.765 --> 01:20:07.165]  Stay with us.
[01:20:09.026 --> 01:20:10.507]  Are you looking to sell body armor?
[01:20:10.707 --> 01:20:13.509]  Want to make extra money selling body armor at your local gun shows?
[01:20:13.649 --> 01:20:17.212]  With low minimum buys and great returns, KD Armor is the answer.
[01:20:17.312 --> 01:20:18.973]  Make money in your spare time.
[01:20:18.993 --> 01:20:25.898]  It's American-made body armor with the quickest turnaround in the industry, which means you get your product when you need it at very competitive rates.
[01:20:26.298 --> 01:20:27.980]  And they'll ship it to you for free.
[01:20:28.180 --> 01:20:30.401]  If you own a business, give them a call today at 855-488-KD.
[01:20:30.581 --> 01:20:30.802]  That's 855-488-2200.
[01:20:34.284 --> 01:20:36.672]  Call 1-888-284-4 or go to kittyarmored.com.
[01:20:36.732 --> 01:20:37.615]  Come and take it!
[01:20:39.011 --> 01:20:48.336]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[01:20:48.456 --> 01:20:52.758]  The solution is DefenderShield, the most effective mobile radiation shielding ever developed.
[01:20:52.858 --> 01:20:59.682]  DefenderShield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[01:20:59.862 --> 01:21:01.683]  Buy now at DefenderShield.com.
[01:21:01.743 --> 01:21:03.964]  For 10% off, use promo code GCN.
[01:21:04.144 --> 01:21:07.666]  DefenderShield.com, the worldwide leader in mobile radiation shielding.
[01:21:08.669 --> 01:21:15.516]  In the 15-year history of PrisonPlanet.TV, we have never offered 6 months free at Christmas.
[01:21:15.576 --> 01:21:18.279]  We've always offered 5 months free.
[01:21:18.460 --> 01:21:24.046]  But since I announced 6 free months a few days ago, we have seen record numbers of sign-ups.
[01:21:24.386 --> 01:21:27.529]  PrisonPlanet.TV began 15 years ago.
[01:21:27.810 --> 01:21:30.753]  It's grown into InfoWars, Nightly News, and so much more.
[01:21:31.073 --> 01:21:39.619]  All of my documentary films, scores of e-books, and other exclusive documentaries are available for streaming or download in HD at PrisonPlanet.tv.
[01:21:40.039 --> 01:21:50.767]  You don't just get six months free when you sign up from Christmas through New Year's, you also get to share that membership with up to 20 people simultaneously using your username.
[01:21:51.027 --> 01:21:58.456]  You can also sign up for a trial month and only pay $5.95, and then 20 of you and your friends and family can watch PrisonPlanet.tv.
[01:21:58.616 --> 01:22:00.678]  Get 20 memberships at half price.
[01:22:00.698 --> 01:22:02.641]  Be the Paul Revere in your community.
[01:22:02.801 --> 01:22:06.345]  That's 6 months free when you sign up for a year at PrisonPlanet.tv.
[01:22:08.385 --> 01:22:11.248]  Still wondering what to get that special someone that has everything?
[01:22:11.508 --> 01:22:21.276]  At ID Stronghold, we still find that a huge percentage of people do not yet have an RFID blocking wallet or purse to protect them from the new and growing threat of electronic pickpocketing.
[01:22:21.656 --> 01:22:34.988]  That's right, even though 40% of all new chipped payment cards shipped in 2014 contain a wireless interface called RFID that allows the account information to be skimmed by a thief passing near your cards, most people are still unprotected.
[01:22:35.368 --> 01:22:40.711]  The good news is that ID Stronghold makes luxurious leather wallets and other products that prevent this.
[01:22:41.111 --> 01:22:49.776]  ID Stronghold founded the entire RFID protection industry and has been protecting the RFID chips in government and military ID cards for over a decade.
[01:22:50.056 --> 01:22:55.800]  So go to idstronghold.com and get that loved one a stylish leather RFID blocking wallet or clutch.
[01:22:56.020 --> 01:22:57.721]  That's idstronghold.com.
[01:22:58.061 --> 01:23:00.689]  After all, wallets and purses have always been a great gift.
[01:23:00.889 --> 01:23:02.875]  Now, they are an even better gift!
[01:23:03.116 --> 01:23:04.941]  Visit IDStronghold.com today!
[01:23:08.171 --> 01:23:09.051]  Hey, Berkey Guy here.
[01:23:09.151 --> 01:23:10.852]  Are you still drinking unfiltered tap water?
[01:23:10.972 --> 01:23:12.673]  Does your water contain chlorine or fluoride?
[01:23:12.733 --> 01:23:14.573]  Will you have drinkable water in an emergency?
[01:23:14.693 --> 01:23:20.576]  The Berkey Guy is here to help you remove these and other potential contaminants from your water, thus helping you drink clean, purified water.
[01:23:20.696 --> 01:23:24.237]  We offer Berkey water purification systems at the lowest available prices online.
[01:23:24.337 --> 01:23:26.258]  Don't go another moment without a Berkey system.
[01:23:26.298 --> 01:23:29.319]  Over the last 10 years, we've helped thousands drink clean, purified water.
[01:23:29.419 --> 01:23:32.660]  Join them by visiting GoBerkey.com or call me, the Berkey Guy, at 877-886-3653.
[01:23:32.680 --> 01:23:32.860]  That's 877-886-3653.
[01:23:37.902 --> 01:23:45.647]  If you or someone you care about loves outdoor adventure, then check out SlingBow.com for some unique holiday gift ideas.
[01:23:46.287 --> 01:23:54.392]  That's SlingBow.com, where we have some innovative new products for the archer, hunter, or bow fishing enthusiast in your family.
[01:23:54.932 --> 01:23:59.595]  Now through January, use the promo code HOLIDAY to get free shipping in the U.S.
[01:23:59.655 --> 01:24:00.295]  or Canada.
[01:24:00.795 --> 01:24:06.699]  And from all of us at SlingBow Industries, have a safe, joyous, and peaceful holiday season.
[01:24:20.657 --> 01:24:22.879]  Coming up, talking about strange days.
[01:24:22.899 --> 01:24:27.783]  And when you're against this, they're going to say that you're against gay people.
[01:24:28.563 --> 01:24:40.212]  No, I'm not against crossing insects and vegetables with salmon to make them three times larger, and then openly releasing them in the ocean to breed out regular salmon, because I'm against gay fish.
[01:24:42.854 --> 01:24:44.355]  I'm against it because
[01:24:47.150 --> 01:24:55.094]  It's very dangerous according to the zoological, biological, viral scientist I've interviewed, and we already know it's causing chain reactions.
[01:24:55.114 --> 01:24:55.834]  Look at this headline.
[01:24:56.514 --> 01:25:01.156]  Gay couples to have their own biological children carrying traits from both parents.
[01:25:03.077 --> 01:25:04.918]  So two men will be spliced together.
[01:25:06.179 --> 01:25:10.580]  Without the mitochondrial DNA expression of the women, they don't even know what it's going to do.
[01:25:10.600 --> 01:25:13.422]  I mean, this is crazy.
[01:25:14.722 --> 01:25:15.543]  This is nuts.
[01:25:16.724 --> 01:25:21.205]  I mean, if two men can go out and get a woman to, you know, have a baby with one of them or whatever, whatever.
[01:25:21.545 --> 01:25:22.746]  But man, let me tell you something.
[01:25:22.766 --> 01:25:28.787]  This is China already for over 15 years has human milk produced in cows that's part bovine.
[01:25:29.407 --> 01:25:31.608]  For 25 years, they've had spider goats.
[01:25:33.228 --> 01:25:38.309]  And there's already all these new diseases and mutations and drug resistant bacteria.
[01:25:38.329 --> 01:25:39.190]  I mean, these are plagues.
[01:25:39.250 --> 01:25:41.690]  I'm going to cover this coming up towards the end of the hour with Paul Watson.
[01:25:43.431 --> 01:25:44.771]  It's just so crazy.
[01:25:47.509 --> 01:25:51.990]  How children of the future could have 32 parents, DNA cocktail on the way, experts warn.
[01:25:53.571 --> 01:25:54.491]  I can't handle it anymore.
[01:25:54.631 --> 01:25:56.431]  I mean, this is just out of control.
[01:25:58.672 --> 01:26:02.873]  People say, what's wrong with buying from Hong Kong a cat that glows in the dark or a monkey?
[01:26:04.274 --> 01:26:12.516]  Then you read the things are in pain, they have mental problems, they're part jellyfish that is a composite organism.
[01:26:15.254 --> 01:26:26.738]  And if people have any idea what happens in genetics, they can make the genetic splice once, and make the creature they want some of the time, but then every new generation it becomes even more fantastically mutant, and then jumps into other species.
