[00:00.000 --> 00:01.720]  This is InfoWars, right?
[01:06:35.400 --> 01:06:42.400]  And we kind of brushed it off and we found out later he meant to send it to Nicholas Fuentes. He sent it to Nicholas Gravante on accident.
[01:06:42.400 --> 01:06:50.400]  So the dinner was actually very pleasant. It was very friendly. Yay picked out a song to play. He put on, say you will, off of 808s.
[01:06:50.400 --> 01:06:56.400]  And then Trump said, oh, I don't know. Let's put on one of your hits. So he put on stronger. It was very congenial.
[01:06:56.400 --> 01:07:02.400]  Well, then in the middle of the dinner, Trump gets this call because Nick Gravante apparently sent the text to one of Trump's guys or somebody.
[01:07:02.400 --> 01:07:06.400]  Somebody called Trump and said, Karen is giving Yay intel.
[01:07:06.400 --> 01:07:11.400]  Because Karen worked for Trump. She ran the state of Florida during the Republican primary in 16.
[01:07:11.400 --> 01:07:15.400]  And so he got the heads up. They fought. It was some big ambush.
[01:07:15.400 --> 01:07:25.400]  So he gets off the phone and the tone totally flipped. And he starts telling Yay these stories about how some of his black constituents had betrayed him.
[01:07:25.400 --> 01:07:34.400]  He told the story about how he got ASAP Rocky out of jail. He told the story about how he got the NBA basketball players out of the Chinese jail.
[01:07:34.400 --> 01:07:39.400]  And the moral of the story was if you go against me, if you're disloyal to me, I'll crush you.
[01:07:39.400 --> 01:07:50.400]  That was kind of the subtext of the stories from Trump. He said that Kim Kardashian, he said some nasty things about her because she endorsed Joe Biden after Trump released.
[01:07:50.400 --> 01:07:57.400]  What is it? Alice? Alice Johnson. Alice Johnson from prison. He commuted her sentence and then gave her a pardon.
[01:07:57.400 --> 01:08:05.400]  So he felt betrayed by that. And then Yay made the proposition and said, hey, I'd like you to be my running mate in 2024.
[01:08:05.400 --> 01:08:10.400]  And Trump sort of I gave him the opportunity. I didn't say I would like him to. I said, you have the opportunity.
[01:08:10.400 --> 01:08:15.400]  Right. Yes. My running mate in 2024. Yes. And he wear a mask as well.
[01:08:15.400 --> 01:08:21.400]  I think it would look cool. I do think it looks cool.
[01:08:21.400 --> 01:08:26.400]  So he sat back and folded his arms and he kind of smirked and he sort of dismissed it.
[01:08:26.400 --> 01:08:32.400]  But then he got a little bit heated and he said, you can't win. You'll never win.
[01:08:32.400 --> 01:08:36.400]  Don't run. You can win at a lot of things, but you can't win at this.
[01:08:36.400 --> 01:08:40.400]  And then he turned to me and Karen and said, you guys are smart. I know you work for him.
[01:08:40.400 --> 01:08:43.400]  But don't lie to him. Tell him. Tell him he can't win.
[01:08:43.400 --> 01:08:50.400]  And, you know, I love Trump and I love Yay. And so I'm looking at Trump and then I'm looking at Yay and I'm looking at Trump and Yay.
[01:08:50.400 --> 01:08:52.400]  He's telling me.
[01:08:52.400 --> 01:08:55.400]  They say you're a white supremacist. Are you a white supremacist?
[01:08:55.400 --> 01:08:56.400]  No, not at all.
[01:08:56.400 --> 01:08:57.400]  Well, spend some time on that.
[01:08:57.400 --> 01:09:02.400]  Yeah, you know, I'm a Catholic. I'm Christian. And so I believe that we're all...
[01:09:02.400 --> 01:09:04.400]  I know that sounds white supremacist right there, but it's not. Go ahead.
[01:09:04.400 --> 01:09:07.400]  Yeah.
[01:09:07.400 --> 01:09:16.400]  Well, I believe that we're all children of God. And so I think that black, white, red, brown, whatever, we're all siblings in a certain sense because we're created by God.
[01:09:16.400 --> 01:09:22.400]  I do, though, believe that there are races. There are black people. There are white people. There are Hispanics.
[01:09:22.400 --> 01:09:29.400]  And these differences mean something to people. They mean things to each other. That doesn't mean that we can't get along. That doesn't mean...
[01:09:29.400 --> 01:09:33.400]  But the leftists think it's bad to even have a culture. They're saying none of us can say I'm this or I'm that.
[01:09:33.400 --> 01:09:39.400]  Right. They want to melt us all down. That's what globalization is. They want to globalize the government, the economy, and the population.
[01:09:39.400 --> 01:09:43.400]  They want a global government. They want to globalize the economy through free trade.
[01:09:43.400 --> 01:09:44.400]  With no culture.
[01:09:44.400 --> 01:09:51.400]  Exactly. And the population through immigration. And they want to make it so that in 50, 100 years, there are no distinct nations.
[01:09:51.400 --> 01:09:53.400]  There's no distinct peoples.
[01:09:53.400 --> 01:09:55.400]  So nobody can stand up to them.
[01:09:55.400 --> 01:09:58.400]  Right. Just a slave class, undifferentiated. That's what they want.
[01:09:58.400 --> 01:10:01.400]  This is the future president you're talking to right now.
[01:10:01.400 --> 01:10:03.400]  Is Nick here running, mate?
[01:10:03.400 --> 01:10:05.400]  He's not old enough.
[01:10:05.400 --> 01:10:08.400]  Yeah, Nick, how old are you?
[01:10:08.400 --> 01:10:10.400]  I'm 24. Maybe in a few cycles.
[01:10:10.400 --> 01:10:15.400]  And Trump loved Nick. He looked at me and said, where did you find this kid?
[01:10:15.400 --> 01:10:18.400]  He had no idea. What's the guy that wrote the speech that you didn't like?
[01:10:18.400 --> 01:10:19.400]  Jason Miller.
[01:10:19.400 --> 01:10:23.400]  Jason Miller lied afterwards after they found out who you were.
[01:10:23.400 --> 01:10:25.400]  And what did Jason say in the press to start off?
[01:10:25.400 --> 01:10:30.400]  Because it started to be like a series of lie after lie after lie and fake.
[01:10:30.400 --> 01:10:34.400]  It wasn't a tweet. It was a truth social after truth social after truth social.
[01:10:34.400 --> 01:10:36.400]  So give them the rundown on that.
[01:10:36.400 --> 01:10:40.400]  Yeah. So initially we didn't publish anything about the dinner.
[01:10:40.400 --> 01:10:43.400]  It was rumored that Yay went to dinner with Trump.
[01:10:43.400 --> 01:10:47.400]  Then it was rumored that I was at the dinner because I walked through the airport in Miami.
[01:10:47.400 --> 01:10:51.400]  Then there was a statement from Jason Miller, who spoke as a representative for Trump.
[01:10:51.400 --> 01:10:54.400]  And he said, well, Nick Fuentes was not at the dinner.
[01:10:54.400 --> 01:10:59.400]  And it was only at that point, which was a lie, it was only at that point when we began to respond.
[01:10:59.400 --> 01:11:03.400]  And Yay said, he can't say that. Nick was at the dinner. That was a lie.
[01:11:03.400 --> 01:11:05.400]  But I mean, I actually liked the speeches that Jason Miller wrote.
[01:11:05.400 --> 01:11:07.400]  Maybe, I mean, he was just scared.
[01:11:07.400 --> 01:11:09.400]  Who was scared? Trump?
[01:11:09.400 --> 01:11:12.400]  No, I mean, I think Miller thinking it was a setup.
[01:11:12.400 --> 01:11:14.400]  But I mean, I think that's what they thought.
[01:11:14.400 --> 01:11:16.400]  They thought, oh, this is a setup.
[01:11:16.400 --> 01:11:18.400]  And I think that's where that fear came from.
[01:11:18.400 --> 01:11:21.400]  But okay, but people got to stop lying.
[01:11:21.400 --> 01:11:27.400]  Our leaders, our politicians have to stop being afraid and being so political.
[01:11:27.400 --> 01:11:29.400]  And we have to put Christ first.
[01:11:29.400 --> 01:11:35.400]  And if anything comes from this, like the best thing that could come from this is,
[01:11:35.400 --> 01:11:38.400]  I'm the president of the United States in 2024.
[01:11:38.400 --> 01:11:45.400]  The worst thing that could come from this is our leaders are held to Christian values, not Zionist values.
[01:11:45.400 --> 01:11:49.400]  Now, let's talk about the difference of Trump's truth socials.
[01:11:49.400 --> 01:11:53.400]  Yeah. So he put out three successive posts.
[01:11:53.400 --> 01:12:00.400]  There's three responses from Trump on true social and they just get more sort of erratic as the pressure grows.
[01:12:00.400 --> 01:12:03.400]  You know, the first one, he says, it was a very uneventful dinner.
[01:12:03.400 --> 01:12:10.400]  I did meet with Yay. The next post was, I don't know who Nick Fuentes was and it was totally uneventful.
[01:12:10.400 --> 01:12:16.400]  The third one, he says, Yay, a very troubled man who happens to be black came for badly needed advice.
[01:12:16.400 --> 01:12:20.400]  And so I just kept getting more and more sort of angry and erratic.
[01:12:20.400 --> 01:12:26.400]  And I think what Yay is getting at, I don't want to put words in his mouth, but Trump is surrounded by handlers.
[01:12:26.400 --> 01:12:29.400]  He's surrounded by people like Jared Kushner and Jason Miller.
[01:12:29.400 --> 01:12:30.400]  He's got three campaign managers.
[01:12:30.400 --> 01:12:34.400]  Jared Kushner bailed because he got what he wanted out of Trump, right?
[01:12:34.400 --> 01:12:36.400]  Where did Jared do when Trump was in office?
[01:12:36.400 --> 01:12:42.400]  He got the Abraham Accords. Jared Kushner with his best friend, BB Netanyahu at 666 Fifth Avenue.
[01:12:42.400 --> 01:12:47.400]  They brokered the Abraham Accords, which opened up investment from the Gulf States into Israel.
[01:12:47.400 --> 01:12:49.400]  What did Neton have to say about it exactly?
[01:12:49.400 --> 01:12:51.400]  Netanyahu loves it, of course.
[01:12:51.400 --> 01:12:53.400]  But let's expand on that.
[01:12:53.400 --> 01:12:57.400]  I love Jared. Hey, hey, listen, this is Neton.
[01:12:57.400 --> 01:12:58.400]  Okay.
[01:12:58.400 --> 01:13:11.400]  Now, keep going. My point is, is that it's fair, though, for Trump that is a political attack to claim that he endorses or represents even the views they claim you hold that you don't hold.
[01:13:11.400 --> 01:13:15.400]  So clearly you can see how the media is using you guys as an attack on Trump.
[01:13:15.400 --> 01:13:22.400]  They're using us to try to put this guy we've never heard of, DeSantis, in office.
[01:13:22.400 --> 01:13:33.400]  Like DeSantis is going to play by the book. The thing about Trump is this guy is one of the best presidents we have.
[01:13:33.400 --> 01:13:37.400]  He's top five presidents. He's right there with Ronald Reagan.
[01:13:37.400 --> 01:13:42.400]  And he was a warden grad. He's one of the best businessmen of all time.
[01:13:42.400 --> 01:13:47.400]  And the entire time he was the president, the Jewish media attacked him.
[01:13:47.400 --> 01:13:58.400]  They were mad because he was actually working for the country and now they're doing everything, including this meeting to try to say he's not allowed to meet with.
[01:13:58.400 --> 01:14:04.400]  This is info wars. Who are you to say who the president can meet with Netanyahu?
[01:14:04.400 --> 01:14:17.400]  I'm not going to, the Holy Spirit fills me up and the less said I have, the less angry I get. So you can't make me angry, but if I was of another version of Ye the Kanye West that you guys know,
[01:14:17.400 --> 01:14:24.400]  I would be angry at Netanyahu for even speaking on one of the best presidents, one of our best presidents of all times.
[01:14:24.400 --> 01:14:31.400]  Shut the, shut the bless up, Netanyahu. This is from Ye. Now you know who I am.
[01:14:31.400 --> 01:14:36.400]  Do you know who I am now, Netanyahu? You know who I am now, Jared Kushner?
[01:14:36.400 --> 01:14:41.400]  You know who I am, Josh Kushner? Let me tell you something about softy Josh, right?
[01:14:41.400 --> 01:14:47.400]  Marshmallow Josh was out of dinner. I'm at Jared's house, Jared Ivanka's house.
[01:14:47.400 --> 01:15:02.400]  And I didn't realize at the dinner that Josh Kushner had 10% of skims, which was my ex-wife clothing line, which I have 5% of.
[01:15:02.400 --> 01:15:10.400]  And it's one of the reasons why even after the attack where Ari Emanuel had all of my deals destroyed, I was still worth $400 million, right?
[01:15:10.400 --> 01:15:22.400]  And still had $250 million of cash available, right? So Josh, I say, what do you think about Jared worker for me in 2024?
[01:15:22.400 --> 01:15:28.400]  And Josh looks at Jared and says, I would kill him. And so then towards the end of the meeting, I'm leaving their apartment.
[01:15:28.400 --> 01:15:35.400]  They do it like a soft hug because I think like Jared, as soft as Jared is, he has to hug Josh extra soft.
[01:15:35.400 --> 01:15:46.400]  So, you know, he doesn't melt like toilet paper. And what I realized afterwards that Josh had 10% of a line that I only had 5% double,
[01:15:46.400 --> 01:15:51.400]  where I, you know, skims is an extension of Yeezy. It's an extension of my brand.
[01:15:51.400 --> 01:15:59.400]  Literally, I put the creative director from Yeezy at skims because at first skims was a lingerie line.
[01:15:59.400 --> 01:16:06.400]  And then it was Kris Jenner's idea to make it a shapewear line. And I said, I have the perfect person. Let's take these elements of Yeezy.
[01:16:06.400 --> 01:16:16.400]  And let's put this here. And then Josh goes in and puts $150 million from some investment firm to then control something that my ex-wife was making for our show.
[01:16:16.400 --> 01:16:21.400]  No, I get it. You're at this meeting and literally realizing, oh my God, I own this and ran this. This guy's double what I get.
