[00:00:00.362 --> 00:00:06.709]  November 22nd, 2019.
[01:02:08.282 --> 01:02:13.088]  And remember, we exposed that there was a juror, it was a high-level Obama official, we got the name right.
[01:02:14.355 --> 01:02:17.819]  And her husband was on a Miller probe.
[01:02:17.819 --> 01:02:19.561]  When we exposed it, they called for our arrest.
[01:02:19.561 --> 01:02:21.122]  It was totally legal what we did.
[01:02:21.122 --> 01:02:24.365]  But the judge removed her off of the jury.
[01:02:25.285 --> 01:02:33.109]  But again, they allowed people when Roger would walk in every day to hold up lock him up signs and throw little plastic Russian flags at him.
[01:02:33.109 --> 01:02:38.351]  This is the show trial, ladies and gentlemen, and this is the model of what they want nationwide.
[01:02:38.351 --> 01:02:45.715]  Stone obstructed a congressional investigation into Russian election interference because the truth would have looked bad for the president.
[01:02:46.075 --> 01:02:48.057]  And none of it for connections to Russia!
[01:02:48.057 --> 01:02:48.477]  Brian Williams!
[01:02:48.477 --> 01:02:49.418]  Remember, this is Brian Williams!
[01:03:07.976 --> 01:03:09.036]  C.I.A.
[01:03:09.036 --> 01:03:13.837]  operatives, Democrat Party operatives, people that work for Clinton, Obama, high level.
[01:03:13.837 --> 01:03:15.518]  Not just this one woman.
[01:03:15.518 --> 01:03:20.859]  The first that came out in that hearing was selected as the first juror.
[01:03:20.859 --> 01:03:24.580]  The judge was telling everybody, you don't talk about who these people are.
[01:03:24.580 --> 01:03:34.382]  Just like you don't talk about who the whistleblower is, Eric Sierra Mala, so that you wouldn't find out he was a political operative involved with Hunter Biden and Joe Biden.
[01:03:34.382 --> 01:03:36.082]  So that's where we are, ladies and gentlemen.
[01:03:37.554 --> 01:03:40.435]  This is the tyranny and this is a warm-up for President Trump.
[01:03:40.435 --> 01:04:06.887]  Gordon Sondland better sit up and take note of what happened today to Roger Stone on the witness tampering front and when he raises his right hand and he swears to Congress to tell the truth he had better not play any games because you know when when you look at what has happened today alone on the witness tampering front you've got President Trump sending out that tweet that defamatory threatening tweet to Ambassador Yovanovitch as
[01:04:07.307 --> 01:04:07.807]  He tweeted!
[01:04:07.807 --> 01:04:08.387]  He defended himself!
[01:04:08.387 --> 01:04:08.447]  No!
[01:04:08.447 --> 01:04:10.688]  We need to call the White House right now!
[01:04:10.688 --> 01:04:10.708]  202-4...
[01:04:37.737 --> 01:04:39.819]  5, 6, 1, 4, 1, 4.
[01:04:39.819 --> 01:04:42.481]  And tell President Trump to pardon him.
[01:04:42.481 --> 01:04:43.883]  Don't let them get their hands on him.
[01:04:43.883 --> 01:04:45.384]  They'll put him in solitary confinement.
[01:04:45.384 --> 01:04:47.286]  God knows what they'll do to his food.
[01:04:47.286 --> 01:04:51.931]  These people mean business and they mean to kill him.
[01:04:51.931 --> 01:04:53.553]  We'll be back, ladies and gentlemen.
[01:04:53.553 --> 01:04:54.754]  Stand for the First Amendment.
[01:04:54.754 --> 01:04:55.295]  Stand for truth.
[01:04:58.323 --> 01:05:01.528]  Major report out of major university.
[01:05:01.528 --> 01:05:04.853]  Researchers working on food-based treatment to slow aging.
[01:05:04.853 --> 01:05:05.614]  Science daily.
[01:05:05.614 --> 01:05:13.104]  Probiotics in the gut of a particular type cause your entire body to be healthier and make you live longer and make you not get intestinal cancer.
[01:05:13.104 --> 01:05:14.246]  We have the very best formula.
[01:05:14.426 --> 01:05:16.827]  Literally, with what they even mention in the studies.
[01:05:16.827 --> 01:05:20.970]  And it explains the hormone called FGF21.
[01:05:20.970 --> 01:05:22.250]  Pro-longevity.
[01:05:22.250 --> 01:05:23.711]  Heals the entire body.
[01:05:23.711 --> 01:05:25.392]  And actually reverses aging.
[01:05:25.392 --> 01:05:28.454]  But is only made in the lower intestine.
[01:05:28.454 --> 01:05:29.614]  Oh, and what does it say?
[01:05:29.614 --> 01:05:34.817]  It's fiber from a spectrum of certain types of berries that grows this.
[01:05:34.817 --> 01:05:35.978]  And yes, this is a plug.
[01:05:35.978 --> 01:05:36.758]  Gut fusion.
[01:05:36.758 --> 01:05:37.579]  And what do we have?
[01:05:37.839 --> 01:05:48.823]  It's the pulp from them that then grows this.
[01:05:48.823 --> 01:05:52.164]  Gut Fusion for children, for young people, for old people, for everybody.
[01:05:52.164 --> 01:05:54.205]  This is fiber and glutamine.
[01:05:54.205 --> 01:05:55.525]  You're not gonna find a better formula.
[01:05:55.525 --> 01:05:56.165]  Gut Fusion.
[01:05:56.165 --> 01:05:56.726]  It's amazing.
[01:06:17.053 --> 01:06:17.714]  346 days left.
[01:06:17.714 --> 01:06:20.358]  That's how long we have until this...
[01:06:22.881 --> 01:06:27.565]  Referendum on nationalism and freedom versus globalism.
[01:06:27.565 --> 01:06:28.566]  I'm Alex Jones, your host.
[01:06:28.566 --> 01:06:36.772]  We're now well into our number two on this live, original, unscripted, teleprompter-free, worldwide transmission.
[01:06:36.772 --> 01:06:38.694]  November 22nd, 2019.
[01:06:38.694 --> 01:06:45.880]  Thanks for joining us here on this Friday and broadcast on radio and TV stations across the country.
[01:06:45.880 --> 01:06:49.082]  President Trump has done it!
[01:06:49.082 --> 01:06:50.603]  This is what we need to see more of.
[01:06:50.603 --> 01:06:52.325]  This is the old Trump.
[01:06:55.461 --> 01:06:56.262]  There it is.
[01:06:56.262 --> 01:06:57.543]  Trump.
[01:06:57.543 --> 01:06:59.544]  Fingers.
[01:06:59.544 --> 01:07:02.507]  Obama.
[01:07:02.507 --> 01:07:05.929]  Implication.
[01:07:05.929 --> 01:07:07.170]  The warrant scandal.
[01:07:07.170 --> 01:07:08.071]  The fake warrants.
[01:07:08.071 --> 01:07:09.873]  The FISA garbage.
[01:07:09.873 --> 01:07:22.042]  The upcoming report that they've given a date for, finally, months late, of the Inspector General report on the crimes committed in Russiagate by the Deep State to discredit an election and overturn an election.
[01:07:22.042 --> 01:07:24.625]  That's called an illegal coup d'état.
[01:07:25.489 --> 01:07:29.170]  Which is French for coup d'etat.
[01:07:29.170 --> 01:07:32.371]  I wrote that joke, that's not from the movie Hop.
[01:07:32.371 --> 01:07:34.011]  Fact checkers, that's called a joke.
[01:07:34.011 --> 01:07:37.172]  For the left that doesn't get jokes, that's, you know, they now fact check comedians.
[01:07:37.172 --> 01:07:39.312]  That's a joke.
[01:07:39.312 --> 01:07:42.093]  It's called a coup d'etat, which is French for coup d'etat.
[01:07:42.093 --> 01:07:44.453]  Sorry, I'm gonna stop right there.
[01:07:44.453 --> 01:07:47.894]  I told you I gotta start going back to having fun on the show or I'm gonna go crazy.
[01:07:47.894 --> 01:07:51.755]  All work and no play makes Jack a dull boy.
[01:07:51.755 --> 01:07:54.656]  And I work all the time, so I better start putting the fun back in.
[01:07:55.799 --> 01:07:58.460]  We pull up the gingerbread man being tortured by Fiona Hill, please.
[01:07:58.460 --> 01:07:59.981]  We'll get to that in a few minutes, but let's get back to this.
[01:07:59.981 --> 01:08:01.802]  This is serious.
[01:08:01.802 --> 01:08:05.303]  Newswars.com, Infowars.com article.
[01:08:05.303 --> 01:08:06.944]  Trump takes off the gloves.
[01:08:06.944 --> 01:08:11.847]  Trump fingers the King Daddy, Obama, who's still running things against him behind the scenes.
[01:08:11.847 --> 01:08:15.088]  That's why he's kept his head down, hoping Trump's stupid and doesn't know that.
[01:08:15.088 --> 01:08:19.510]  Obama's even more powerful than Hillary, but they're both still kind of co-heads of the Democratic Party.
[01:08:19.510 --> 01:08:21.131]  Warrant scandal went to the top.
[01:08:22.602 --> 01:08:25.663]  They were spying on my campaign and it went up to the top.
[01:08:25.663 --> 01:08:27.404]  Everybody knows it.
[01:08:27.404 --> 01:08:41.870]  The knowledge that an FBI official altered a document which led to the surveillance of the Trump campaign went all the way to the top of the Obama administration, President Trump said on Friday.
[01:08:41.870 --> 01:08:51.054]  In particular, the document alteration led to the Foreign Intelligence Surveillance Act court granting a warrant to spy on campaign aide Carter Page.
[01:08:52.329 --> 01:08:53.472]  You're spying on my campaign.
[01:08:53.472 --> 01:08:55.097]  It went up to the top and everybody knows it.
[01:08:55.959 --> 01:08:57.641]  And now we're going to find out.
[01:08:57.641 --> 01:09:07.849]  Trump said during an interview with Fox & Friends, this was spying on my campaign, something that has never been done before in the history of our country.
[01:09:07.849 --> 01:09:08.690]  I disagree with that.
[01:09:08.690 --> 01:09:16.497]  These agencies spy on everybody, but just to try to help the globalists, they're usually spying on whoever they want to win, so they can ingratiate themselves.
[01:09:16.497 --> 01:09:22.102]  And of course it came out the CIA was illegally spying on Republicans and Democrats when there was oversight hearings a decade ago.
[01:09:22.762 --> 01:09:23.522]  It's all illegal.
[01:09:23.522 --> 01:09:24.283]  It's all out of control.
[01:09:24.283 --> 01:09:25.663]  But it was intense.
[01:09:25.663 --> 01:09:27.204]  It was the most intense in history.
[01:09:27.204 --> 01:09:33.027]  And the most criminal, because they lied to get the fake warrants to parallel construct the illegal investigation they were already doing.
[01:09:33.027 --> 01:09:35.928]  That's the easiest crimes to convict on.
[01:09:35.928 --> 01:09:38.729]  In fact, it's open and shut.
[01:09:38.729 --> 01:09:46.933]  That's why William Binney, two years ago, calls up and he goes, hey, everybody's talking about wanting to see proof of them illegally spying.
[01:09:46.933 --> 01:09:51.015]  It's in the Inspector General's report on the FISA Court.
[01:09:51.969 --> 01:09:54.671]  Issued by the Inspector General of the Courts.
[01:09:54.671 --> 01:09:59.553]  And in it it said they were brought forward for fake warrants that the courts had looked back on.
[01:09:59.553 --> 01:10:09.799]  So they told the executive and the head of the NSA went and warned Trump when he was President-elect, remember, at Trump Tower.
[01:10:09.799 --> 01:10:14.641]  So that's what's going on here, ladies and gentlemen.
[01:10:14.641 --> 01:10:16.823]  And it's incredibly, incredibly important.
[01:10:16.823 --> 01:10:18.884]  You can see the video of the President
[01:10:20.134 --> 01:10:30.882]  Breaking all that down, the President implicating directly Obama and the Deep State illegally spying on his campaign and trying to overthrow that election.
[01:10:30.882 --> 01:10:37.908]  That is a criminal action, not just that violates federal law, but violates every American's right to elect a president.
[01:10:37.908 --> 01:10:43.272]  That's something they're trying to steal from you and put you into a bureaucratic dictatorship that this Deep State
[01:10:44.394 --> 01:10:48.557]  For decades denying its existence, now they're on national TV on C-SPAN.
[01:10:48.557 --> 01:10:50.018]  Thank God for the deep state.
[01:10:50.018 --> 01:11:02.148]  Paul Krugman of the New York Times has come out and said, oh thank God there's a deep state there that doesn't care who's in office and will do what's right, meaning ignoring the will of the people and common sense and selling the nation out.
[01:11:02.148 --> 01:11:04.349]  Absolutely insane.
[01:11:04.349 --> 01:11:05.811]  Now I intend to give the number out.
[01:11:05.811 --> 01:11:08.633]  I intend to take your calls on the impeachment hearing fiascos.
[01:11:10.075 --> 01:11:13.156]  On where the globalists are going, on where all of this is unfolding.
[01:11:13.156 --> 01:11:14.097]  The toll-free number is 877-789-ALEX.
[01:11:14.097 --> 01:11:14.157]  877-789-2539.
[01:11:14.157 --> 01:11:14.217]  877-789-2539.
[01:11:14.217 --> 01:11:16.178]  And let's give first-time callers a chance again today.
[01:11:16.178 --> 01:11:17.318]  First-time callers on this Friday.
[01:11:17.318 --> 01:11:17.538]  877-789-2539.
[01:11:17.538 --> 01:11:17.959]  877-789-A-L-E-X.
[01:11:17.959 --> 01:11:21.720]  Now, we're going to go to break in a few minutes, and I'm going to come back and get into
[01:11:41.380 --> 01:11:53.828]  The worst case of sexualization of children and open pedophile pushing we've seen so far when you understand why it's key and how it's the final bridge towards their in-game goal.
[01:11:53.828 --> 01:11:57.790]  Getting their hands on your children's bodies, their private parts.
[01:11:57.790 --> 01:12:08.457]  That's the brass ring, that's the prize, that's the ruby in the head of the idol, that's their Valhalla, it's their jackpot, it's what their heat-seeking missiles
[01:12:10.131 --> 01:12:13.313]  Coming right for your children.
[01:12:13.313 --> 01:12:15.675]  And when you understand what makes them tick, then everything makes sense.
[01:12:15.675 --> 01:12:17.036]  Oh, devil worshippers!
[01:12:17.036 --> 01:12:17.897]  Oh, pedophiles!
[01:12:17.897 --> 01:12:20.518]  Demons!
[01:12:20.518 --> 01:12:24.441]  Whether it's biological, whether it's spiritual, which is really just electrochemical transmissions.
[01:12:24.441 --> 01:12:26.263]  It's just what a spirit is.
