[00:00:01.508 --> 00:00:04.649]  Two, three, four...
[01:14:25.058 --> 01:14:29.500]  Even NBC now says a global governance director of climate control.
[01:14:29.500 --> 01:14:31.842]  This isn't air conditioning in your house.
[01:14:31.842 --> 01:14:33.943]  This isn't central heating and cooling.
[01:14:33.943 --> 01:14:40.087]  And it's so far gone, there's this whole breakaway civilization.
[01:14:40.087 --> 01:14:41.548]  And it's playing God.
[01:14:41.548 --> 01:14:42.748]  And Trump's the president now.
[01:14:42.748 --> 01:14:45.870]  And he damn well knows about all this.
[01:14:45.870 --> 01:14:46.731]  I know all about it.
[01:14:49.363 --> 01:14:55.627]  My dad got invited to join it when he was in high school at UT, Plan 2, didn't join it.
[01:14:55.627 --> 01:14:58.028]  At least the first time around.
[01:14:58.028 --> 01:15:02.210]  But the point is, is that this is real, folks, okay?
[01:15:02.210 --> 01:15:07.193]  We are in a primitive, frozen level.
[01:15:07.193 --> 01:15:08.694]  New iPhones come out, that's about it.
[01:15:08.694 --> 01:15:11.295]  40-year-old technology.
[01:15:11.295 --> 01:15:13.757]  They've got cures for everything already, okay?
[01:15:13.757 --> 01:15:14.217]  Basically.
[01:15:15.797 --> 01:15:30.754]  And there's a breakaway civilization, the future isn't evenly distributed, and they're so disconnected from us now, the ruling scientific class, that they're now telling us, oh, by the way, we're about to get rid of all of you for the Earth, and they're moving forward with it.
[01:15:30.754 --> 01:15:34.518]  So I'm just guessing Matt Drudge is a little pissed about that, probably, like I am.
[01:15:36.155 --> 01:15:37.776]  Because Trump started the right direction.
[01:15:37.776 --> 01:15:39.357]  We're going to release the secret medical stuff.
[01:15:39.357 --> 01:15:43.399]  We're going to release the secret technology, new patents and things to cause a new renaissance.
[01:15:43.399 --> 01:15:47.381]  But it hasn't happened, and we're bogged down instead.
[01:15:47.381 --> 01:15:48.081]  And I'm angry.
[01:15:48.081 --> 01:15:49.342]  I'm upset.
[01:15:49.342 --> 01:15:54.485]  Because there's a whole other real world out there that humanity built that's been stolen from us!
[01:15:54.485 --> 01:15:55.045]  We'll be right back.
[01:15:56.294 --> 01:16:07.342]  When you have a pain in the neck, a real pain in the neck, back, shoulder or legs, you now have two convenient choices to get fast relief without taking another pill.
[01:16:07.342 --> 01:16:12.786]  Because now, Sunny Bay Heating Wraps and Pillows are available at both Amazon and Walmart.
[01:16:13.126 --> 01:16:13.786]  Yes.
[01:16:13.786 --> 01:16:20.030]  See Sunny Bay's four and a half to five star customer reviews on Amazon .com or Wal-Mart .com.
[01:16:20.030 --> 01:16:28.476]  Our microwavable heat wraps, heatable neck pillows and extra large body wraps are designed better for perfect support where and when you need it.
[01:16:28.476 --> 01:16:37.501]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing, hot or cold therapy to help treat temporary or chronic pain.
[01:16:37.501 --> 01:16:38.982]  And the best part, Sunny Bay
[01:16:41.744 --> 01:16:49.772]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100% positive rating on both Amazon and Etsy.
[01:16:49.772 --> 01:16:50.553]  It's easy.
[01:16:50.553 --> 01:16:55.338]  Click Amazon or Walmart and search today for Sunny Bay.
[01:16:55.338 --> 01:16:57.821]  Finally, there's a way for you to get into the blockchain.
[01:16:57.981 --> 01:17:01.064]  The hottest financial sector without all the speculation.
[01:17:01.064 --> 01:17:06.169]  Now, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[01:17:06.169 --> 01:17:13.896]  Seen on programs broadcast on Fox Business News, blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace.
[01:17:13.896 --> 01:17:21.783]  Inspired by entrepreneurs who sold picks and shovels during the gold rush, the money is in the mining equipment used to manufacture dozens of critical digital assets.
[01:17:21.923 --> 01:17:23.724]  Not a security IPO or note.
[01:17:23.724 --> 01:17:33.251]  Blockchain data centers have a proven turnkey equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account each month.
[01:17:33.251 --> 01:17:34.092]  Don't miss this one.
[01:17:34.092 --> 01:17:35.393]  Stake your claim today.
[01:17:35.393 --> 01:17:35.673]  Call 800-600-3388.
[01:17:35.673 --> 01:17:35.973]  That's 800-600-3388.
[01:17:35.973 --> 01:17:38.095]  These valuable lease contracts won't last long.
[01:17:38.095 --> 01:17:38.315]  Call now.
[01:17:38.315 --> 01:17:38.395]  800-600-3388.
[01:17:38.395 --> 01:17:38.435]  800-600-3388.
[01:17:48.562 --> 01:17:50.623]  Serving with InfoWars is a great honor, but I still need my morning coffee.
[01:18:03.382 --> 01:18:12.786]  And luckily, our break room at the InfoWars headquarters is stocked full of high-quality InfoWars store Patriot Blend coffee.
[01:18:12.786 --> 01:18:24.430]  Grown in the high mountains of southern Mexico, the Chiapas farmers grow 100% organic, non-GMO coffee at the ideal altitude for the perfect cup.
[01:18:24.430 --> 01:18:28.612]  A robust coffee with great flavor and mild acidity.
[01:18:29.532 --> 01:18:33.575]  There has never been a more important time to support InfoWars.
[01:18:33.575 --> 01:18:40.480]  So if you love coffee and if you want to fight for freedom, then you can help.
[01:18:40.480 --> 01:18:43.382]  Order now at the InfoWars store.
[01:18:43.382 --> 01:18:53.088]  Sign up for auto ship and get your own high quality supply of Patriot Blend coffee delivered right to your door at InfoWarsStore.com.
[01:18:57.523 --> 01:19:03.067]  We are working with Silicon Valley to make you behave yourself.
[01:19:03.067 --> 01:19:12.155]  Once we have full control, we send you to re-education camp like we do our people when they talk back to the party.
[01:19:12.155 --> 01:19:17.259]  Whatever you do, do not visit Band.Video.
[01:19:17.259 --> 01:19:24.705]  Band.Video is evil Americans whom Silicon Valley is teaching to shut up like China do.
[01:19:28.015 --> 01:19:29.195]  Hey!
[01:19:29.195 --> 01:19:32.356]  I told you, don't go to Bandot Video!
[01:19:32.356 --> 01:19:33.676]  I'm watching you!
[01:19:33.676 --> 01:19:35.076]  Haha!
[01:19:35.076 --> 01:19:37.697]  Our system has been adopted worldwide!
[01:19:37.697 --> 01:19:40.757]  Soon, we will kill you if you don't do what we say!
[01:19:40.757 --> 01:19:42.398]  Haha!
[01:19:42.398 --> 01:19:47.158]  Oh, Mark Zuckerberg and others angry at you!
[01:19:47.158 --> 01:19:53.059]  Do what CNN says and do not visit Bandot Video or I have to hurt you!
[01:19:59.582 --> 01:20:09.427]  You're listening to the Alex Jones Show.
[01:20:09.427 --> 01:20:16.851]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:20:16.851 --> 01:20:23.415]  Now, Savannah Hernandez is going to be with us for the next two segments, starting next segment.
[01:20:23.415 --> 01:20:26.617]  We're going to play a really wild report.
[01:20:28.468 --> 01:20:30.910]  Not just around the country, but here in Austin.
[01:20:30.910 --> 01:20:32.732]  First it was, the world's gonna end in 12 years.
[01:20:32.732 --> 01:20:36.936]  Then Beto said 11, after, you know, to outdo AOC.
[01:20:36.936 --> 01:20:39.439]  And then that moved on to seven years.
[01:20:39.439 --> 01:20:40.640]  And this is the talking points.
[01:20:40.640 --> 01:20:44.504]  And then the woman, who's one of the organizers, admits, oh, we're just scaring people.
[01:20:44.504 --> 01:20:45.425]  Yeah, honey, we know.
[01:20:45.425 --> 01:20:49.389]  And that's why you target elementary school students and scare the daylights out of them.
[01:20:49.389 --> 01:20:50.810]  They teach them penguins are dying.
[01:20:51.451 --> 01:20:55.232]  They teach them that they can't swim, that the polar bears can't swim.
[01:20:55.232 --> 01:20:56.752]  They hunt on the ice flows.
[01:20:56.752 --> 01:20:57.832]  They're not drowning.
[01:20:57.832 --> 01:21:00.793]  Polar bear numbers are five times what they were in the 50s.
[01:21:00.793 --> 01:21:07.254]  But some middle school girls commit suicide because they're taught the earth is so bad.
[01:21:07.254 --> 01:21:10.435]  So that is all coming up next segment.
[01:21:10.435 --> 01:21:14.275]  In fact, here's a clip of what we're going to be breaking down.
[01:21:14.275 --> 01:21:14.755]  Not 12 years.
[01:21:14.755 --> 01:21:16.036]  How many years would you say?
[01:21:18.499 --> 01:21:23.802]  If I was to give a number approximation, I would probably say between four and five years.
[01:21:23.802 --> 01:21:26.523]  Four and five years until what happens?
[01:21:26.523 --> 01:21:27.804]  Or seven years.
[01:21:27.804 --> 01:21:33.247]  But until things just start to fall apart.
[01:21:33.247 --> 01:21:35.648]  Now, the Democrats want society to fall apart.
[01:21:35.648 --> 01:21:37.289]  That's why they don't discipline kids in school.
[01:21:37.289 --> 01:21:39.010]  It's why they're shipping in all the fentanyl.
[01:21:39.010 --> 01:21:42.151]  It's why they say the homeless can camp in your yard.
[01:21:42.151 --> 01:21:45.073]  Because if you read the Cloward-Pippen plan and others, it's to collapse society.
[01:21:46.049 --> 01:21:52.131]  That's why Sanders is saying you deserve health care free, housing free, car free, don't have to work.
[01:21:52.131 --> 01:21:55.192]  They're all saying it because they want you to think that's how you get ahead.
[01:21:55.192 --> 01:21:58.133]  He's begging for freebies, putting them in power.
[01:21:58.133 --> 01:22:02.414]  All you're going to get is a forced labor camp, like Venezuela right now.
[01:22:02.414 --> 01:22:07.756]  These people are so dumb, they won't know if they're successful in a few years, why they're starving to death.
[01:22:07.756 --> 01:22:08.597]  And how good they had it.
[01:22:08.597 --> 01:22:11.037]  They have no memories.
[01:22:11.037 --> 01:22:12.678]  Now she's coming up next segment, but first,
[01:22:15.640 --> 01:22:28.704]  There's been a phenomenon that I've noticed with my crew and people in other organizations and people that are activists and just the general public with people that are concerned and involved and are empathetic and connected to God.
[01:22:28.704 --> 01:22:42.928]  Instead of people getting really excited that world government's coming out in the open, the pedophilia is out in the open, brain chips are out in the open, the anti-human, post-human agenda out in the open, Epstein, you know, out in the open, fluoride brain damaging by design out in the open,
[01:22:44.209 --> 01:22:48.352]  You can read the books written by the Obama Science Czar 45 years ago.
[01:22:48.352 --> 01:22:53.335]  Ecoscience, I mean... People before just thought, oh, it's not true.
[01:22:53.335 --> 01:22:56.096]  It's scaring people.
[01:22:56.096 --> 01:22:58.658]  And a lot of folks are getting depressed.
[01:22:58.658 --> 01:23:07.383]  I thought people would get excited when it all came out, we were proven right, because then we can build opposition to this and stop it.
[01:23:07.383 --> 01:23:13.207]  But I guess some folks are so spectator-ish, not my crew, but others, that
[01:23:14.798 --> 01:23:18.040]  They think, oh my God, if it's all real, I better just not care.
[01:23:18.040 --> 01:23:21.342]  Or what are you going to do about it?
[01:23:21.342 --> 01:23:24.003]  Because more and more, it's like, okay, yeah, pedophiles run things.
[01:23:24.003 --> 01:23:25.344]  What are you going to do?
[01:23:25.344 --> 01:23:32.007]  Well, they're going to put a social score in and start taking everything you got if you don't let them bugger your kids.
[01:23:32.007 --> 01:23:33.888]  And a lot of you are going to go, well, I'll let them do that then.
[01:23:33.888 --> 01:23:38.771]  I mean, there is just a people rebel in being domesticated.
[01:23:38.771 --> 01:23:40.852]  And I never thought of myself as a tough, rugged guy.
[01:23:42.675 --> 01:23:44.696]  It's just instinctive to me to stand up for myself.
[01:23:44.696 --> 01:23:47.696]  But so many people think you get ahead by groveling.
[01:23:47.696 --> 01:23:49.617]  That was in the past.
[01:23:49.617 --> 01:23:51.977]  Things are now at the collapse level by design.
[01:23:51.977 --> 01:23:57.338]  You're gonna get run over being a chicken neck.
[01:23:57.338 --> 01:24:00.479]  And so everybody needs to not make it work, but make it exciting.
[01:24:00.479 --> 01:24:01.179]  Get in shape.
[01:24:01.179 --> 01:24:01.779]  Get healthy.
[01:24:01.779 --> 01:24:02.399]  Get focused.
[01:24:02.399 --> 01:24:03.059]  Get engaged.
[01:24:03.059 --> 01:24:04.360]  Get involved.
[01:24:04.360 --> 01:24:07.780]  Say no to the power structure.
[01:24:07.780 --> 01:24:10.641]  And really take action.
[01:24:11.715 --> 01:24:13.335]  There are a lot of ways to do that, but you know what?
[01:24:13.335 --> 01:24:15.196]  I'm going to be the leader I've been.
[01:24:15.196 --> 01:24:20.077]  I'm going to show you in the next few weeks and months what leadership is.
