whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:46:07.080 --> 00:46:10.320]   Discover the power of ancient medicine with BOD-EASE.
[00:46:10.320 --> 00:46:12.680]   BOD-EASE contains one of the most potent forms
[00:46:12.680 --> 00:46:14.040]   of turmeric available.
[00:46:14.040 --> 00:46:16.320]   Turmeric has been used for thousands of years,
[00:46:16.320 --> 00:46:18.680]   and is one of the most studied herbals today.
[00:46:18.680 --> 00:46:20.720]   It is well-known in traditional medicine
[00:46:20.720 --> 00:46:22.880]   for its soothing properties.
[00:46:22.880 --> 00:46:25.840]   Our pure turmeric extract plus piperine from black pepper
[00:46:25.840 --> 00:46:28.560]   makes for optimal absorption to help boost and support
[00:46:28.560 --> 00:46:31.440]   your flexibility, mobility, joint function,
[00:46:31.440 --> 00:46:33.840]   immune system, and so much more.
[00:46:33.840 --> 00:46:35.640]   Regular turmeric root from the store
[00:46:35.640 --> 00:46:39.000]   only contains one to 5% of active ingredients,
[00:46:39.000 --> 00:46:42.600]   but our turmeric root extract contains over 95%
[00:46:42.600 --> 00:46:44.080]   of the active ingredients.
[00:46:44.080 --> 00:46:46.760]   BOD-EASE combines turmeric with organic herbs
[00:46:46.760 --> 00:46:50.400]   such as spearmint, sage, lemon balm, and thyme
[00:46:50.400 --> 00:46:53.120]   to work synergistically for full body support.
[00:46:53.120 --> 00:46:56.320]   Try BOD-EASE today at InfoWarsLife.com,
[00:46:56.320 --> 00:47:00.320]   or call us at 1-88-253-3139.
[00:47:03.400 --> 00:47:06.440]   You're listening to The Alex Jones Show.
[00:47:06.440 --> 00:47:14.200]   (dramatic music)
[00:47:14.200 --> 00:47:22.840]   Live from the InfoWars.com studios,
[00:47:22.840 --> 00:47:25.920]   you're listening to The Alex Jones Show,
[00:47:25.920 --> 00:47:29.320]   and now your host, Owen Troyer.
[00:47:32.480 --> 00:47:34.920]   - Roger and I are talking here during the break.
[00:47:34.920 --> 00:47:37.880]   There's a Tucker Carlson clip, we may go to this,
[00:47:37.880 --> 00:47:41.320]   saying if you don't like the direction of the country,
[00:47:41.320 --> 00:47:42.520]   in fact, let's just roll to this now.
[00:47:42.520 --> 00:47:45.680]   Let's go to this Tucker Carlson clip, clip eight,
[00:47:45.680 --> 00:47:48.240]   from last night, talking about people complaining
[00:47:48.240 --> 00:47:50.840]   about the direction of the country.
[00:47:50.840 --> 00:47:52.240]   - Well, have more children.
[00:47:52.240 --> 00:47:54.840]   I mean, I grew up in a world where it was considered
[00:47:54.840 --> 00:47:56.640]   embarrassing to have more than two children.
[00:47:56.640 --> 00:47:59.680]   I don't think that's the case now among middle class,
[00:47:59.680 --> 00:48:02.040]   upper middle class people, but it was.
[00:48:02.040 --> 00:48:04.240]   And having kids is like, first of all,
[00:48:04.240 --> 00:48:06.080]   it's the most rewarding, greatest,
[00:48:06.080 --> 00:48:08.480]   most fun thing you can do.
[00:48:08.480 --> 00:48:09.960]   But it's also the most profound thing.
[00:48:09.960 --> 00:48:11.520]   Even if you don't like the direction of the country,
[00:48:11.520 --> 00:48:15.960]   have children, raise them the way that you want,
[00:48:15.960 --> 00:48:17.920]   consistent with your beliefs.
[00:48:17.920 --> 00:48:21.360]   I mean, it seems like all the answers are basic,
[00:48:21.360 --> 00:48:24.080]   nature-based answers, in my opinion, to everything.
[00:48:24.080 --> 00:48:25.600]   And that's the most basic of all,
[00:48:25.600 --> 00:48:28.080]   have more kids, raise decent children.
[00:48:28.080 --> 00:48:31.320]   - Tucker, don't give them any ideas.
[00:48:31.320 --> 00:48:34.200]   These people are already indoctrinating our children.
[00:48:34.200 --> 00:48:36.880]   We don't need them bringing up brainwashed minions
[00:48:36.880 --> 00:48:39.160]   intentionally into this world, Tucker.
[00:48:39.160 --> 00:48:41.600]   I understand where Tucker's coming from here,
[00:48:41.600 --> 00:48:43.560]   but let's not give these people any ideas.
[00:48:43.560 --> 00:48:47.440]   These are the most hateful, brainwashed radicals here
[00:48:47.440 --> 00:48:49.360]   that hate their own prosperity.
[00:48:49.360 --> 00:48:52.240]   I don't think we need them to procreate here, Roger.
[00:48:52.240 --> 00:48:54.520]   - You know, this is why Tucker Carlson's ratings
[00:48:54.520 --> 00:48:57.640]   are really soaring on Fox, 'cause he is a truth teller.
[00:48:57.640 --> 00:49:01.560]   I know Tucker's son, Buckley, a fine young man.
[00:49:01.560 --> 00:49:04.440]   I'm honored that he wrote the introduction
[00:49:04.440 --> 00:49:06.480]   for my book, "Stone Rules," which you can get
[00:49:06.480 --> 00:49:10.440]   at the Infowars.com store now at a special price.
[00:49:10.440 --> 00:49:14.040]   And I think he's exactly right.
[00:49:14.040 --> 00:49:17.920]   What we're finding is, even as you pointed out,
[00:49:17.920 --> 00:49:21.960]   Susan Rice's offspring is a conservative.
[00:49:21.960 --> 00:49:25.240]   We should not assume that children being brought
[00:49:25.240 --> 00:49:27.760]   into the world will grow up like their parents.
[00:49:27.760 --> 00:49:29.560]   It's not necessarily true.
[00:49:29.560 --> 00:49:31.360]   - Interesting, an interesting point
[00:49:31.360 --> 00:49:32.760]   that you just posed there, yeah,
[00:49:32.760 --> 00:49:34.880]   because you wouldn't have thought it,
[00:49:34.880 --> 00:49:37.880]   but yeah, Susan Rice's son is apparently
[00:49:37.880 --> 00:49:41.040]   a big-time conservative, Stanford University graduate,
[00:49:41.040 --> 00:49:44.080]   unlike his mother.
[00:49:44.080 --> 00:49:47.720]   But I wonder if they understand
[00:49:47.720 --> 00:49:49.720]   what Tucker is even talking about there.
[00:49:49.720 --> 00:49:52.800]   'Cause I feel like the average liberal
[00:49:52.800 --> 00:49:55.200]   that complains about the direction the country is going
[00:49:55.200 --> 00:49:57.240]   wants the state to raise the child.
[00:49:57.240 --> 00:49:58.880]   And so they still won't even understand,
[00:49:58.880 --> 00:50:00.120]   like he's saying, like, have children.
[00:50:00.120 --> 00:50:02.520]   What he's saying is, you know, put forth the effort
[00:50:02.520 --> 00:50:05.000]   to raise children the right way
[00:50:05.000 --> 00:50:07.080]   to create the world that you wanna see.
[00:50:07.080 --> 00:50:08.880]   I'm not even sure if they'll understand that message.
[00:50:08.880 --> 00:50:10.960]   - No, what he's saying is inculcate in your children
[00:50:10.960 --> 00:50:12.800]   the values that you think are important
[00:50:12.800 --> 00:50:15.840]   so they can continue the fight for a free country.
[00:50:15.840 --> 00:50:17.640]   I think that's what he's saying.
[00:50:17.640 --> 00:50:21.360]   - What is this bar graph you guys have pulled up here?
[00:50:21.360 --> 00:50:23.760]   Mean of number of children think of self
[00:50:23.760 --> 00:50:25.760]   as liberal or conservative.
[00:50:25.760 --> 00:50:29.040]   So you're saying this is how old,
[00:50:29.040 --> 00:50:30.800]   I'm trying to figure this out here,
[00:50:30.800 --> 00:50:34.440]   the nature of this bar graph that they're showing.
[00:50:34.440 --> 00:50:38.440]   Oh, okay, so conservatives just have more children.
[00:50:38.440 --> 00:50:39.960]   Well, that doesn't surprise me at all.
[00:50:39.960 --> 00:50:40.800]   I'm not surprised by that.
[00:50:40.800 --> 00:50:43.680]   - And that's a good, that portends good things
[00:50:43.680 --> 00:50:44.520]   for the future.
[00:50:44.520 --> 00:50:45.360]   - Yes, indeed.
[00:50:45.360 --> 00:50:46.400]   - Think of all those votes.
[00:50:46.400 --> 00:50:49.280]   - Because, (laughs)
[00:50:49.280 --> 00:50:52.360]   see, that's how a conservative thinks about getting votes,
[00:50:52.360 --> 00:50:53.760]   is having children.
[00:50:53.760 --> 00:50:56.040]   A liberal thinks about getting votes by opening the border
[00:50:56.040 --> 00:50:57.440]   and by having criminals vote.
[00:50:57.440 --> 00:51:00.520]   - I follow Maggie Haberman in the New York Time
[00:51:00.520 --> 00:51:04.040]   on her Instagram feed, and she's got adorable children.
[00:51:04.040 --> 00:51:05.720]   And I always put a comment saying,
[00:51:05.720 --> 00:51:09.000]   "Future young Republicans, drives her crazy."
[00:51:09.000 --> 00:51:10.960]   - Oh, I'm sure it does.
[00:51:10.960 --> 00:51:12.480]   But that's the thing is, again,
[00:51:12.480 --> 00:51:15.480]   people that listen to Tucker's show
[00:51:15.480 --> 00:51:16.680]   understand what he's saying,
[00:51:16.680 --> 00:51:17.920]   and that's that you have kids,
[00:51:17.920 --> 00:51:19.520]   you raise them to be conservative,
[00:51:19.520 --> 00:51:22.920]   not if you have kids, you have the state raise them
[00:51:22.920 --> 00:51:24.720]   to be liberals, or beyond that,
[00:51:24.720 --> 00:51:27.120]   you have the state raise them to be dependent.
[00:51:27.120 --> 00:51:28.400]   That's what it really is.
[00:51:28.400 --> 00:51:30.880]   The Democrats want you dependent on the welfare,
[00:51:30.880 --> 00:51:32.560]   dependent on the food stamps,
[00:51:32.560 --> 00:51:36.200]   dependent on them to deliver it to you,
[00:51:36.200 --> 00:51:38.400]   as opposed to a conservative message,
[00:51:38.400 --> 00:51:41.240]   which is, no, you need to be independent
[00:51:41.240 --> 00:51:43.560]   so that you can provide that for yourself,
[00:51:43.560 --> 00:51:45.000]   so that you can provide that for your family.
[00:51:45.000 --> 00:51:46.280]   You were actually saying, too,
[00:51:46.280 --> 00:51:49.000]   that you believe you're seeing some polls now
[00:51:49.000 --> 00:51:51.760]   that are indicating that African American youth
[00:51:51.760 --> 00:51:54.880]   are the approval for Trump amongst that,
[00:51:54.880 --> 00:51:57.320]   or the support for Trump amongst that demographic is soaring.
[00:51:57.320 --> 00:51:59.320]   You think that has to do with the Dennis Rodman,
[00:51:59.320 --> 00:52:00.160]   the Kanye West?
[00:52:00.160 --> 00:52:02.960]   - Particularly among young African males.
[00:52:02.960 --> 00:52:04.720]   Now, will they vote?
[00:52:04.720 --> 00:52:05.560]   Are they voters?
[00:52:05.560 --> 00:52:06.720]   That's an interesting question,
[00:52:06.720 --> 00:52:08.840]   but there's clearly a shift going on.
[00:52:08.840 --> 00:52:12.000]   That's why the ferocious attack on Kanye.
[00:52:12.000 --> 00:52:15.160]   That's why the ferocious attack on Dennis Rodman.
[00:52:16.280 --> 00:52:19.320]   People are coming off the plantation,
[00:52:19.320 --> 00:52:24.320]   and the Democratic left establishment
[00:52:24.320 --> 00:52:26.520]   doesn't like free thinking.
[00:52:26.520 --> 00:52:27.480]   They don't like the idea
[00:52:27.480 --> 00:52:30.000]   that these people can think for themselves.
[00:52:30.000 --> 00:52:33.400]   - And what does that typically result in?
[00:52:33.400 --> 00:52:35.040]   They leave the Democrat party.
[00:52:35.040 --> 00:52:39.280]   Now, you've got the senator from Tennessee,
[00:52:39.280 --> 00:52:41.320]   Bob Corker, running around.
[00:52:41.320 --> 00:52:43.960]   This is the same guy that got booed
[00:52:43.960 --> 00:52:46.680]   at Trump's rally in Tennessee.
[00:52:46.680 --> 00:52:50.680]   Bob Corker introduced Trump, got booed.
[00:52:50.680 --> 00:52:53.760]   Or no, no, no, I think it was actually Trump that maybe,
[00:52:53.760 --> 00:52:55.920]   I don't remember if Trump mentioned Bob Corker's name
[00:52:55.920 --> 00:52:56.880]   and they booed him,
[00:52:56.880 --> 00:53:00.000]   or if Corker came up to introduce Trump and they booed him.
[00:53:00.000 --> 00:53:01.800]   Either way, they booed Corker.
[00:53:01.800 --> 00:53:06.360]   It's comments like this from Bob Corker on CNN,
[00:53:06.360 --> 00:53:09.920]   which is why he gets booed by his own state.
[00:53:09.920 --> 00:53:12.660]   - You got a bunch of great-haired old guys
[00:53:12.660 --> 00:53:16.800]   that had their cult that controlled Washington for decades.
[00:53:16.800 --> 00:53:18.480]   Bob Corker was one of those.
[00:53:18.480 --> 00:53:20.840]   And people started realizing that Bob Corker was a fraud.
[00:53:20.840 --> 00:53:22.520]   He wasn't a real conservative.
[00:53:22.520 --> 00:53:23.360]   He wasn't doing what he promised.
[00:53:23.360 --> 00:53:25.440]   - So this is actually Ben Ferguson saying,
[00:53:25.440 --> 00:53:26.880]   "You know what, pull this down.
[00:53:26.880 --> 00:53:28.120]   "I misunderstood the clip here.
[00:53:28.120 --> 00:53:28.960]   "This is my mistake.
[00:53:28.960 --> 00:53:31.280]   "I misunderstood the clip, but here's the thing.
[00:53:31.280 --> 00:53:34.580]   "This narrative is actually going around
[00:53:34.580 --> 00:53:36.780]   "that Trump voters are in a cult."
[00:53:36.780 --> 00:53:40.040]   I bet you could plug that into SEO right now,
[00:53:40.040 --> 00:53:41.960]   and you'll see that there's multiple people saying
[00:53:41.960 --> 00:53:44.640]   that Trump supporters are in a cult.
[00:53:44.640 --> 00:53:47.120]   They're the, this is amazing, Roger.
[00:53:47.120 --> 00:53:49.080]   Everything they say about us, it's them.
[00:53:49.080 --> 00:53:50.680]   They're the ones that colluded with Russia.
[00:53:50.680 --> 00:53:52.060]   They're the ones that are racist.
[00:53:52.060 --> 00:53:53.680]   They're the ones that are in a cult.
[00:53:53.680 --> 00:53:56.640]   - Well, in this case, there are certain established
[00:53:56.640 --> 00:53:59.440]   Republicans who don't understand that Trumpism
[00:53:59.440 --> 00:54:01.640]   is larger than the Republican Party.
[00:54:01.640 --> 00:54:04.320]   And in every one of their states, believe me,
[00:54:04.320 --> 00:54:06.840]   Donald Trump is more popular in Tennessee
[00:54:06.840 --> 00:54:09.680]   than Robert Corker is in Tennessee.
[00:54:09.680 --> 00:54:12.120]   And this is also true with Ben Sasse
[00:54:12.120 --> 00:54:14.600]   in Nebraska, for example.
[00:54:14.600 --> 00:54:18.800]   So every Republican president has remade the party
[00:54:18.800 --> 00:54:23.160]   in their own image, Lincoln, Eisenhower, Reagan, and so on.
[00:54:23.160 --> 00:54:25.080]   And so it is true with Trump.
[00:54:25.080 --> 00:54:27.240]   So what Corker is really complaining about
[00:54:27.240 --> 00:54:30.820]   is the fact that Trump is more popular than he is,
[00:54:30.820 --> 00:54:35.820]   and that his, and then that his establishment colleagues are.
[00:54:35.820 --> 00:54:37.440]   - So the crew just found it.
[00:54:37.440 --> 00:54:39.360]   It was Trump who mentioned Bob Corker.
[00:54:39.360 --> 00:54:40.600]   They all booed.
[00:54:40.600 --> 00:54:42.400]   And Bob Corker did say the GOP
[00:54:42.400 --> 00:54:44.120]   is becoming cult-like under Trump.
[00:54:44.120 --> 00:54:46.920]   You know, Roger, here's what I think one of the problems is,
[00:54:46.920 --> 00:54:50.240]   or one of the, it's like, there's such a disdain
[00:54:50.240 --> 00:54:52.600]   and hatred for the Republican Party,
[00:54:52.600 --> 00:54:57.360]   not just amongst the left and Democrats, which, okay,
[00:54:57.360 --> 00:54:59.480]   but there's also a disdain for the Republican Party
[00:54:59.480 --> 00:55:01.280]   amongst many centrists.
[00:55:01.280 --> 00:55:04.920]   And I think it's because they see the R behind Trump's name,
[00:55:04.920 --> 00:55:08.360]   they have this distaste for Donald Trump,
[00:55:08.360 --> 00:55:09.840]   but they don't understand,
[00:55:09.840 --> 00:55:12.840]   he ran under the Republican Party
