[00:00.000 --> 00:20.000]  Music
[1:29:36.400 --> 1:29:47.280]  Slingbow products are compact and models start from just 1798. They're perfect for your bug out bag or storing in your vehicle. Give yourself and your loved ones the excitement and tradition of slingbow.
[1:29:47.280 --> 1:29:54.480]  A new frontier in archery and truly modern twist on this primitive survival tool. Feel the thrill only at slingbow.com.
[1:30:17.600 --> 1:30:25.040]  you created the ingredients like coconut oil, vitamin E and the incredible silver salt formula. Info wars,
[1:30:25.040 --> 1:30:30.880]  silver cream works triple duty supporting the beautifying and protecting of the skin in a fast,
[1:30:30.880 --> 1:30:36.640]  non greasy formula, small and easily stored. It can support dry and damaged skin to reduce
[1:30:36.640 --> 1:30:41.360]  fine lines and wrinkles while smoothing and softening calluses with none of the harmful
[1:30:41.360 --> 1:30:46.400]  ingredients found in other formulas. You can be sure this silver cream is hard at work promoting
[1:30:46.400 --> 1:30:55.200]  the healing of your skin. Don't miss out on the new silver salt powered can't miss formula. Get the info wars super silver cream today.
[1:30:59.200 --> 1:31:06.240]  Cobra commander here reminding you to not own firearms, to not take supplements, to not get
[1:31:06.240 --> 1:31:14.080]  sunshine and to not love Jesus and of course do not get storable foods or any other types of colloidal
[1:31:14.080 --> 1:31:25.760]  nano silver at infowarstore.com. Do not do it. Trust CNN, trust MSNBC, drink fluoridated water
[1:31:25.760 --> 1:31:33.440]  just like the loving kiss of a king cobra pumping deadly, I mean loving helpful nutrients in
[1:31:33.440 --> 1:31:44.960]  your body. Hug the copra, love the copra, kiss the copra, but never, never go to info wars.com
[1:31:44.960 --> 1:31:53.600]  or info wars store.com. Do not order those products. Silence, don't sell it.
[1:31:56.960 --> 1:32:01.760]  Don't be a victim. If you're worried about the coronavirus exercise but not too hard because
[1:32:01.760 --> 1:32:06.000]  that can lower your immune system. Drink extra purified clean water so that no toxins weigh you
[1:32:06.000 --> 1:32:10.000]  down. Get plenty of hydration, prayer and meditation has been proven to make you healthier. Get plenty
[1:32:10.000 --> 1:32:14.800]  of vitamin C, get plenty of vitamin D3 which is fish oil, take your colloidal silver, all of it.
[1:32:14.800 --> 1:32:20.240]  That's what allows you to be healthier and get plenty of sleep. We have sold out of the 16 ounce
[1:32:20.240 --> 1:32:24.480]  immune gargle that has the nano silver that Pat did and documented and even admitted and
[1:32:24.480 --> 1:32:29.680]  documents we've shown to go after this whole corona SARS family. A virus we're almost sold out of the
[1:32:29.680 --> 1:32:33.520]  one ounce spray bottles. That'll be sold out a couple days and we're about a week and a half or so
[1:32:33.520 --> 1:32:37.920]  the super silver three ounce bottles. Great to have period really good for your gums, really great
[1:32:37.920 --> 1:32:41.920]  for your teeth. We also have the super silver in our whitening toothpaste. Again we're the only
[1:32:41.920 --> 1:32:45.360]  folks allowed to private label or make our own products with this top nanotech company based
[1:32:45.360 --> 1:32:48.960]  here in the U.S. that's in all these Homeland Security documents and everything because we get
[1:32:48.960 --> 1:32:52.880]  the best stuff. There's a lot of patriots. There's not just bad guys coming after us with the flip
[1:32:52.880 --> 1:33:01.920]  side of all the good guys and good gals. It's very exciting. You're listening to the Alex Jones show.
[1:33:01.920 --> 1:33:26.960]  He aligns himself with the truth and it's time for you to choose a side. You're listening to Alex Jones.
[1:33:31.920 --> 1:33:39.040]  There's a lot of big news breaking right now. And we're just seeing how evil the left is
[1:33:40.880 --> 1:33:46.480]  and it makes my head spin. They've gotten away with so much. You know I set out,
[1:33:46.480 --> 1:33:53.040]  opened the phones up and I haven't done that. We have Dr. Sherry Tenpenny joining us as well.
[1:33:53.040 --> 1:33:59.920]  She's been a big vaccine reporter. She's not even against vaccines. She's just been against the
[1:33:59.920 --> 1:34:06.480]  mass of damages. She's seen come from them and the cover-ups of those damages. She's going to be
[1:34:06.480 --> 1:34:12.000]  joining us in the next hour. But right now, I'd like to go right to your phone calls.
[1:34:14.000 --> 1:34:18.000]  First-time callers, long-time callers, callers of the degree, callers of the disagree.
[1:34:18.560 --> 1:34:24.080]  What do you make of the left celebrating pro-Trump Ryan Newsom's horrific crash hoping he dies?
[1:34:24.080 --> 1:34:29.840]  What do you make of Virginia Dems abandoned blackface Ralph Northam joined Republicans to stop gun
[1:34:29.840 --> 1:34:36.240]  control and shoot down the bill that would have confiscated all semi-autos? What do you make of
[1:34:36.240 --> 1:34:43.040]  all the huge coronavirus developments? Ten plagues that are hitting our planet simultaneously.
[1:34:43.040 --> 1:34:47.600]  I'll hit that start of the next segment. Michael Bloomberg and all the clips I haven't even gotten
[1:34:47.600 --> 1:35:00.080]  to. Bash's farmers says they're stupid blue-collar workers as primitive idiots in unearthed video.
[1:35:03.040 --> 1:35:04.960]  Do you have any idea how hard farming is?
[1:35:07.920 --> 1:35:12.480]  But again, this is just a robot who was just given the technocracy by the establishment
[1:35:12.480 --> 1:35:19.360]  because he's a soulless ghoul. Bloomberg supports death panels to decrease healthcare costs.
[1:35:19.360 --> 1:35:27.360]  Says kill all ladies just like Bill Gates. Another soulless creature. New witness corroborates
[1:35:27.360 --> 1:35:32.400]  accusation that Mike Bloomberg would tell pregnant employees just quote kill it. He says we'll make
[1:35:32.400 --> 1:35:41.120]  more money if you just kill your baby. What a freak. Bloomberg says young black Latino men
[1:35:41.120 --> 1:35:48.320]  don't know how to behave in the workplace. Truth is that yes, a high percentage of the crime is blacks
[1:35:48.320 --> 1:35:53.440]  and Hispanics, but it's mainly men killing each other in a form of old western bravada.
[1:35:55.200 --> 1:36:02.400]  But it's not the majority or even a large minority doing it. He just says blacks and
[1:36:02.400 --> 1:36:06.960]  Latino men are bad period. That's what they said Trump said. He never said that. There's a lot of
[1:36:06.960 --> 1:36:10.400]  great people coming over. We just got to check people. There's a lot of criminals and bad people
[1:36:10.400 --> 1:36:15.440]  coming across too. Yeah, anybody knows that. Let's see. Bloomberg saying what they actually
[1:36:15.440 --> 1:36:22.000]  said Trump said but never said. But he's the front runner along with the judge of the booty
[1:36:22.560 --> 1:36:30.160]  because oh, did you see booty? Kissed that other nerd. Two nerdly dudes, two corporate guys. Look,
[1:36:30.160 --> 1:36:38.880]  we kiss. Oh my gosh, guys kissed. You need to run everything right now, booty judge. I mean I
[1:36:38.880 --> 1:36:41.600]  judge my booty, booty judge. I
[1:36:44.480 --> 1:36:48.880]  only are present as you kiss another dude. Just the way it works. Meanwhile,
[1:36:50.320 --> 1:36:57.120]  Boy Scouts filed for bankruptcy amid sex abuse lawsuits. Boy Scouts of America said today it
[1:36:57.120 --> 1:37:02.960]  had filed chapter 11 bankruptcy following a slew of child sexual abuse lawsuits. Let's see now.
[1:37:02.960 --> 1:37:10.720]  Now, there'll be proper law firms that will take over and settle if they just let certain LGBT
[1:37:11.760 --> 1:37:17.200]  prepito manage them. That's how the same groups took over the Catholic Church.
[1:37:19.520 --> 1:37:25.760]  They were the groups five years ago seeing inhale the Boy Scouts of America handing out condoms
[1:37:26.800 --> 1:37:30.400]  to seven year olds and saying have fun in your tent.
[1:37:30.400 --> 1:37:38.480]  Wow. How about it's like handing out vibrators and lubrication to seven year old girls.
[1:37:39.680 --> 1:37:44.800]  This is what, well, they're boys. We're going to chop their balls off. They're transgender.
[1:37:44.800 --> 1:37:49.200]  They can take it. Get in there and be tough, son. You're going to get your
[1:37:51.840 --> 1:37:59.280]  anal scout badge from your 20 year old Boy Scout instructor. I mean, I'm sorry.
[1:37:59.280 --> 1:38:04.960]  That's what we do in America now. We chop our son's genitals off. We give them condoms and say
[1:38:04.960 --> 1:38:11.120]  get in that tent and learn how to give a blow job right now or you're not liberal.
[1:38:11.120 --> 1:38:13.120]  And the parents about them, they go, well, we better.
[1:38:15.200 --> 1:38:19.280]  We better capitulate and you drive through churches all over Austin. First Methodist,
[1:38:19.280 --> 1:38:25.920]  you name it, big giant rainbow flags flying captured. But it doesn't mean they're captured for,
[1:38:25.920 --> 1:38:30.400]  you know, same sex folks to go there. It means we're going to teach your five year old
[1:38:31.760 --> 1:38:41.760]  how to suck a mean ding dong. Because that's what the churches are now is pervert command basis.
[1:38:41.760 --> 1:38:45.840]  Pedophilia centers. You want to go find pedophilia? Go to a church.
[1:38:46.800 --> 1:38:49.440]  You want to find devil worship? Go to a church.
[1:38:51.600 --> 1:38:54.480]  You want to get your son molested? Go to the Boy Scouts.
[1:38:54.480 --> 1:38:57.920]  That doesn't mean there aren't good scout groups all over the country. It was a good group.
[1:38:57.920 --> 1:39:03.200]  The left came in and said, we're going to take this over and out the condoms,
[1:39:04.080 --> 1:39:10.480]  sit in our operatives. And then at first, people go, my gosh, this, you just gave a seven year
[1:39:10.480 --> 1:39:17.360]  old, eight year old, hepatitis will give them condoms. Okay, just don't tell anybody condoms,
[1:39:17.360 --> 1:39:29.520]  boys. And then once they've got you compromised, the whole operation belongs to them.
[1:39:31.120 --> 1:39:39.360]  Mission completed. Another organization captured by Cobra by the snake.
[1:39:39.360 --> 1:39:49.040]  And in the future, if you don't sterilize your sons and daughters, you won't get your digital
[1:39:49.040 --> 1:39:57.680]  credits. But if you do, oh, the credits are your liberal. Brian Stelter will praise you.
[1:39:59.920 --> 1:40:03.280]  And don't we all want that? Isn't that the fulfillment, the universe like
[1:40:03.280 --> 1:40:14.240]  Brian Stelter, praise me, I have become someone. They want to make you worship a stunted, ugly,
[1:40:14.240 --> 1:40:23.200]  demonic demon. They want you to bow to him and learn to serve him well, like Avinati and all
[1:40:23.200 --> 1:40:29.520]  the rest of them. All right, we're going to come back, toll free number to join us, 877-789, Alex.
[1:40:29.520 --> 1:40:40.480]  877-789-2539, 877-789-2539 international line, country code 512-646-1776.
[1:40:42.080 --> 1:40:44.960]  Who knew that such numbers could be so politically incorrect?
[1:40:47.040 --> 1:40:50.880]  Separately, it is your funding of this operation makes it all possible,
[1:40:50.880 --> 1:40:56.720]  plus humanity sitting on top of giant time bomb. We're hoping to fix things peacefully and hoping
