whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:47:47.040 --> 00:47:49.480]   during the 27-hour live.
[00:47:49.480 --> 00:47:51.680]   I say 27, 'cause it's not really 24.
[00:47:51.680 --> 00:47:54.320]   When my show starts over at 11 a.m. Friday,
[00:47:54.320 --> 00:47:56.240]   I'll then do that show as well.
[00:47:56.240 --> 00:48:00.680]   So just an amazing guest, multiple guests,
[00:48:00.680 --> 00:48:01.960]   you know, every hour or so.
[00:48:01.960 --> 00:48:04.720]   Some guests like Celente will be more than an hour.
[00:48:04.720 --> 00:48:06.360]   It's gonna be power-packed,
[00:48:06.360 --> 00:48:09.640]   the fourth annual 2011 Money Bomb.
[00:48:09.640 --> 00:48:12.200]   So check that out at infowarsmoneybomb.com.
[00:48:12.200 --> 00:48:13.840]   Make sure donating now if you want.
[00:48:13.840 --> 00:48:15.480]   We normally raise about $100,000
[00:48:15.480 --> 00:48:16.800]   by the time it kicks off.
[00:48:16.800 --> 00:48:21.000]   500,000 is our goal, so we can hire a couple more IT people,
[00:48:21.000 --> 00:48:22.280]   get some other sites launched.
[00:48:22.280 --> 00:48:24.280]   We wanna get launched a couple new reporters
[00:48:24.280 --> 00:48:26.520]   and a bunch of equipment we've gotta get,
[00:48:26.520 --> 00:48:27.680]   just a lot of things like that.
[00:48:27.680 --> 00:48:29.840]   And that's why we built this organization.
[00:48:29.840 --> 00:48:33.720]   And it takes a lot of devalued dollars to get the job done.
[00:48:33.720 --> 00:48:36.640]   So infowarsmoneybomb.com,
[00:48:36.640 --> 00:48:38.800]   and also when you buy books and videos and tapes
[00:48:38.800 --> 00:48:41.480]   and things like "Bloodlines of the Illuminati,"
[00:48:41.480 --> 00:48:43.760]   you not only support our operation at the online bookstore,
[00:48:43.760 --> 00:48:45.680]   but you support the writers and researchers
[00:48:45.680 --> 00:48:48.080]   like Fritz Springmeier, political prisoner.
[00:48:48.080 --> 00:48:51.600]   Also, 'cause they're in here telling me to plug this,
[00:48:51.600 --> 00:48:53.600]   I think Cade actually designed this,
[00:48:53.600 --> 00:48:54.840]   one of our graphics people.
[00:48:54.840 --> 00:48:55.680]   I love it.
[00:48:55.680 --> 00:48:59.720]   It says, "Ideas are bulletproof, we the people."
[00:48:59.720 --> 00:49:03.600]   And then it's got Article I inside the seal
[00:49:03.600 --> 00:49:04.720]   to the First Amendment.
[00:49:04.720 --> 00:49:07.680]   "Ideas are bulletproof, we the people."
[00:49:07.680 --> 00:49:08.800]   People say, "What does that mean?"
[00:49:08.800 --> 00:49:10.120]   Well, the First Amendment.
[00:49:10.120 --> 00:49:13.440]   And on the back, infowars.com,
[00:49:13.440 --> 00:49:15.720]   a really original designer t-shirt
[00:49:15.720 --> 00:49:18.120]   available at infowars.com.
[00:49:18.120 --> 00:49:19.280]   And we couldn't have done any of this
[00:49:19.280 --> 00:49:22.760]   without all of you out there supporting the transmission.
[00:49:22.760 --> 00:49:26.120]   Also, in closing, with the plug here, don't forget,
[00:49:26.120 --> 00:49:27.920]   because the guys were asking, "Will we do this forever?"
[00:49:27.920 --> 00:49:30.400]   And I doubt it.
[00:49:30.400 --> 00:49:31.720]   I think it's gonna be a seasonal thing,
[00:49:31.720 --> 00:49:34.280]   'cause we have another special we like to run
[00:49:34.280 --> 00:49:35.360]   where you sign up for a year,
[00:49:35.360 --> 00:49:37.040]   you can get five and a half months free.
[00:49:37.040 --> 00:49:38.800]   It basically comes out to get almost half a year free
[00:49:38.800 --> 00:49:40.120]   when you sign up for that thing
[00:49:40.120 --> 00:49:41.480]   we always do around Christmas.
[00:49:41.480 --> 00:49:44.520]   But right now we're running a 15-day free trial.
[00:49:44.520 --> 00:49:47.080]   15-day free trial.
[00:49:47.080 --> 00:49:48.960]   I think it'll probably, I haven't decided yet,
[00:49:48.960 --> 00:49:53.360]   but it's gonna run at least into part of November.
[00:49:53.360 --> 00:49:55.480]   15-day free trial, prisonplanet.tv,
[00:49:55.480 --> 00:49:57.880]   the nightly news, all my films, my book,
[00:49:57.880 --> 00:49:59.040]   Paul Watson's book,
[00:49:59.040 --> 00:50:01.360]   the high-quality commercial-free podcast,
[00:50:01.360 --> 00:50:03.440]   all of our stuff going back almost nine years,
[00:50:03.440 --> 00:50:07.080]   prisonplanet.tv, 5.95 a month.
[00:50:07.080 --> 00:50:09.840]   But right now it's free, prisonplanet.tv,
[00:50:09.840 --> 00:50:11.800]   so easy to sign up there.
[00:50:11.800 --> 00:50:14.480]   Now, going back to political prisoner, Fritz Springmeier.
[00:50:14.480 --> 00:50:16.960]   You were talking about, "Hey, I've been on the other side,
[00:50:16.960 --> 00:50:18.680]   was it seven or eight years?"
[00:50:18.680 --> 00:50:20.680]   And you need to know what it's like,
[00:50:20.680 --> 00:50:21.720]   'cause a lot of you are probably
[00:50:21.720 --> 00:50:23.040]   gonna be going there as well.
[00:50:23.040 --> 00:50:25.240]   We have the biggest prison population in the world.
[00:50:25.240 --> 00:50:28.160]   They're setting up a martial law internal checkpoint grid
[00:50:28.160 --> 00:50:29.760]   with federal goon forces.
[00:50:29.760 --> 00:50:32.480]   They're training neighbors to spy on each other,
[00:50:32.480 --> 00:50:34.760]   jumbotrons saying, "Don't trust your neighbor."
[00:50:34.760 --> 00:50:39.120]   It's like a dystopic film, sci-fi horror movie.
[00:50:39.120 --> 00:50:42.640]   1984 meets Stephen King's "The Running Man,"
[00:50:42.640 --> 00:50:44.840]   meets "Brave New World,"
[00:50:44.840 --> 00:50:48.200]   meets "The Island of Dr. Maru."
[00:50:48.200 --> 00:50:50.160]   So please continue, Fritz Springmeier.
[00:50:50.160 --> 00:50:55.640]   - Yes, pulling together several of your questions,
[00:50:55.640 --> 00:50:59.800]   it would be appropriate to talk about prison.
[00:50:59.800 --> 00:51:02.440]   One of the benefits,
[00:51:02.440 --> 00:51:06.440]   one of the good things that my father had taught me
[00:51:06.440 --> 00:51:08.000]   was to think for myself.
[00:51:08.000 --> 00:51:09.160]   And so as a teenager,
[00:51:09.160 --> 00:51:12.480]   I knew that at some point I was going to bump
[00:51:12.480 --> 00:51:13.560]   into the system.
[00:51:13.560 --> 00:51:17.560]   There was a little plaque I put up on my door.
[00:51:17.560 --> 00:51:20.040]   It said, "When freedom fails,
[00:51:20.040 --> 00:51:22.520]   good men rot in filthy jails."
[00:51:22.520 --> 00:51:24.480]   And I told my sister, I said,
[00:51:24.480 --> 00:51:26.160]   "Because I think for myself,
[00:51:26.160 --> 00:51:29.280]   and I'm willing to do things about what I see,
[00:51:29.280 --> 00:51:32.000]   at some point I'm going to end up in prison."
[00:51:32.000 --> 00:51:34.560]   I knew that I was just going to bump heads
[00:51:34.560 --> 00:51:38.200]   with this established system at some point in my life,
[00:51:38.200 --> 00:51:39.720]   and eventually it happened.
[00:51:39.720 --> 00:51:43.320]   Wisdom is knowing what to do.
[00:51:43.320 --> 00:51:45.360]   Skill is knowing how to do it.
[00:51:45.360 --> 00:51:47.920]   And virtue is actually doing it.
[00:51:47.920 --> 00:51:50.520]   And some of your listeners out there
[00:51:50.520 --> 00:51:52.520]   are actually going to have the virtue
[00:51:52.520 --> 00:51:55.080]   of getting out there and doing things.
[00:51:55.080 --> 00:51:57.400]   And when they do, you know,
[00:51:57.400 --> 00:51:58.480]   when freedom fails,
[00:51:58.480 --> 00:52:00.600]   the best men rot in filthy jails.
[00:52:00.600 --> 00:52:04.320]   That's where a lot of them eventually will end up.
[00:52:04.320 --> 00:52:08.960]   So what happens when you go to a prison or jail?
[00:52:08.960 --> 00:52:11.120]   Well, two things, two things.
[00:52:11.120 --> 00:52:14.400]   One is, is you're going to suffer loss.
[00:52:14.400 --> 00:52:17.720]   And the other one is, is you're going to wait.
[00:52:17.720 --> 00:52:20.760]   And you'll be lucky if you don't lose everything.
[00:52:20.760 --> 00:52:21.840]   (laughs)
[00:52:21.840 --> 00:52:24.920]   And how long you wait, you don't know,
[00:52:24.920 --> 00:52:28.400]   because generally when you first get incarcerated,
[00:52:28.400 --> 00:52:31.320]   they don't tell you how long you're going to be in there
[00:52:31.320 --> 00:52:32.840]   and you haven't been sentenced.
[00:52:32.840 --> 00:52:34.040]   So as far as you know,
[00:52:34.040 --> 00:52:36.880]   you could be in there the rest of your life or die in there.
[00:52:36.880 --> 00:52:41.880]   So even a week in a jail can seem like a very long time.
[00:52:41.880 --> 00:52:47.680]   So that's what I would forewarn people about,
[00:52:47.680 --> 00:52:50.400]   because a lot of people, when they get into jail,
[00:52:50.400 --> 00:52:53.360]   they start stressing that they're losing stuff.
[00:52:53.360 --> 00:52:55.480]   And they start stressing that they don't know
[00:52:55.480 --> 00:52:58.200]   how much time they're going to be incarcerated.
[00:52:58.200 --> 00:52:59.720]   Let it go.
[00:52:59.720 --> 00:53:00.800]   It is what it is.
[00:53:00.800 --> 00:53:04.200]   And make the best of it and accept it.
[00:53:04.200 --> 00:53:09.200]   The best thing that can happen to get you through the time
[00:53:09.200 --> 00:53:13.000]   is to accept the reality that you've been incarcerated
[00:53:13.000 --> 00:53:14.680]   and start making the best of it.
[00:53:14.680 --> 00:53:18.760]   If you mentally fight the thing,
[00:53:18.760 --> 00:53:23.760]   you just go through proxisms of torture.
[00:53:25.160 --> 00:53:28.320]   Accept what's happened and then move on in life
[00:53:28.320 --> 00:53:29.760]   and make the best of it.
[00:53:29.760 --> 00:53:30.920]   And that's what we have to do.
[00:53:30.920 --> 00:53:32.640]   We have to take the good with the bad
[00:53:32.640 --> 00:53:33.680]   and make the best of it,
[00:53:33.680 --> 00:53:36.000]   like you've been trying to do with your show.
[00:53:36.000 --> 00:53:42.640]   I really love a lot of the things that you've done.
[00:53:42.640 --> 00:53:45.160]   I like your t-shirts that you're advertising,
[00:53:45.160 --> 00:53:48.040]   'cause I think part of the solution
[00:53:48.040 --> 00:53:50.920]   is we've got to laugh.
[00:53:50.920 --> 00:53:55.920]   I mean, you've got tyranny, legalized freedom t-shirt.
[00:53:55.920 --> 00:54:00.640]   That's humorous.
[00:54:00.640 --> 00:54:03.400]   That's part of the answer.
[00:54:03.400 --> 00:54:09.600]   I hope your listeners out there buy these kinds of things
[00:54:09.600 --> 00:54:13.960]   and walk around and get some chuckles.
[00:54:13.960 --> 00:54:16.720]   - Well, I think what you're getting at here
[00:54:16.720 --> 00:54:18.680]   is don't let it crush your spirit
[00:54:18.680 --> 00:54:20.880]   and use it as a learning experience
[00:54:20.880 --> 00:54:24.240]   and feel sorry for the people that are in there
[00:54:24.240 --> 00:54:28.280]   feeding you GMO and soy-based food
[00:54:28.280 --> 00:54:29.960]   and enjoying your pain
[00:54:29.960 --> 00:54:34.960]   because they are hurting themselves, hurting their soul,
[00:54:34.960 --> 00:54:39.280]   literally tying heavy weights and chains around themselves
[00:54:39.280 --> 00:54:42.400]   in God's eyes and really waiting themselves down
[00:54:42.400 --> 00:54:44.400]   for the drop into Hades.
[00:54:44.400 --> 00:54:46.000]   But it's one thing to imagine it.
[00:54:46.000 --> 00:54:48.080]   You have lived through it, French.
[00:54:48.080 --> 00:54:50.120]   You lost a lot of weight.
[00:54:50.120 --> 00:54:51.040]   Why is that?
[00:54:51.040 --> 00:54:57.440]   - Well, halfway through my bit, I started exercising
[00:54:57.440 --> 00:55:03.400]   and it was intentional to lose the weight.
[00:55:03.400 --> 00:55:05.200]   I'm healthier.
[00:55:05.200 --> 00:55:08.720]   I've been exercising for the last five years
[00:55:08.720 --> 00:55:10.400]   on a regular basis.
[00:55:10.400 --> 00:55:13.960]   So I'm actually healthier than when I went in.
[00:55:13.960 --> 00:55:17.440]   That's one of the advantages.
[00:55:17.440 --> 00:55:21.640]   Like I say, I took the time that I had to do
[00:55:21.640 --> 00:55:25.400]   and I used it for good.
[00:55:25.400 --> 00:55:29.120]   While I was in there, I spent five years teaching GED.
[00:55:29.120 --> 00:55:33.640]   I got high school GED diplomas for a lot of the guys.
[00:55:33.640 --> 00:55:37.360]   I was using my time productively.
[00:55:37.360 --> 00:55:40.960]   And that's one of the things
[00:55:40.960 --> 00:55:42.640]   that I wanna encourage people to do
[00:55:43.240 --> 00:55:47.880]   is we've just gotta take the cards that we've been dealt
[00:55:47.880 --> 00:55:50.400]   and do the best we can with them.
[00:55:50.400 --> 00:55:52.400]   And of course, they're trying to deal us
[00:55:52.400 --> 00:55:54.440]   the worst cards that they can,
[00:55:54.440 --> 00:55:57.800]   but hey, it's not over until the fat lady
[00:55:57.800 --> 00:55:59.120]   in God's choir sings.
[00:55:59.120 --> 00:56:05.160]   - Well said, no, no, please continue.
[00:56:05.160 --> 00:56:11.600]   - Well, I think you and some of the other guys
[00:56:11.800 --> 00:56:13.640]   and some of the other people out there
[00:56:13.640 --> 00:56:16.520]   that are doing what you're doing
[00:56:16.520 --> 00:56:21.520]   are examples of what needs to be done.
[00:56:21.520 --> 00:56:26.440]   And that is, you're trying to make people self-sufficient,
[00:56:26.440 --> 00:56:29.360]   get people to think for themselves,
[00:56:29.360 --> 00:56:32.240]   get people to quit being a sheeple
[00:56:32.240 --> 00:56:35.040]   and think for themselves.
[00:56:35.040 --> 00:56:39.080]   And if we can win the hearts of the people,
[00:56:39.080 --> 00:56:41.600]   their minds and bodies will follow along.
[00:56:41.600 --> 00:56:47.680]   - Do you forgive the people that lied about you
[00:56:47.680 --> 00:56:50.000]   and persecuted you and put you in jail for,
[00:56:50.000 --> 00:56:51.440]   how many years was it, Fritz?
[00:56:51.440 --> 00:56:56.600]   - Well, I was given a 111 month sentence
[00:56:56.600 --> 00:56:59.880]   and I did eight years actual time.
[00:56:59.880 --> 00:57:04.720]   And then about a year ago, I was released.
[00:57:04.720 --> 00:57:08.680]   I was out for three months
[00:57:08.680 --> 00:57:11.240]   and then for no reason,
[00:57:11.240 --> 00:57:14.240]   at least they never gave me any specific reason,
[00:57:14.240 --> 00:57:18.560]   they just rearrested me and held me on a marshal's hold
[00:57:18.560 --> 00:57:21.840]   under investigation for another two and a half months
[00:57:21.840 --> 00:57:24.120]   and never charged me with anything.
[00:57:24.120 --> 00:57:27.400]   Like I say, never gave me a specific reason
[00:57:27.400 --> 00:57:29.920]   as to why they put me back into prison.
[00:57:29.920 --> 00:57:32.680]   And then they released me towards the end of March.
[00:57:32.680 --> 00:57:35.840]   So now I've been out for what,
[00:57:35.840 --> 00:57:39.080]   approximately seven months this last time.
[00:57:39.080 --> 00:57:41.840]   (dramatic music)
