[00:00:00.723 --> 00:00:02.325]  What's his name?
[01:48:02.977 --> 01:48:04.418]  No, what did Trump do on Sunday?
[01:48:04.418 --> 01:48:08.061]  I forget what he did.
[01:48:08.061 --> 01:48:10.602]  He tweeted about Obama wiretapping him.
[01:48:10.602 --> 01:48:11.743]  Oh yeah, he countered it, yeah.
[01:48:12.515 --> 01:48:14.436]  And then everybody all of a sudden forgot about it.
[01:48:14.436 --> 01:48:15.656]  That's what I just raised.
[01:48:15.656 --> 01:48:18.557]  They admitted they did it, and they say he's a liar.
[01:48:18.557 --> 01:48:22.578]  No, but Friday, this didn't even exist on Friday.
[01:48:22.578 --> 01:48:24.538]  Friday was all about Sessions and Russia.
[01:48:24.538 --> 01:48:25.998]  But it shows his power.
[01:48:25.998 --> 01:48:26.318]  Yeah.
[01:48:26.318 --> 01:48:27.939]  He's able just to change the subject.
[01:48:27.939 --> 01:48:31.160]  One tweet, no one even remembered about Jeff Sessions and everything.
[01:48:31.160 --> 01:48:34.300]  He's just better at manipulating the dumb media than they are.
[01:48:34.300 --> 01:48:36.261]  The only people that are coming out on Twitter
[01:48:37.179 --> 01:48:39.682]  And saying like, oh, I think Trump should get killed.
[01:48:39.682 --> 01:48:42.925]  They're only doing that to give themselves a little bit of fame.
[01:48:42.925 --> 01:48:44.887]  It's a little bit of, you know.
[01:48:44.887 --> 01:48:45.868]  It's still illegal.
[01:48:45.868 --> 01:48:47.209]  Like, oh, my God, did you know?
[01:48:47.209 --> 01:48:48.611]  I agree, but it's still illegal.
[01:48:48.611 --> 01:48:50.713]  Did you see what Billy 218 said?
[01:48:50.713 --> 01:48:51.794]  He said he would kill Trump.
[01:48:51.794 --> 01:48:52.374]  Oh, my God.
[01:48:52.374 --> 01:48:53.495]  Retweet that.
[01:48:53.495 --> 01:48:54.456]  Oh, my God.
[01:48:54.456 --> 01:48:55.377]  He deleted the tweet.
[01:48:55.377 --> 01:48:55.818]  Oh, my God.
[01:48:57.279 --> 01:48:59.623]  Yeah, but it's like, it's meaningless.
[01:48:59.623 --> 01:49:01.946]  Can we see who Billy 328 is, like our John Doe?
[01:49:01.946 --> 01:49:04.049]  We're not actually blaming Billy 328.
[01:49:04.049 --> 01:49:06.873]  No, but it's just, it's, it's... I bet there is one.
[01:49:06.873 --> 01:49:07.694]  It's fluff.
[01:49:07.694 --> 01:49:09.377]  It doesn't mean anything.
[01:49:09.377 --> 01:49:11.900]  All the hate and all that stuff, you know?
[01:49:13.090 --> 01:49:18.934]  It doesn't mean anything, because if it was all done face-to-face, it would change 100%.
[01:49:18.934 --> 01:49:23.797]  Like, if Hillary Clinton walked in the studio right now, what would you do?
[01:49:23.797 --> 01:49:25.718]  She looks like a corpse, I think, living dead.
[01:49:25.718 --> 01:49:27.139]  Yeah, but what would you do?
[01:49:27.139 --> 01:49:29.961]  You'd be cordial and you'd be nice to her.
[01:49:29.961 --> 01:49:31.622]  Don't you know it.
[01:49:31.622 --> 01:49:32.802]  You'll, hey, what's up?
[01:49:32.802 --> 01:49:34.804]  I'd say, my God, I've never seen a dead person living!
[01:49:35.844 --> 01:49:39.066]  Hey guys, can we pull up, I mean look, oh my god, did you see that new photo they released last week?
[01:49:39.066 --> 01:49:43.209]  Yeah, but still, you know, she's just an elderly lady, you know, and you know what?
[01:49:43.209 --> 01:49:45.830]  As much as you don't like her, she's still an American.
[01:49:45.830 --> 01:49:46.751]  She's an elderly dammit.
[01:49:46.751 --> 01:49:59.218]  And if, and if she was, if, if we got a nuclear attack and we, she was in this town and she came to here and needed help or needed shelter or anything, we would help her because that's what Americans do.
[01:49:59.218 --> 01:50:01.240]  And I learned that, I learned that in Iraq.
[01:50:01.900 --> 01:50:08.882]  Yeah, I've made enough money to not work anymore, but I'm supposed to be working, and I'm supposed to... Employing people!
[01:50:08.882 --> 01:50:15.004]  Yeah, and I pay all of them and pay all their taxes, and I don't ever want to step outside of that.
[01:50:15.004 --> 01:50:16.684]  I tried to for a little while.
[01:50:16.684 --> 01:50:20.785]  I tried to be this big Hollywood guy, and I was... And those fake people burned you.
[01:50:20.785 --> 01:50:27.307]  And it blew up in my face, and now I'm right back where I belong, working at my shop, working on my wife's race car, and that's...
[01:50:28.147 --> 01:50:29.068]  This is a business.
[01:50:29.068 --> 01:50:30.889]  The mainstream media is a business.
[01:50:30.889 --> 01:50:32.390]  It's there to make money.
[01:50:32.390 --> 01:50:44.357]  So if CNN can fill their whole programming schedule with 90% anti-Trump stuff, then the advertisers and people that lean to that left, they can come and advertise there.
[01:50:44.357 --> 01:50:45.198]  No, that's it.
[01:50:45.198 --> 01:50:45.718]  That's it.
[01:50:45.718 --> 01:50:46.899]  And it's money.
[01:50:46.899 --> 01:50:57.085]  If nobody watched that stuff and nobody cared, and people didn't like, you know, it's like when we drive past a car accident, your foot automatically comes off the gas pedal because you're like,
[01:50:57.185 --> 01:50:59.208]  Oh man, look, that's really messed up.
[01:50:59.208 --> 01:51:00.831]  So they just keep creating car accidents.
[01:51:00.831 --> 01:51:06.801]  So the more sensational thing they say, it doesn't mean it's true, it doesn't mean it holds any water, it's just a business.
[01:51:06.801 --> 01:51:07.923]  I want to expand on that.
[01:51:10.325 --> 01:51:10.685]  I don't know.
[01:51:31.477 --> 01:51:43.348]  I think you have to find some kind of inner strength to be a dad and be a good parent and walk past all that stuff with your kids and keep their eyes looking forward and not take it personal.
[01:51:43.348 --> 01:51:50.455]  I look at all the stuff that happens now and it's so blatantly obvious to me how
[01:51:52.257 --> 01:51:53.678]  It's just for money.
[01:51:53.678 --> 01:52:14.519]  You know I think once you twist your mind around to realize like oh that's exactly and then once you get that we have a sell magazines and page views and clicks but what I'm saying is once you get that Trump after all this knows how it works is literally trying to transfer the wealth we produce back to us and a wealth transfer he's actually trying with classical stuff to
[01:52:15.299 --> 01:52:17.321]  Some of the Secret Service guys, you know what?
[01:52:17.321 --> 01:52:18.001]  He's a worker.
[01:52:18.001 --> 01:52:18.801]  He's a hard worker.
[01:52:18.801 --> 01:52:24.225]  And that's what, if my tax, if I'm working and paying taxes, and I'm paying a president, I want that.
[01:52:24.225 --> 01:52:26.026]  Well go ahead and tell us what your sources say.
[01:52:26.026 --> 01:52:28.127]  He works 18 hours a day.
[01:52:28.127 --> 01:52:31.489]  Obama was, got in about 10 a.m.
[01:52:31.489 --> 01:52:34.251]  every day and left before 6 p.m.
[01:52:34.251 --> 01:52:35.892]  The guys say that he's there
[01:52:37.012 --> 01:52:38.174]  At 6 a.m.
[01:52:38.174 --> 01:52:43.340]  every day since Inauguration Day and doesn't leave until 10, 30, 11 at night.
[01:52:43.340 --> 01:52:49.427]  The thing that people need to realize like there is no right or left or exactly.
[01:52:49.427 --> 01:52:53.352]  Everybody has to come together as Americans and it's like instead of
[01:52:54.013 --> 01:52:56.476]  You know, people are complainers.
[01:52:56.476 --> 01:52:57.417]  Let's just complain.
[01:52:57.417 --> 01:53:06.767]  I'm going to complain that Trump won, and I'm going to complain that I think Russia did it because there's no possible way that he could be successful enough to win on his own.
[01:53:06.767 --> 01:53:08.749]  It had to be some kind of scam or trick.
[01:53:08.749 --> 01:53:09.871]  Well, let's raise that.
[01:53:09.871 --> 01:53:12.113]  No, but I'm going to complain about it.
[01:53:12.113 --> 01:53:13.795]  So I think instead of complaining,
[01:53:14.895 --> 01:53:24.441]  Go do something about it, you know, like that circle around you of people that you can help, like homeless people or go to, you know, help disadvantaged people.
[01:53:24.441 --> 01:53:24.881]  Exactly.
[01:53:24.881 --> 01:53:28.163]  Don't blame Trump for why you claim the world has all these problems.
[01:53:28.163 --> 01:53:29.263]  That's my biggest question.
[01:53:29.263 --> 01:53:35.987]  Instead of complaining that Trump doesn't support women or Trump does this or everybody did that.
[01:53:35.987 --> 01:53:39.209]  And, you know, what what do you do?
[01:53:39.209 --> 01:53:40.390]  You know, what do you do?
[01:53:40.390 --> 01:53:42.151]  And like someone kind of
[01:53:43.635 --> 01:54:02.307]  I made a comment and got a bunch of crap about it about the women's march that I said, hey, wouldn't it be great if all these women marching, if they channeled their energy and put that kind of energy and manpower to helping the homeless and vets in this country.
[01:54:02.307 --> 01:54:07.310]  And someone said, like, you know, well, what have you done for the homeless?
[01:54:07.310 --> 01:54:08.330]  Like a bunch of people said.
[01:54:08.330 --> 01:54:08.831]  They didn't know.
[01:54:09.611 --> 01:54:18.718]  I'm like, well, you know, I founded the biggest homeless shelter in the city of Long Beach in like 2002 and put over 3,000 people in permanent housing.
[01:54:18.718 --> 01:54:25.042]  And when I left Long Beach, I gave my 50,000 square foot building and it became, it's the Long Beach Rescue Mission now.
[01:54:25.042 --> 01:54:29.885]  And it like, you go back and all the people that asked what I did, they all deleted their tweets.
[01:54:29.885 --> 01:54:37.431]  Look at the freaking out and crazy and all these, you know, like Trump saying okay to the kids of the White House and saying that's a Nazi symbol.
[01:54:38.519 --> 01:54:45.303]  They now have become Alex Jones, and Alex Jones has now become mainstream media.
[01:54:45.303 --> 01:54:48.485]  Like, you're now a legitimate news source.
[01:54:48.485 --> 01:54:49.385]  Compared to them?
[01:54:49.385 --> 01:54:49.906]  Yeah.
[01:54:49.906 --> 01:54:51.667]  They're now totally making stuff up.
[01:54:51.667 --> 01:54:52.787]  Not saying I'm not.
[01:54:52.787 --> 01:54:56.610]  I get it, but they would always misrepresent what I was saying in the media.
[01:54:56.610 --> 01:54:56.870]  Yeah.
[01:54:56.870 --> 01:55:00.832]  I mean, Colbert two weeks ago had me say, I'm anti-gay.
[01:55:00.832 --> 01:55:02.813]  I said I'm not anti-gay in the clip.
[01:55:02.813 --> 01:55:03.594]  They just don't care.
[01:55:06.263 --> 01:55:07.784]  So what do you do about stuff like that?
[01:55:07.784 --> 01:55:08.485]  Just ignore it?
[01:55:08.485 --> 01:55:10.686]  I think they'll keep hitting that button.
[01:55:10.686 --> 01:55:16.310]  Hitting the, you know, the fake news, extreme, get viewership button.
[01:55:16.310 --> 01:55:19.012]  And you can only do it so many times before it doesn't work.
[01:55:19.012 --> 01:55:20.333]  Well, their ratings are way down.
[01:55:20.333 --> 01:55:21.834]  They're a shadow of them former selves.
[01:55:21.834 --> 01:55:22.835]  All our ratings are way up.
[01:55:23.175 --> 01:55:37.672]  I reached out to him and I really respected that, like, hey, he has a multi-million dollar paying job as one of the biggest reality television shows, The Apprentice, and he chose to give them the finger and say, hey, you know what?
[01:55:37.672 --> 01:55:39.914]  I really care about this country and if you guys are going to
[01:55:40.955 --> 01:55:45.417]  Uh, fire me purely for political reasons, then you can stick it.
[01:55:45.417 --> 01:55:51.520]  And I, like, that day I reached out to him and told him, I said, hey man, you have my support 100%.
[01:55:51.520 --> 01:56:02.986]  Like, to lay it all on the line and sacrifice, you know, money for what's in your heart, that always gets... And then you tweeted in Facebook, because I remember seeing it in the news, Jesse James wants Donald Trump to run.
[01:56:05.107 --> 01:56:09.549]  That's got to feel good now, because 50 days in, best jobs numbers since 1984.
[01:56:09.549 --> 01:56:13.771]  I mean, America is open for business and people want a piece of this.
[01:56:13.771 --> 01:56:14.772]  Yeah, it's good.
[01:56:14.772 --> 01:56:20.555]  I mean, I've been saying it ever since the first time I went to Iraq when Bush Jr.
[01:56:20.555 --> 01:56:21.755]  was president.
[01:56:21.755 --> 01:56:31.360]  You know, seeing the troops and spending time with people in harm's way, it kind of told me, it's like, wow, this country, you know, I grew up as a kid in the Reagan era.
[01:56:32.020 --> 01:56:37.643]  You know, say what you will, a lot of people hate Reagan, a lot of people, more people love him, but he was a patriot.
[01:56:37.643 --> 01:56:39.163]  Well, idiots hate Reagan.
[01:56:39.163 --> 01:56:42.124]  He was out to help the country and out to help the average person.
[01:56:42.124 --> 01:56:49.568]  And he was a patriot and believed in patriotism and like the symbol of that flag and everything that it represented meant something to him.
[01:56:49.568 --> 01:56:54.590]  And I, I always felt, you know, for the last decade that we need someone that's a patriot.
[01:56:54.590 --> 01:56:56.691]  We need someone that really loves this country.
[01:56:56.691 --> 01:57:01.093]  And I think that's, you know, you look at eight years with Obama and, you know.
[01:57:02.432 --> 01:57:07.037]  I don't really feel strongly that he has a super strong love for his country.
[01:57:07.037 --> 01:57:14.305]  I feel like he has an ulterior motive of trying to make himself into like the American Nelson Mandela.
[01:57:14.305 --> 01:57:15.186]  Well sure, exactly.
[01:57:15.186 --> 01:57:16.948]  He wants to be the guy that conquered America.
[01:57:16.948 --> 01:57:21.193]  You know, he's not for the working class or for the little guy or for... he's a Harvard guy.
[01:57:28.123 --> 01:57:29.606]  I think so.
