[00:00:00.071 --> 00:00:00.318]  Okay.
[01:27:34.463 --> 01:27:37.527]  They bring their kid, the kid's like crying in every video.
[01:27:37.527 --> 01:27:40.751]  And they put him in the weird man's lap as the man sharks out and goes...
[01:27:46.202 --> 01:27:48.584]  Because they're putting the kid in a demon's lap.
[01:27:48.584 --> 01:27:49.505]  This is a ritual.
[01:27:49.505 --> 01:27:50.586]  This is a bail ritual.
[01:27:50.586 --> 01:27:52.748]  Next, it's a big fiery plate.
[01:27:52.748 --> 01:27:57.051]  They burn the children and then rip the meat off on a big barbecue platter.
[01:27:57.051 --> 01:27:58.332]  Done all over the world.
[01:27:58.332 --> 01:27:59.914]  This thing manifests.
[01:27:59.914 --> 01:28:03.857]  And so, bringing the children, and the women are all bozoed out and crazy.
[01:28:03.857 --> 01:28:07.019]  Now there's poor little Desmond with the convicted murderer on video.
[01:28:07.019 --> 01:28:09.742]  With the Rohibiton on the back, with an image of a little girl skipping rope.
[01:28:09.742 --> 01:28:13.645]  It's all, we got your kids, we captured them, we got them.
[01:28:13.645 --> 01:28:14.466]  We got them!
[01:28:15.407 --> 01:28:15.487]  Woo!
[01:28:15.487 --> 01:28:33.831]  And you notice the women automatically, when the men stand up and say, hey, this is child abuse, the women go, AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
[01:28:35.841 --> 01:28:38.823]  Demons over the babies they only had to have their will over.
[01:28:38.823 --> 01:28:40.964]  Especially the little boys.
[01:28:40.964 --> 01:28:43.666]  They'll have, they'll defeat that male energy.
[01:28:43.666 --> 01:28:46.108]  They'll pull it down!
[01:28:46.108 --> 01:28:50.951]  Pieces of spiritual gold they're given by their masters.
[01:28:50.951 --> 01:28:56.015]  These people are so dead inside, the only time they feel alive is when they're draining the energy off children.
[01:28:56.215 --> 01:29:01.298]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[01:29:01.298 --> 01:29:06.641]  Like you, I was a prisoner of the Alt-Left Sanctuary State until one day I chose to leave my family to freedom.
[01:29:06.641 --> 01:29:14.705]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[01:29:14.705 --> 01:29:20.149]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[01:29:20.149 --> 01:29:22.130]  Go to BlackRifleRealEstate.com.
[01:29:22.130 --> 01:29:23.971]  That's BlackRifleRealEstate.com.
[01:29:25.515 --> 01:29:28.116]  Hunters, anglers, campers and survivalists.
[01:29:28.116 --> 01:29:29.177]  Get back to nature.
[01:29:29.177 --> 01:29:36.339]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:29:36.339 --> 01:29:39.701]  Slingbow products are compact and models start from just $17.98.
[01:29:39.701 --> 01:29:43.182]  They're perfect for your bug out bag or storing in your vehicle.
[01:29:43.182 --> 01:29:47.264]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:29:47.264 --> 01:29:51.766]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:29:51.766 --> 01:29:54.387]  Feel the thrill only at slingbow.com.
[01:29:57.179 --> 01:30:05.561]  The Anti-Defamation League is one of the most powerful, globalist, leftist, anti-American organizations on the face of the planet.
[01:30:05.561 --> 01:30:10.322]  And they have declared that InfoWars is public enemy number one.
[01:30:10.322 --> 01:30:19.844]  They gave Tim Cook of Apple an award specifically for deplatforming me to make sure that tens of millions of people could not hear the show.
[01:30:20.604 --> 01:30:31.028]  And now they've had Sacha Baron Cohen come out and call for the arrest of big tech heads that do not turn full control over to the globalist ADL.
[01:30:31.028 --> 01:30:36.250]  And they've called for a complete purge of anyone promoting Americana.
[01:30:36.250 --> 01:30:37.491]  We are being demoralized.
[01:30:37.491 --> 01:30:38.711]  We are being conquered.
[01:30:38.711 --> 01:30:44.774]  And the enemy wants to shut Infowars down because they understand that we've got their number and know how to defeat their paradigm.
[01:30:45.234 --> 01:30:49.598]  You have helped keep us on the air, but now the attacks are more insane than ever.
[01:30:49.598 --> 01:30:54.581]  So please visit InfoWarsStore.com during Black Friday for the biggest sales of the year and fund the InfoWars.
[01:30:54.581 --> 01:30:57.303]  Please take action.
[01:30:57.303 --> 01:31:03.008]  InfoWars Black Friday is here with the biggest sales of the year.
[01:31:03.008 --> 01:31:14.417]  50% off on DNA Force Plus, triple Patriot Points, free shipping, and a free bottle of our best-selling nootropic Brain Boost.
[01:31:15.077 --> 01:31:16.418]  Brain Force Plus.
[01:31:16.418 --> 01:31:18.439]  Did you hear what I just said?
[01:31:18.439 --> 01:31:23.123]  That's just one of more than 40 huge specials.
[01:31:23.123 --> 01:31:28.827]  DNA Force Plus with the PQQ, the CoQ10, and so much more.
[01:31:28.827 --> 01:31:30.128]  Boosting your cells.
[01:31:30.128 --> 01:31:31.449]  Growing new mitochondria.
[01:31:32.309 --> 01:31:33.811]  Regrowing nerves.
[01:31:33.811 --> 01:31:38.214]  It just goes on and on with the PQQ and the CoQ10 and the other ingredients.
[01:31:38.214 --> 01:31:40.736]  And then you get triple Patriot points in your next order.
[01:31:40.736 --> 01:31:42.697]  You get free shipping on this order.
[01:31:42.697 --> 01:31:47.101]  And ladies and gentlemen, you get a free bottle of Brain Force Plus.
[01:31:47.101 --> 01:31:52.105]  This is the big Black Friday sale at InfoWarStore.com.
[01:31:52.105 --> 01:31:54.807]  The biggest sale of the year and it funds the Info War.
[01:31:54.807 --> 01:31:55.648]  Take action now.
[01:31:56.688 --> 01:31:58.289]  InfowarStore.com.
[01:31:58.289 --> 01:32:04.571]  We have a new product, and we got several thousand of these in, and they're gonna sell out in a few days at the rate we're selling them.
[01:32:04.571 --> 01:32:15.376]  I want to thank the listeners for getting it, but this really is a game-changing toothpaste, and it doesn't compete with Super Blue that's four to five a colloidal silver and iodine and fluoride free.
[01:32:16.383 --> 01:32:18.144]  The adult or the children's.
[01:32:18.144 --> 01:32:21.707]  These are both excellent toothpaste concentrates that don't have fillers.
[01:32:21.707 --> 01:32:22.588]  People love it.
[01:32:22.588 --> 01:32:30.734]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans but also re-mineralizes the teeth.
[01:32:31.474 --> 01:32:34.255]  Then it has the patented silver saw.
[01:32:34.255 --> 01:32:36.956]  Silver in it to knock out the bacteria that cause gingivitis.
[01:32:36.956 --> 01:32:37.777]  This is all proven.
[01:32:37.777 --> 01:32:39.317]  You can make claims with this.
[01:32:39.317 --> 01:32:50.502]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses, and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[01:32:50.502 --> 01:32:51.862]  So, we're really proud of it.
[01:32:51.862 --> 01:32:52.803]  It funds the operation.
[01:32:52.803 --> 01:32:54.503]  InfoWarsTore.com.
[01:32:54.503 --> 01:32:56.164]  That's why we're still on air, thanks to you!
[01:32:59.762 --> 01:33:10.548]  You're listening to The Alex Jones Show.
[01:33:10.548 --> 01:33:14.371]  If you are receiving this transmission, you are the resistance.
[01:33:29.657 --> 01:33:45.194]  Live from the Infowars.com studios, it's Alex Jones.
[01:33:45.194 --> 01:33:49.839]  So all over the world, governments are funding pedophile story time.
[01:33:51.078 --> 01:33:57.803]  Where children are groomed and where the first contact with adult men dressed as demonic clowns are made with children.
[01:33:57.803 --> 01:34:03.548]  Now, not all of the men rubbed into this are pedophiles, but a lot of them, it turned out, are convicted pedophiles.
[01:34:03.548 --> 01:34:05.730]  Many of them are supporters of NAMBLA.
[01:34:05.730 --> 01:34:08.492]  And the groups backing this want the sexualization of children.
[01:34:08.492 --> 01:34:11.094]  My God, just look at the Disney films.
[01:34:11.094 --> 01:34:13.776]  Look at the different clothing ads.
[01:34:13.776 --> 01:34:16.198]  Look at this whole agenda.
[01:34:16.198 --> 01:34:17.679]  And it's invading the churches.
[01:34:17.679 --> 01:34:19.080]  It's invading the seminaries.
[01:34:20.089 --> 01:34:22.291]  It's taken over the Catholic Church.
[01:34:22.291 --> 01:34:24.712]  It's taken over everything.
[01:34:24.712 --> 01:34:29.836]  And then once it fully takes it over, it's too big to fail.
[01:34:29.836 --> 01:34:34.639]  The Pope's right-hand man just got convicted of trafficking hundreds of kidnapped children.
[01:34:34.639 --> 01:34:38.822]  It made almost no headlines.
[01:34:38.822 --> 01:34:40.363]  It's the normalization.
[01:34:40.363 --> 01:34:40.804]  And notice...
[01:34:44.389 --> 01:35:04.652]  That in this whole Adam and Eve outfit, if you're a TV viewer, of what goes on inside these churches now, where they blaspheme the altars, that it's all going back to the roots of the seduction, the knowledge of evil, the injection of corruption into society.
[01:35:05.515 --> 01:35:09.977]  And you've got the individual there dressed as the Pharaoh.
[01:35:09.977 --> 01:35:23.184]  How is it reported that Adam Schiff dresses when he's at Ed Buck's house where the black men die, according to their journals, in rituals?
[01:35:23.184 --> 01:35:25.505]  Like a Pharaoh.
[01:35:25.505 --> 01:35:28.547]  Alistair Crowley, ladies and gentlemen.
[01:35:28.547 --> 01:35:32.009]  It's all open corruption.
[01:35:33.530 --> 01:35:37.775]  being launched against civilization.
[01:35:37.775 --> 01:35:45.284]  But this video, Man Confronts Drag Queen Story Hour, is very, very important.
[01:35:45.284 --> 01:35:48.007]  The video and articles up on InfoWars.com.
[01:35:51.752 --> 01:35:53.254]  Because it's not a drag queen.
[01:35:53.254 --> 01:35:58.880]  It's a man in a disguise making contact with children, with weirdo women, bringing their children to it.
[01:35:58.880 --> 01:36:01.863]  But now more and more, it's not being announced.
[01:36:01.863 --> 01:36:05.547]  It's being done in the schools.
[01:36:05.547 --> 01:36:12.033]  And now from Europe to the United States, they're teaching what Jocelyn Elders tried to launch many,
[01:36:13.297 --> 01:36:25.084]  Many years ago, reaching down and helping the fifth graders and the first graders and the kindergartners, helping them masturbate.
[01:36:25.084 --> 01:36:25.424]  Remember her?
[01:36:25.424 --> 01:36:29.086]  People are like, what the hell is this?
[01:36:29.086 --> 01:36:35.790]  They want the precedent of putting their hands on your children's genitals.
[01:36:35.790 --> 01:36:36.871]  It's their cult.
[01:36:36.871 --> 01:36:38.271]  It's who they are.
[01:36:38.271 --> 01:36:40.593]  Everything with them orbits that.
[01:36:42.116 --> 01:36:43.937]  And this is their offensive.
[01:36:43.937 --> 01:36:47.060]  This is their takeover.
[01:36:47.060 --> 01:36:54.426]  This is their plan to censor and dominate and control the entire culture.
[01:36:54.426 --> 01:37:01.631]  So let's go ahead and roll more of this video that just broke today.
[01:37:01.631 --> 01:37:02.012]  Here it is.
[01:37:02.012 --> 01:37:06.155]  I have a question.
[01:37:06.155 --> 01:37:06.635]  Yes.
[01:37:06.635 --> 01:37:11.099]  What do you guys do when you stand before God and He judges everyone in here for your sins?
[01:37:12.717 --> 01:37:16.140]  What are you going to do when you stand before God and you're judged for your sins?
[01:37:16.140 --> 01:37:19.162]  What are you going to do?
[01:37:19.162 --> 01:37:31.551]  The Bible says this, but if anyone causes one of my little ones who believe in me to stumble, it would be better that a large millstone be hung around their neck and they be drowned in the depths of the sea.
[01:37:31.551 --> 01:37:33.473]  So this is child abuse to God.
[01:37:34.133 --> 01:37:36.375]  And you're going to stand up to your only God?
[01:37:36.375 --> 01:37:41.499]  And he's going to say to you, what are you going to do when you stand before God and point to these kids' minds?
[01:37:41.499 --> 01:37:42.900]  What are you going to do then?
[01:37:42.900 --> 01:37:50.887]  The Bible says, God has chosen of the world that he gave his one and only Son, that whoever believes in him will not perish, but have everlasting life.
