[00:00:00.009 --> 00:00:01.311]  The Alex Jones Show.
[01:09:02.246 --> 01:09:04.688]  And the fact that they're now bringing this out in mainstream news,
[01:09:05.700 --> 01:09:15.290]  After Trump and his surrogates like Mr. Stone began to bring it up, shows that Hillary is certainly being looked at to be flushed.
[01:09:16.011 --> 01:09:22.718]  And we've got different insiders coming out saying that they are looking at criminal indictments in the next 60 days.
[01:09:23.079 --> 01:09:26.082]  I'm not saying that's going to happen, but Joe Biden's come back now.
[01:09:27.023 --> 01:09:28.865]  Today, and made statements.
[01:09:29.105 --> 01:09:30.866]  The story's up on Infowars.com.
[01:09:31.347 --> 01:09:33.349]  It's also up on DrudgeReport.com.
[01:09:34.269 --> 01:09:39.975]  And said that, well, maybe, you know, maybe I might run for president.
[01:09:39.995 --> 01:09:43.277]  I mean, I regret not running for president every day.
[01:09:44.038 --> 01:09:45.619]  And that's in the Hill newspaper.
[01:09:46.720 --> 01:09:47.841]  Hillary's still very strong.
[01:09:47.881 --> 01:09:49.343]  She's got a lot of blackmail power.
[01:09:49.363 --> 01:09:50.944]  She's a Soros ally.
[01:09:51.365 --> 01:09:52.646]  So she's a definite kingpin.
[01:09:53.735 --> 01:09:56.439]  But she's obviously unhealthy.
[01:09:56.779 --> 01:10:00.084]  She looks like she's got Alzheimer's or something.
[01:10:00.104 --> 01:10:02.868]  And I'm not, you know, attacking people with Alzheimer's.
[01:10:02.888 --> 01:10:07.975]  I'm just saying she looks like people I've seen that are starting to not basically be operating with a full deck.
[01:10:09.301 --> 01:10:12.244]  And so could just life be catching up with her?
[01:10:12.324 --> 01:10:13.145]  What does that mean?
[01:10:13.846 --> 01:10:22.115]  And then we've just got all of the incredible Muslim invasion with the rapist, because most of these are people, again, that invaded Syria, got kicked out.
[01:10:22.915 --> 01:10:28.101]  Others are just people that want to have party and have fun and have been promised, you know, all these free women by the people smugglers.
[01:10:28.461 --> 01:10:30.924]  They come into Germany, totally politically correct.
[01:10:31.124 --> 01:10:34.726]  They're paralyzed by political correctness, and they just don't know what to do.
[01:10:34.806 --> 01:10:36.707]  Now the German media has had to apologize.
[01:10:36.727 --> 01:10:41.049]  The German police have had to apologize and say, sorry, we said nothing happened that night.
[01:10:41.910 --> 01:10:44.791]  Then we blamed it on white Germans, indigenous Germans.
[01:10:45.332 --> 01:10:48.313]  Okay, it's refugees, North African, Syrian.
[01:10:48.914 --> 01:10:50.274]  Well, most of them really aren't even Syrian.
[01:10:50.315 --> 01:10:56.258]  In fact, history, I've seen Syria as a place where you don't have this radical Muslim stuff of treating women like chattel.
[01:10:57.810 --> 01:10:59.472]  We've got a big initiative we're pushing.
[01:10:59.492 --> 01:11:03.156]  And I'm going to talk about this with Joel Skelton, Editor-in-Chief of World Affairs Brief, here in a moment.
[01:11:03.176 --> 01:11:05.478]  75 times Obama broke the law during presidency.
[01:11:06.159 --> 01:11:08.782]  I'm going to get to this after he leaves us at about 40 after.
[01:11:09.543 --> 01:11:11.065]  I'm going to read all 75, I promise.
[01:11:11.385 --> 01:11:12.026]  Going to get to this.
[01:11:12.386 --> 01:11:14.408]  Kit Daniels' article, very powerful.
[01:11:15.089 --> 01:11:18.933]  We need to push for impeachment just to force Congress
[01:11:20.051 --> 01:11:31.341]  To put Obamacare and Fast and Furious and IRS persecution and executive power grabs and coming after the guns on the executive issue alone, it's clearly out of control, impeachable.
[01:11:32.481 --> 01:11:34.263]  And we've had constitutional lawyers on about it.
[01:11:34.663 --> 01:11:36.806]  I'm going to get Bruce Fine back on, so many others.
[01:11:37.246 --> 01:11:38.668]  Now is the time to move for impeachment.
[01:11:38.688 --> 01:11:41.691]  People say, well, don't do that, it'll make him a victim.
[01:11:42.191 --> 01:11:43.653]  They're going for broke people.
[01:11:43.693 --> 01:11:44.574]  He's not a lame duck.
[01:11:45.014 --> 01:11:46.095]  They're savaging us.
[01:11:46.396 --> 01:11:50.460]  The Republicans are using Obama as cover to get through the globalist agenda.
[01:11:50.640 --> 01:11:52.162]  It's the same agenda here as it is in Europe.
[01:11:52.562 --> 01:11:54.925]  Flood the country, bankrupt it, dumb everybody down.
[01:11:56.069 --> 01:11:57.850]  That story's on InfoWars.com.
[01:11:58.130 --> 01:12:04.294]  There's also a video, the Impeachment Zeitgeist, five minutes long, an InfoWars Nightly News report.
[01:12:04.554 --> 01:12:06.275]  Powerful, John Bowne report.
[01:12:06.955 --> 01:12:08.176]  Get it out to everybody.
[01:12:08.516 --> 01:12:09.396]  You are the power.
[01:12:09.997 --> 01:12:12.638]  Now I want to show people on Facebook Mentions that we're going to our guest.
[01:12:13.759 --> 01:12:16.460]  This is just one video system we have.
[01:12:17.381 --> 01:12:22.283]  When Kanye West comes out and does a video, the average video gets about a million views.
[01:12:22.604 --> 01:12:24.825]  His biggest one's promoted nationwide.
[01:12:25.663 --> 01:12:28.986]  To his tens of millions of followers get 10, 15 million views.
[01:12:30.147 --> 01:12:32.069]  Now that's the most popular thing in America.
[01:12:33.150 --> 01:12:40.157]  Our Facebook mentions is now getting a million to two million views every couple videos.
[01:12:40.737 --> 01:12:43.060]  The average was getting 300 to 400,000 views.
[01:12:43.360 --> 01:12:44.321]  The average is actually going up.
[01:12:45.702 --> 01:12:47.904]  I'm not bragging about Alex Jones being successful.
[01:12:47.924 --> 01:12:49.586]  This is just one little media system we have.
[01:12:50.979 --> 01:12:59.087]  It's that even in the dead space of Facebook, meant to dumb everything down, and they've got algorithms and everything to keep us from spreading.
[01:12:59.107 --> 01:12:59.867]  I mean, that's admitted.
[01:13:00.088 --> 01:13:03.171]  But they have to act like they're still open to the public because we follow all the rules.
[01:13:03.791 --> 01:13:04.572]  Look at these views.
[01:13:04.912 --> 01:13:06.314]  I shot a video yesterday afternoon.
[01:13:07.538 --> 01:13:07.798]  363,000 views.
[01:13:08.019 --> 01:13:09.860]  That'll be at a million tomorrow.
[01:13:09.880 --> 01:13:11.542]  Look at the one before that.
[01:13:11.562 --> 01:13:13.163]  The day before.
[01:13:13.183 --> 01:13:13.163]  1,080,000.
[01:13:14.844 --> 01:13:17.006]  Congress considers criminal charges against Obama.
[01:13:17.687 --> 01:13:18.267]  Insider.
[01:13:18.728 --> 01:13:20.329]  Obama about to unleash hell.
[01:13:20.870 --> 01:13:20.329]  1,800,000.
[01:13:21.030 --> 01:13:23.152]  Look at the video before that.
[01:13:23.212 --> 01:13:24.212]  Obama wants civil war.
[01:13:24.232 --> 01:13:24.212]  524,000.
[01:13:24.473 --> 01:13:27.195]  It goes on and on.
[01:13:27.215 --> 01:13:28.896]  There's some in there with three, four million views.
[01:13:29.597 --> 01:13:37.963]  Now what I'm saying is we've gone from 100,000 views on average a few weeks ago on there to 300, 400, 500,000, a million, two million, three million.
[01:13:39.804 --> 01:13:52.013]  I'm talking to people in government, they're really waking up, military's waking up, police are waking up, a lot of the citizens are waking up, and the system is going to want to run a false flag in my view or provocateur us into a shooting war.
[01:13:52.553 --> 01:13:55.115]  That's why this isn't the time, I believe,
[01:13:56.311 --> 01:13:57.952]  For civil disobedience, like what we see.
[01:13:58.132 --> 01:14:03.815]  People can do it, but I have my opinion that they don't have all the locals supporting them, they don't have the Hammonds supporting them.
[01:14:04.916 --> 01:14:11.620]  You've got obvious provocateur action going on.
[01:14:11.640 --> 01:14:13.561]  The same old players.
[01:14:13.701 --> 01:14:14.882]  I think the Bundys are good people.
[01:14:15.745 --> 01:14:20.589]  But that's another reason that it isn't their ranch they've been on for 140 years.
[01:14:20.949 --> 01:14:23.091]  It isn't where they've run everybody out but the last family.
[01:14:23.111 --> 01:14:25.693]  It isn't where the Fed's saying, we're going to shoot you, you come get your cattle.
[01:14:25.974 --> 01:14:27.735]  And then people cross the line in defiance.
[01:14:28.055 --> 01:14:29.837]  That was incredibly powerful.
[01:14:30.237 --> 01:14:33.420]  A George Washington moment, in my view, but also extremely dangerous.
[01:14:33.760 --> 01:14:34.961]  And shook Harry Reid.
[01:14:35.381 --> 01:14:37.063]  He was shaking when he called him terrorist.
[01:14:38.203 --> 01:14:44.288]  Then the enemy is going to want to trick people like that, with their incredibly good name, into things that are strategic disasters.
[01:14:44.308 --> 01:14:56.019]  Now, I'm not going to spend more than five minutes on this, but Joel Scowls, whom I really respect, former Marine Corps fighter pilot, Vietnam, best-selling author, researcher, obviously WorldAffairsBrief.com editor,
[01:14:56.759 --> 01:15:08.211]  I learned that he basically had some of the same views as I did, and I know a lot of people are listening to this now because it's really a no-brainer with the timing of the Obama gun grab and the projection they now have of, you know, armed takeover and all this.
[01:15:08.811 --> 01:15:12.575]  Their cause is just, I believe, overall, but it's the optics.
[01:15:13.636 --> 01:15:19.737]  And the globalists are just having glee with this now, saying, see, domestic terrorist, Yolk-Ida.
[01:15:20.177 --> 01:15:25.379]  Then we'll get into the impeachment, we'll get into Russia, we'll get into everything else with Joel Skousen, worldaffairsbrief.com.
[01:15:25.619 --> 01:15:27.619]  Joel, thank you so much for joining us.
[01:15:27.639 --> 01:15:29.579]  You just heard my five-minute breakdown there.
[01:15:29.919 --> 01:15:30.680]  Do you agree with that?
[01:15:30.780 --> 01:15:31.240]  Disagree?
[01:15:31.320 --> 01:15:32.240]  What can you augment?
[01:15:32.580 --> 01:15:36.981]  What can you say about the situation unfolding there in Oregon?
[01:15:38.117 --> 01:15:39.598]  Well, I do agree with you, Alex.
[01:15:39.758 --> 01:15:46.664]  I think it's very important to understand the feds are about to make an example of the Bundy group there in Harney County.
[01:15:47.285 --> 01:15:53.450]  And so, as I say, I'm going to I want to suggest and I think and hopefully that they'll be seeing this.
[01:15:53.890 --> 01:15:58.133]  I want to suggest a way out of this that I think will benefit both sides.
[01:15:58.193 --> 01:15:59.835]  Now, I happen to know Ammon Bundy.
[01:15:59.895 --> 01:16:01.176]  He's a very fine person.
[01:16:02.617 --> 01:16:16.831]  I think it was a misstep to be able to go into an armed occupation of this wildlife refuge just because of, just like you said, it's one thing to be defending your own property against an armed intrusion by the BLM.
[01:16:16.891 --> 01:16:18.273]  That can get public support.
[01:16:18.873 --> 01:16:21.896]  But when you're trying to undo a National Wildlife Refuge,
[01:16:23.172 --> 01:16:30.317]  Which is a matter of legislative import and the public expects that to go through Congress.
[01:16:30.997 --> 01:16:32.178]  You're not going to win that battle.
[01:16:32.938 --> 01:16:43.445]  Now I've seen on BundyRanch.blogspot.com the detailed evidence of all of the injustices the ranchers, not just the Hammonds, had suffered
[01:16:44.165 --> 01:16:55.567]  When the Wildlife, Fish and Wildlife Service and BLM went to strangle these ranchers, cut off their water supplies, cut off their access to the ranch when roads ran through the wildlife refuge.
[01:16:55.607 --> 01:17:00.008]  They have a long... Setting them up for controlled burns they let everybody else do.
[01:17:00.028 --> 01:17:01.148]  That's right.
[01:17:01.368 --> 01:17:07.369]  And didn't prosecute themselves, their own agents for damaging property, but prosecute people when it gets out of control.
[01:17:07.469 --> 01:17:09.750]  Worse yet, in Hammond's case,
[01:17:11.663 --> 01:17:18.068]  They had to, in order to invoke the terrorism statute, they had to rule these accidental burns as arson.
[01:17:19.149 --> 01:17:31.999]  And in order to do that, they got a mentally unstable grandson of the Hammonds to, and I think this is just the prosecutors going after an individual who was only 11 years old at the time, got him to say that the
[01:17:32.239 --> 01:17:39.484]  Burning of the 2006 fire was done as an arson to cover up for a hunting or hunting deer on federal land.
[01:17:39.564 --> 01:17:42.987]  This is important because it's the only one they could pin the charge of arson on.
[01:17:43.027 --> 01:17:44.368]  It turns out to be bogus.
[01:17:45.529 --> 01:17:53.454]  Not only was the witness, even by the judge's admission, not competent to testify of that five years after the fact, he wasn't mentally competent.
[01:17:54.295 --> 01:17:56.396]  The point is it defies all description.
