[00:00:00.170 --> 00:00:02.066]  The Alex Jones Show.
[01:04:44.420 --> 01:04:48.524]  The left was waiting on that, just like the FBI was waiting to use this as a situation.
[01:04:48.544 --> 01:04:54.108]  The left wants to use martial law in America, and I want to come back, finish up with the bunnies.
[01:04:54.128 --> 01:05:04.077]  We've got to move into other areas, but will Trump be in the debate tomorrow night that we'll be covering with Mystery Science, the Political Science Theater 3000, and more.
[01:05:04.137 --> 01:05:05.218]  It's all coming up.
[01:05:05.258 --> 01:05:06.319]  Stay with us straight ahead.
[01:05:09.332 --> 01:05:19.236]  Join us this Thursday, January 28th as InfoWars.com and InfoWars Nightly News bring you another installment of Political Science Theater 3K.
[01:05:19.336 --> 01:05:25.619]  If you have freedom of speech, like any free market, you do not use the government to shut down portions of it.
[01:05:25.819 --> 01:05:33.564]  Join David Knight, Jakari Jackson, Leigh-Anne McAdoo, and the rest of the crew as we crash through the lies and propaganda in real time.
[01:05:33.684 --> 01:05:41.289]  When we see the 8-year-old boy scout who can't fly a plane because he has the same name as some suspected terrorist, when he turns 16, he's not going to be able to get a driver's license.
[01:05:41.309 --> 01:05:42.490]  He's not going to be able to get a job.
[01:05:42.510 --> 01:05:43.851]  He's not going to be able to get a college loan.
[01:05:43.951 --> 01:05:45.873]  Infowars.com, there's a war on for your mind!
[01:06:08.826 --> 01:06:12.027]  When cells become toxic, they die early and aging sets in.
[01:06:12.348 --> 01:06:20.351]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:06:20.591 --> 01:06:25.613]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:06:26.013 --> 01:06:28.294]  You want the best that's out there at the lowest price anywhere?
[01:06:28.534 --> 01:06:30.335]  We now have the synergistic solution.
[01:06:30.635 --> 01:06:34.817]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:06:38.817 --> 01:06:39.577]  Shower Filters.
[01:06:39.717 --> 01:06:41.318]  We're introducing the best yet.
[01:06:41.438 --> 01:06:45.380]  The brand new ProPure ProMax High Performance Shower Filter.
[01:06:45.520 --> 01:06:50.122]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[01:06:50.322 --> 01:06:57.265]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[01:06:57.405 --> 01:07:04.348]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[01:07:08.650 --> 01:07:14.276]  Supermail Vitality is InfoWarsLife.com's number one selling product for a good reason.
[01:07:14.596 --> 01:07:15.057]  It works.
[01:07:15.337 --> 01:07:19.441]  Go to InfoWarsLife.com today and read the testimonials for yourself.
[01:07:19.622 --> 01:07:25.047]  There are thousands of them with an average voting score at an unprecedented 4.8.
[01:07:26.869 --> 01:07:38.664]  It is concentrated herbs and natural organic compounds known to energize the body's natural processes that are blocked by estrogen mimickers and other toxic elements in the food chain.
[01:07:38.824 --> 01:07:43.871]  Super Mill Vitality from InfoWarsLife.com has sold out multiple times in the last three months.
[01:07:44.011 --> 01:07:51.378]  To fix that problem, we have now produced the biggest and most concentrated high-quality batch of Super Mel Vitality in the product's history.
[01:07:51.598 --> 01:07:54.181]  Our new Ultra Strength Formula is even stronger.
[01:07:54.361 --> 01:07:58.685]  Check out the third-party reviews and informational videos at InfoWarsLife.com.
[01:07:58.905 --> 01:08:01.608]  Now it's time to get your body in balance and fight back.
[01:08:01.868 --> 01:08:07.894]  I'm Alex Jones for Super Mel Vitality and InfoWarsLife.com and I salute you, our supporters!
[01:08:11.664 --> 01:08:17.668]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:18.289 --> 01:08:21.331]  It's Alex Jones and the GCN Radio Network.
[01:08:22.912 --> 01:08:24.453]  Huge, huge news.
[01:08:24.513 --> 01:08:26.574]  The story is up on InfoWars.com.
[01:08:29.788 --> 01:08:32.870]  Bernie Sanders has been invited to the White House to meet with Obama.
[01:08:32.890 --> 01:08:39.093]  That is a clear signal proving the major riff we reported on years ago that we now know is really getting by.
[01:08:39.113 --> 01:08:44.976]  That Biden may come in with Elizabeth Warren, the senator, if Hillary gets indicted, or it might be a Bernie Sanders.
[01:08:46.277 --> 01:08:46.837]  Bloomberg.
[01:08:47.337 --> 01:08:50.419]  Bloomberg, or it could also be Joe Biden.
[01:08:51.339 --> 01:08:53.821]  This shows that Hillary could really be indicted any minute.
[01:08:54.670 --> 01:09:09.674]  Former Republican whip, political persecuted person Tom DeLay has gone public and he wouldn't make that up and said the word is the FBI at high level is going to go public about what Hillary's done if the Justice Department doesn't indict.
[01:09:10.374 --> 01:09:15.536]  But this Justice Department run by Lynch is out there saying he can just take guns outside of law.
[01:09:15.876 --> 01:09:21.017]  He can just have doctors, not psychiatrists, but just your doctor say you look depressed and have your guns taken.
[01:09:21.397 --> 01:09:22.998]  It's all extrajudicial
[01:09:24.561 --> 01:09:25.622]  Extra legislative.
[01:09:26.202 --> 01:09:33.585]  We've got huge amounts of news on top experts saying we've never been in a more dangerous position.
[01:09:33.625 --> 01:09:36.847]  Doomsday Clock, world more dangerous than during Cold War.
[01:09:36.867 --> 01:09:40.769]  But I want to finish up with Joe Biggs because I think that you and David Knight probably
[01:09:42.657 --> 01:09:49.007]  David did a really great job whenever he went and covered the first whole Bundy situation, so he should be part of this as well.
[01:09:49.347 --> 01:09:56.318]  And Josh, he's been going out on the road a lot, so I don't make our camera people go out every week, but Josh or whoever you guys want to take, I think you should leave today.
[01:09:57.678 --> 01:10:14.588]  uh... or tomorrow morning and get out to Oregon and hit the ground running and and and and not just be reporters but leaders out there to really inform and show what's happening and identify provocateurs and really have a mission of trying to stop a civil war slash race war.
[01:10:14.608 --> 01:10:21.312]  That's why I went and met with Farrakhan right when this whole Oregon thing was kicking off earlier in the month and and he concurred and agreed with me on that front.
[01:10:21.332 --> 01:10:24.554]  We really need to work for not having
[01:10:25.114 --> 01:10:25.254]  I think?
[01:10:55.759 --> 01:10:55.939]  I don't
[01:11:16.408 --> 01:11:28.719]  I respect people that say they're in the militia, but then I don't have to be under their command and agree with everything that they say or everything they do, or that this not being the best place, because a lot of locals don't want you.
[01:11:29.199 --> 01:11:31.882]  And you know, this isn't your own grazing rights, and things like that.
[01:11:32.562 --> 01:11:36.446]  But the man that was killed did say that he
[01:11:39.946 --> 01:11:47.008]  Mr. LaVoy wrote a novel, and I'll go over it in a minute, saying that we need a bloody revolution in this country, and he told the newspaper last week he was ready for that.
[01:11:47.888 --> 01:12:04.854]  So, it's very sad that according to witnesses that were in the car, and I'll go to that, I'm going to dig that out of the article here in a moment, we'll put it on screen, it's in Paul Watson's article, eyewitness, Oregon militiamen murdered by cops, he had his hands in the air, daughter, he was shot in the face.
[01:12:05.794 --> 01:12:05.894]  Yeah.
[01:12:36.448 --> 01:12:40.353]  I mean, from meeting the guy, you know, he, like I said, he was someone who was very passionate.
[01:12:40.433 --> 01:12:45.799]  I don't see him as being someone who's just going to lay down and kind of, you know, just take something like that.
[01:12:46.340 --> 01:12:51.325]  So, I mean, to see or to hear the fact that he was going to charge
[01:12:51.886 --> 01:12:55.027]  That kind of goes with it, whether or not the cops should have shot him?
[01:12:55.047 --> 01:12:57.227]  Yeah, I mean, that's completely and totally out of control.
[01:12:57.267 --> 01:12:59.047]  I mean, this guy has tons of kids.
[01:13:00.148 --> 01:13:02.108]  Sorry, I mean, he was passionate about what he did.
[01:13:02.148 --> 01:13:03.288]  I mean, that's fine.
[01:13:03.508 --> 01:13:05.509]  We're passionate about what we do and what we believe in.
[01:13:06.029 --> 01:13:08.389]  You know, I think that it was handled poorly.
[01:13:08.949 --> 01:13:18.591]  And at the same time, I still don't think it was very smart, though, to be heading off that place when you know that the FBI was looking for every single chance possible to take you guys out.
[01:13:19.231 --> 01:13:32.558]  Well, this high-profile militant, John Ritzheimer, who was one of the big cheerleaders, and you also uncovered one of his demonstrations, the armed march by the Mosque in Phoenix, which people have a right to do.
[01:13:32.618 --> 01:13:33.639]  I'm all about open marches.
[01:13:33.719 --> 01:13:34.599]  It is provocative.
[01:13:35.380 --> 01:13:42.524]  He left that morning and just said suddenly, he said he'd never really go, but he said he wanted to see his family and just ran back to them right on time.
[01:13:43.359 --> 01:13:49.421]  Yeah, they actually picked him up and he is in jail, he's in custody in Arizona right now as well.
[01:13:50.382 --> 01:14:01.286]  So, there's definitely a lot of parts to this, so I guess when we get out there we'll be able to try to figure out, maybe talk to some of the people, the eyewitnesses who saw what happened and try to get a little insight on what's happened.
[01:14:01.306 --> 01:14:08.909]  You know, a lot of people's emotions, they're going to take statements when their adrenaline's kicking and it might change, so we'll see what we find out when we get there.
[01:14:10.305 --> 01:14:11.948]  Let's go ahead and get to this article.
[01:14:12.068 --> 01:14:15.874]  Paul Joseph Watson links to the other articles where it's quoted.
[01:14:15.974 --> 01:14:18.017]  Eyewitness Oregon militiamen murdered by cops.
[01:14:18.218 --> 01:14:19.219]  He had his hands in the air.
[01:14:19.259 --> 01:14:20.581]  Daughter, he was shot in the face.
[01:14:21.323 --> 01:14:23.386]  And Victoria Sharp, who was in the car.
[01:14:24.605 --> 01:14:34.271]  With the group, when they were pulled over by the police and federal agents, Sharp claims that Finnecom put his hands out of the car window and asked the police to allow the woman to leave the car.
[01:14:34.752 --> 01:14:38.794]  They shot at him, and we know that reportedly one of the Bundy brothers got grazed.
[01:14:39.395 --> 01:14:40.375]  So that's just crazy.
[01:14:41.236 --> 01:14:48.581]  They shot at him, but they missed, Sharp said, adding that the group then attempted to drive away in the car, but were shot at again by police.
[01:14:49.301 --> 01:14:50.082]  Well, that's just terrible.
[01:14:51.403 --> 01:14:54.746]  And I believe her, because first they said, shoot out with no proof.
[01:14:54.966 --> 01:14:56.887]  Now they admit he didn't shoot at him and they shot him.
[01:14:58.028 --> 01:15:01.131]  And it fits with, you know, him running towards him saying, you know, go ahead and shoot me.
[01:15:01.751 --> 01:15:06.315]  When we crashed and stopped for a second time, he got out of the car.
[01:15:06.375 --> 01:15:07.596]  He had his hands in the air.
[01:15:07.896 --> 01:15:08.357]  He just
[01:15:10.083 --> 01:15:12.605]  He's like, just quote, shoot me then, and they did.
[01:15:12.685 --> 01:15:13.666]  They shot him dead.
[01:15:13.946 --> 01:15:16.248]  Sharpe said he was just walking with his hands in the air.
[01:15:16.688 --> 01:15:22.412]  I swear to God, and I'm quoting her, and they shot him dead, and his hands were down on the ground.
[01:15:22.472 --> 01:15:25.194]  Shot him three more times, said Sharpe.
[01:15:25.434 --> 01:15:35.562]  Well, you know, Senator Reid, the gangster, said, we're going to come after you, we're going to get you, and you're a terrorist.
[01:15:37.264 --> 01:15:41.287]  These are globalists that run America that have killed millions of people and launched false wars.
[01:15:41.708 --> 01:15:49.994]  You're going up against them, folks, and so know that they went through and talked to the feds and found out which ones wanted to go out here and do this.
[01:15:50.034 --> 01:15:59.521]  And if this is true, and the evidence is pointing towards it, they were told, you kill them and just, you know, make it look plausible and you will be promoted.
